Column1;Column2;Column3;Column4;Column5;Column6
# Red box data ;;;;;
# slow cooling cycle (mol con 0.50);;;;;
# t0: 2022              3              8             16             16         32.004;;;;;
# T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
7.83228e+01 ; -4.45724e-02 ; -7.85474e-03 ; -1.03127e-06 ; -7.77051e-03 ; 1.01557e+03 
7.82936e+01 ; -4.18155e-02 ; -7.85512e-03 ; -9.67225e-07 ; -7.77118e-03 ; 1.01659e+03 
7.83011e+01 ; -4.22186e-02 ; -7.85475e-03 ; -9.76616e-07 ; -7.77101e-03 ; 1.01761e+03 
7.83037e+01 ; -4.50956e-02 ; -7.85564e-03 ; -1.04319e-06 ; -7.77095e-03 ; 1.01861e+03 
7.82712e+01 ; -4.34339e-02 ; -7.85655e-03 ; -1.00445e-06 ; -7.77170e-03 ; 1.01962e+03 
7.82622e+01 ; -5.23461e-02 ; -7.85636e-03 ; -1.21045e-06 ; -7.77191e-03 ; 1.02063e+03 
7.82356e+01 ; -4.76780e-02 ; -7.85690e-03 ; -1.10224e-06 ; -7.77252e-03 ; 1.02165e+03 
7.82247e+01 ; -4.66891e-02 ; -7.85698e-03 ; -1.07927e-06 ; -7.77277e-03 ; 1.02266e+03 
7.82103e+01 ; -4.65555e-02 ; -7.85767e-03 ; -1.07603e-06 ; -7.77311e-03 ; 1.02368e+03 
7.81855e+01 ; -4.57631e-02 ; -7.85815e-03 ; -1.05748e-06 ; -7.77368e-03 ; 1.02468e+03 
7.81623e+01 ; -4.45767e-02 ; -7.85810e-03 ; -1.02984e-06 ; -7.77422e-03 ; 1.02568e+03 
7.81427e+01 ; -4.36610e-02 ; -7.85886e-03 ; -1.00847e-06 ; -7.77467e-03 ; 1.02670e+03 
7.81259e+01 ; -4.37914e-02 ; -7.85876e-03 ; -1.01125e-06 ; -7.77506e-03 ; 1.02769e+03 
7.81391e+01 ; -4.34026e-02 ; -7.85928e-03 ; -1.00245e-06 ; -7.77475e-03 ; 1.02870e+03 
7.81161e+01 ; -4.32748e-02 ; -7.85976e-03 ; -9.99192e-07 ; -7.77528e-03 ; 1.02972e+03 
7.80867e+01 ; -4.42080e-02 ; -7.86021e-03 ; -1.02034e-06 ; -7.77596e-03 ; 1.03072e+03 
7.80802e+01 ; -3.96725e-02 ; -7.85990e-03 ; -9.15577e-07 ; -7.77611e-03 ; 1.03172e+03 
7.80885e+01 ; -3.88703e-02 ; -7.86081e-03 ; -8.97162e-07 ; -7.77592e-03 ; 1.03272e+03 
7.80707e+01 ; -3.88150e-02 ; -7.86040e-03 ; -8.95672e-07 ; -7.77633e-03 ; 1.03374e+03 
7.80756e+01 ; -4.13514e-02 ; -7.86094e-03 ; -9.54264e-07 ; -7.77622e-03 ; 1.03474e+03 
7.80413e+01 ; -4.15996e-02 ; -7.86140e-03 ; -9.59550e-07 ; -7.77701e-03 ; 1.03574e+03 
7.80188e+01 ; -4.04734e-02 ; -7.86147e-03 ; -9.33291e-07 ; -7.77753e-03 ; 1.03674e+03 
7.80201e+01 ; -4.14408e-02 ; -7.86207e-03 ; -9.55614e-07 ; -7.77750e-03 ; 1.03774e+03 
7.79966e+01 ; -4.19905e-02 ; -7.86160e-03 ; -9.67985e-07 ; -7.77804e-03 ; 1.03872e+03 
7.80018e+01 ; -3.85058e-02 ; -7.86244e-03 ; -8.87715e-07 ; -7.77792e-03 ; 1.03974e+03 
7.79946e+01 ; -3.86156e-02 ; -7.86308e-03 ; -8.90161e-07 ; -7.77809e-03 ; 1.04074e+03 
7.79732e+01 ; -4.06019e-02 ; -7.86257e-03 ; -9.35680e-07 ; -7.77858e-03 ; 1.04174e+03 
7.79796e+01 ; -3.66593e-02 ; -7.86294e-03 ; -8.44895e-07 ; -7.77844e-03 ; 1.04276e+03 
7.79657e+01 ; -3.92821e-02 ; -7.86282e-03 ; -9.05175e-07 ; -7.77876e-03 ; 1.04377e+03 
7.79430e+01 ; -4.07282e-02 ; -7.86372e-03 ; -9.38210e-07 ; -7.77928e-03 ; 1.04476e+03 
7.79636e+01 ; -3.95773e-02 ; -7.86437e-03 ; -9.11951e-07 ; -7.77881e-03 ; 1.04578e+03 
7.79035e+01 ; -3.85138e-02 ; -7.86353e-03 ; -8.86731e-07 ; -7.78019e-03 ; 1.04678e+03 
7.79280e+01 ; -3.74110e-02 ; -7.86430e-03 ; -8.61624e-07 ; -7.77963e-03 ; 1.04778e+03 
7.79352e+01 ; -4.15673e-02 ; -7.86408e-03 ; -9.57442e-07 ; -7.77946e-03 ; 1.04879e+03 
7.79125e+01 ; -4.04005e-02 ; -7.86440e-03 ; -9.30282e-07 ; -7.77999e-03 ; 1.04979e+03 
7.78813e+01 ; -4.00326e-02 ; -7.86512e-03 ; -9.21425e-07 ; -7.78071e-03 ; 1.05081e+03 
7.78738e+01 ; -3.84192e-02 ; -7.86448e-03 ; -8.84201e-07 ; -7.78088e-03 ; 1.05182e+03 
7.78702e+01 ; -3.93764e-02 ; -7.86521e-03 ; -9.06187e-07 ; -7.78096e-03 ; 1.05282e+03 
7.78630e+01 ; -3.66397e-02 ; -7.86553e-03 ; -8.43125e-07 ; -7.78113e-03 ; 1.05383e+03 
7.78521e+01 ; -3.69346e-02 ; -7.86564e-03 ; -8.49788e-07 ; -7.78138e-03 ; 1.05484e+03 
7.78573e+01 ; -3.67500e-02 ; -7.86523e-03 ; -8.45598e-07 ; -7.78126e-03 ; 1.05583e+03 
7.78467e+01 ; -3.87423e-02 ; -7.86593e-03 ; -8.91314e-07 ; -7.78151e-03 ; 1.05685e+03 
7.77905e+01 ; -3.62117e-02 ; -7.86596e-03 ; -8.32468e-07 ; -7.78280e-03 ; 1.05786e+03 
7.78080e+01 ; -3.71459e-02 ; -7.86613e-03 ; -8.54145e-07 ; -7.78240e-03 ; 1.05890e+03 
7.78191e+01 ; -3.80047e-02 ; -7.86650e-03 ; -8.74023e-07 ; -7.78214e-03 ; 1.05990e+03 
7.77951e+01 ; -4.22079e-02 ; -7.86724e-03 ; -9.70375e-07 ; -7.78270e-03 ; 1.06091e+03 
7.78104e+01 ; -4.12676e-02 ; -7.86686e-03 ; -9.48950e-07 ; -7.78235e-03 ; 1.06192e+03 
7.77706e+01 ; -4.03427e-02 ; -7.86719e-03 ; -9.27189e-07 ; -7.78326e-03 ; 1.06293e+03 
7.77740e+01 ; -3.80326e-02 ; -7.86806e-03 ; -8.74136e-07 ; -7.78319e-03 ; 1.06394e+03 
7.77567e+01 ; -3.56249e-02 ; -7.86726e-03 ; -8.18608e-07 ; -7.78359e-03 ; 1.06495e+03 
7.77446e+01 ; -3.82898e-02 ; -7.86853e-03 ; -8.79702e-07 ; -7.78387e-03 ; 1.06594e+03 
7.77286e+01 ; -3.75710e-02 ; -7.86788e-03 ; -8.63002e-07 ; -7.78424e-03 ; 1.06696e+03 
7.77136e+01 ; -3.72087e-02 ; -7.86856e-03 ; -8.54510e-07 ; -7.78458e-03 ; 1.06796e+03 
7.77286e+01 ; -3.50728e-02 ; -7.86836e-03 ; -8.05618e-07 ; -7.78424e-03 ; 1.06897e+03 
7.77229e+01 ; -3.84858e-02 ; -7.86860e-03 ; -8.83948e-07 ; -7.78437e-03 ; 1.06996e+03 
7.76935e+01 ; -3.71024e-02 ; -7.86926e-03 ; -8.51840e-07 ; -7.78505e-03 ; 1.07099e+03 
7.76953e+01 ; -4.04176e-02 ; -7.86913e-03 ; -9.27976e-07 ; -7.78500e-03 ; 1.07199e+03 
7.77059e+01 ; -3.84468e-02 ; -7.86882e-03 ; -8.82851e-07 ; -7.78476e-03 ; 1.07300e+03 
7.76831e+01 ; -4.00580e-02 ; -7.86908e-03 ; -9.19570e-07 ; -7.78528e-03 ; 1.07400e+03 
7.76808e+01 ; -3.88687e-02 ; -7.86942e-03 ; -8.92242e-07 ; -7.78534e-03 ; 1.07501e+03 
7.76849e+01 ; -3.83289e-02 ; -7.86970e-03 ; -8.79899e-07 ; -7.78524e-03 ; 1.07601e+03 
7.76594e+01 ; -3.89387e-02 ; -7.87017e-03 ; -8.93592e-07 ; -7.78583e-03 ; 1.07701e+03 
7.76550e+01 ; -3.78407e-02 ; -7.87078e-03 ; -8.68343e-07 ; -7.78593e-03 ; 1.07802e+03 
7.76364e+01 ; -4.07313e-02 ; -7.87070e-03 ; -9.34442e-07 ; -7.78636e-03 ; 1.07903e+03 
7.76086e+01 ; -4.14906e-02 ; -7.87059e-03 ; -9.51508e-07 ; -7.78701e-03 ; 1.08005e+03 
7.76279e+01 ; -4.30536e-02 ; -7.87117e-03 ; -9.87609e-07 ; -7.78656e-03 ; 1.08105e+03 
7.75967e+01 ; -4.13917e-02 ; -7.87094e-03 ; -9.49091e-07 ; -7.78728e-03 ; 1.08205e+03 
7.75944e+01 ; -4.01042e-02 ; -7.87141e-03 ; -9.19542e-07 ; -7.78733e-03 ; 1.08304e+03 
7.75823e+01 ; -3.85557e-02 ; -7.87213e-03 ; -8.83892e-07 ; -7.78761e-03 ; 1.08406e+03 
7.75583e+01 ; -4.10952e-02 ; -7.87210e-03 ; -9.41809e-07 ; -7.78817e-03 ; 1.08506e+03 
7.75593e+01 ; -4.30796e-02 ; -7.87224e-03 ; -9.87300e-07 ; -7.78815e-03 ; 1.08608e+03 
7.75755e+01 ; -3.89037e-02 ; -7.87259e-03 ; -8.91792e-07 ; -7.78777e-03 ; 1.08708e+03 
7.75497e+01 ; -3.76706e-02 ; -7.87299e-03 ; -8.63226e-07 ; -7.78837e-03 ; 1.08808e+03 
7.75482e+01 ; -3.80910e-02 ; -7.87275e-03 ; -8.72842e-07 ; -7.78840e-03 ; 1.08908e+03 
7.75317e+01 ; -3.78686e-02 ; -7.87308e-03 ; -8.67557e-07 ; -7.78878e-03 ; 1.09009e+03 
7.75402e+01 ; -3.71391e-02 ; -7.87345e-03 ; -8.50941e-07 ; -7.78859e-03 ; 1.09111e+03 
7.75079e+01 ; -3.40296e-02 ; -7.87366e-03 ; -7.79358e-07 ; -7.78933e-03 ; 1.09211e+03 
7.75082e+01 ; -3.48434e-02 ; -7.87376e-03 ; -7.97999e-07 ; -7.78933e-03 ; 1.09312e+03 
7.75023e+01 ; -3.30979e-02 ; -7.87396e-03 ; -7.57962e-07 ; -7.78946e-03 ; 1.09414e+03 
7.75056e+01 ; -3.53393e-02 ; -7.87376e-03 ; -8.09329e-07 ; -7.78939e-03 ; 1.09516e+03 
7.75056e+01 ; -3.63288e-02 ; -7.87411e-03 ; -8.31991e-07 ; -7.78939e-03 ; 1.09614e+03 
7.74966e+01 ; -3.69913e-02 ; -7.87346e-03 ; -8.47060e-07 ; -7.78959e-03 ; 1.09716e+03 
7.74945e+01 ; -3.70046e-02 ; -7.87441e-03 ; -8.47342e-07 ; -7.78964e-03 ; 1.09816e+03 
7.74558e+01 ; -3.73799e-02 ; -7.87437e-03 ; -8.55495e-07 ; -7.79054e-03 ; 1.09917e+03 
7.74502e+01 ; -3.80191e-02 ; -7.87489e-03 ; -8.70058e-07 ; -7.79067e-03 ; 1.10018e+03 
7.74556e+01 ; -4.32264e-02 ; -7.87469e-03 ; -9.89296e-07 ; -7.79054e-03 ; 1.10118e+03 
7.74550e+01 ; -3.62820e-02 ; -7.87548e-03 ; -8.30359e-07 ; -7.79055e-03 ; 1.10219e+03 
7.74156e+01 ; -3.79445e-02 ; -7.87553e-03 ; -8.67950e-07 ; -7.79147e-03 ; 1.10321e+03 
7.74349e+01 ; -4.03689e-02 ; -7.87553e-03 ; -9.23646e-07 ; -7.79102e-03 ; 1.10421e+03 
7.74081e+01 ; -3.89169e-02 ; -7.87535e-03 ; -8.90105e-07 ; -7.79164e-03 ; 1.10521e+03 
7.74169e+01 ; -3.60079e-02 ; -7.87630e-03 ; -8.23668e-07 ; -7.79144e-03 ; 1.10623e+03 
7.73833e+01 ; -3.53822e-02 ; -7.87607e-03 ; -8.08992e-07 ; -7.79221e-03 ; 1.10723e+03 
7.74060e+01 ; -3.61889e-02 ; -7.87649e-03 ; -8.27689e-07 ; -7.79169e-03 ; 1.10823e+03 
7.73598e+01 ; -3.52899e-02 ; -7.87616e-03 ; -8.06630e-07 ; -7.79275e-03 ; 1.10923e+03 
7.74001e+01 ; -3.43354e-02 ; -7.87615e-03 ; -7.85235e-07 ; -7.79182e-03 ; 1.11022e+03 
7.73908e+01 ; -3.73877e-02 ; -7.87669e-03 ; -8.54933e-07 ; -7.79204e-03 ; 1.11123e+03 
7.73689e+01 ; -3.85153e-02 ; -7.87618e-03 ; -8.80461e-07 ; -7.79254e-03 ; 1.11225e+03 
7.73493e+01 ; -3.67686e-02 ; -7.87712e-03 ; -8.40312e-07 ; -7.79300e-03 ; 1.11326e+03 
7.73557e+01 ; -3.82798e-02 ; -7.87739e-03 ; -8.74923e-07 ; -7.79285e-03 ; 1.11428e+03 
7.73394e+01 ; -3.31685e-02 ; -7.87730e-03 ; -7.57935e-07 ; -7.79322e-03 ; 1.11528e+03 
7.73402e+01 ; -3.72185e-02 ; -7.87737e-03 ; -8.50491e-07 ; -7.79321e-03 ; 1.11629e+03 
7.73407e+01 ; -3.56532e-02 ; -7.87784e-03 ; -8.14727e-07 ; -7.79319e-03 ; 1.11730e+03 
7.73242e+01 ; -3.31875e-02 ; -7.87779e-03 ; -7.58216e-07 ; -7.79358e-03 ; 1.11831e+03 
7.73183e+01 ; -3.51112e-02 ; -7.87758e-03 ; -8.02104e-07 ; -7.79371e-03 ; 1.11931e+03 
7.73116e+01 ; -3.46269e-02 ; -7.87808e-03 ; -7.90970e-07 ; -7.79387e-03 ; 1.12031e+03 
7.73077e+01 ; -3.49450e-02 ; -7.87843e-03 ; -7.98195e-07 ; -7.79396e-03 ; 1.12133e+03 
7.73185e+01 ; -3.62680e-02 ; -7.87818e-03 ; -8.28532e-07 ; -7.79371e-03 ; 1.12234e+03 
7.72979e+01 ; -3.70030e-02 ; -7.87833e-03 ; -8.45092e-07 ; -7.79418e-03 ; 1.12334e+03 
7.72935e+01 ; -3.73979e-02 ; -7.87883e-03 ; -8.54061e-07 ; -7.79428e-03 ; 1.12436e+03 
7.72871e+01 ; -3.58572e-02 ; -7.87890e-03 ; -8.18805e-07 ; -7.79443e-03 ; 1.12536e+03 
7.72956e+01 ; -3.76407e-02 ; -7.87870e-03 ; -8.59628e-07 ; -7.79424e-03 ; 1.12637e+03 
7.72613e+01 ; -4.18306e-02 ; -7.87932e-03 ; -9.54883e-07 ; -7.79503e-03 ; 1.12737e+03 
7.72718e+01 ; -4.02448e-02 ; -7.87948e-03 ; -9.18810e-07 ; -7.79479e-03 ; 1.12836e+03 
7.72318e+01 ; -3.74853e-02 ; -7.87931e-03 ; -8.55355e-07 ; -7.79571e-03 ; 1.12938e+03 
7.72409e+01 ; -3.58705e-02 ; -7.88039e-03 ; -8.18608e-07 ; -7.79550e-03 ; 1.13038e+03 
7.72334e+01 ; -3.58038e-02 ; -7.87999e-03 ; -8.17005e-07 ; -7.79567e-03 ; 1.13139e+03 
7.72128e+01 ; -3.56485e-02 ; -7.87984e-03 ; -8.13238e-07 ; -7.79615e-03 ; 1.13239e+03 
7.72148e+01 ; -3.52630e-02 ; -7.88063e-03 ; -8.04465e-07 ; -7.79610e-03 ; 1.13339e+03 
7.72316e+01 ; -3.79647e-02 ; -7.88019e-03 ; -8.66292e-07 ; -7.79572e-03 ; 1.13441e+03 
7.72091e+01 ; -3.79858e-02 ; -7.88025e-03 ; -8.66516e-07 ; -7.79623e-03 ; 1.13540e+03 
7.72053e+01 ; -3.64298e-02 ; -7.88032e-03 ; -8.30978e-07 ; -7.79632e-03 ; 1.13640e+03 
7.71854e+01 ; -3.88127e-02 ; -7.88084e-03 ; -8.85100e-07 ; -7.79678e-03 ; 1.13743e+03 
7.72099e+01 ; -3.87200e-02 ; -7.88155e-03 ; -8.83273e-07 ; -7.79622e-03 ; 1.13844e+03 
7.71503e+01 ; -3.86211e-02 ; -7.88100e-03 ; -8.80321e-07 ; -7.79759e-03 ; 1.13944e+03 
7.71658e+01 ; -3.82864e-02 ; -7.88194e-03 ; -8.72870e-07 ; -7.79724e-03 ; 1.14044e+03 
7.71668e+01 ; -3.60994e-02 ; -7.88190e-03 ; -8.23022e-07 ; -7.79721e-03 ; 1.14146e+03 
7.71297e+01 ; -3.54707e-02 ; -7.88228e-03 ; -8.08289e-07 ; -7.79807e-03 ; 1.14247e+03 
7.71413e+01 ; -3.46017e-02 ; -7.88197e-03 ; -7.88608e-07 ; -7.79780e-03 ; 1.14347e+03 
7.71570e+01 ; -3.47733e-02 ; -7.88138e-03 ; -7.92685e-07 ; -7.79744e-03 ; 1.14448e+03 
7.71382e+01 ; -3.33621e-02 ; -7.88212e-03 ; -7.60325e-07 ; -7.79787e-03 ; 1.14548e+03 
7.71392e+01 ; -3.49110e-02 ; -7.88263e-03 ; -7.95637e-07 ; -7.79785e-03 ; 1.14649e+03 
7.71258e+01 ; -3.17376e-02 ; -7.88280e-03 ; -7.23184e-07 ; -7.79816e-03 ; 1.14749e+03 
7.71258e+01 ; -3.14180e-02 ; -7.88223e-03 ; -7.15902e-07 ; -7.79816e-03 ; 1.14850e+03 
7.70876e+01 ; -3.28758e-02 ; -7.88234e-03 ; -7.48741e-07 ; -7.79904e-03 ; 1.14950e+03 
7.71235e+01 ; -3.32279e-02 ; -7.88276e-03 ; -7.57119e-07 ; -7.79821e-03 ; 1.15049e+03 
7.70776e+01 ; -3.26295e-02 ; -7.88257e-03 ; -7.43033e-07 ; -7.79927e-03 ; 1.15152e+03 
7.71193e+01 ; -3.35592e-02 ; -7.88266e-03 ; -7.64625e-07 ; -7.79831e-03 ; 1.15253e+03 
7.71054e+01 ; -3.30149e-02 ; -7.88280e-03 ; -7.52087e-07 ; -7.79863e-03 ; 1.15355e+03 
7.71126e+01 ; -3.38645e-02 ; -7.88245e-03 ; -7.71514e-07 ; -7.79846e-03 ; 1.15455e+03 
7.70904e+01 ; -3.28968e-02 ; -7.88310e-03 ; -7.49247e-07 ; -7.79898e-03 ; 1.15555e+03 
7.71108e+01 ; -3.41109e-02 ; -7.88370e-03 ; -7.77109e-07 ; -7.79850e-03 ; 1.15655e+03 
7.70982e+01 ; -3.34723e-02 ; -7.88385e-03 ; -7.62433e-07 ; -7.79880e-03 ; 1.15755e+03 
7.70876e+01 ; -3.04537e-02 ; -7.88354e-03 ; -6.93578e-07 ; -7.79904e-03 ; 1.15857e+03 
7.70863e+01 ; -3.18122e-02 ; -7.88295e-03 ; -7.24506e-07 ; -7.79907e-03 ; 1.15958e+03 
7.70677e+01 ; -3.21251e-02 ; -7.88350e-03 ; -7.31450e-07 ; -7.79950e-03 ; 1.16060e+03 
7.70747e+01 ; -2.88909e-02 ; -7.88331e-03 ; -6.57872e-07 ; -7.79934e-03 ; 1.16161e+03 
7.70726e+01 ; -3.08450e-02 ; -7.88377e-03 ; -7.02350e-07 ; -7.79939e-03 ; 1.16261e+03 
7.70840e+01 ; -3.27835e-02 ; -7.88414e-03 ; -7.46604e-07 ; -7.79912e-03 ; 1.16362e+03 
7.70556e+01 ; -3.24427e-02 ; -7.88378e-03 ; -7.38563e-07 ; -7.79978e-03 ; 1.16464e+03 
7.70667e+01 ; -3.42716e-02 ; -7.88401e-03 ; -7.80314e-07 ; -7.79952e-03 ; 1.16564e+03 
7.70314e+01 ; -3.37181e-02 ; -7.88408e-03 ; -7.67353e-07 ; -7.80034e-03 ; 1.16664e+03 
7.70414e+01 ; -3.41830e-02 ; -7.88412e-03 ; -7.78037e-07 ; -7.80011e-03 ; 1.16766e+03 
7.70298e+01 ; -3.41179e-02 ; -7.88460e-03 ; -7.76434e-07 ; -7.80038e-03 ; 1.16867e+03 
7.70394e+01 ; -3.40394e-02 ; -7.88428e-03 ; -7.74747e-07 ; -7.80016e-03 ; 1.16968e+03 
7.70334e+01 ; -3.32379e-02 ; -7.88441e-03 ; -7.56444e-07 ; -7.80029e-03 ; 1.17070e+03 
7.70076e+01 ; -3.50906e-02 ; -7.88492e-03 ; -7.98336e-07 ; -7.80089e-03 ; 1.17171e+03 
7.70205e+01 ; -3.35772e-02 ; -7.88482e-03 ; -7.64036e-07 ; -7.80059e-03 ; 1.17271e+03 
7.70275e+01 ; -3.28587e-02 ; -7.88478e-03 ; -7.47757e-07 ; -7.80043e-03 ; 1.17372e+03 
7.70210e+01 ; -3.59073e-02 ; -7.88535e-03 ; -8.17061e-07 ; -7.80058e-03 ; 1.17474e+03 
7.70195e+01 ; -3.78640e-02 ; -7.88531e-03 ; -8.61568e-07 ; -7.80061e-03 ; 1.17575e+03 
7.69996e+01 ; -3.55603e-02 ; -7.88510e-03 ; -8.08936e-07 ; -7.80107e-03 ; 1.17674e+03 
7.70032e+01 ; -3.48986e-02 ; -7.88578e-03 ; -7.93922e-07 ; -7.80099e-03 ; 1.17776e+03 
7.69906e+01 ; -3.56634e-02 ; -7.88583e-03 ; -8.11185e-07 ; -7.80128e-03 ; 1.17874e+03 
7.69790e+01 ; -3.56985e-02 ; -7.88551e-03 ; -8.11859e-07 ; -7.80155e-03 ; 1.17977e+03 
7.69686e+01 ; -3.55143e-02 ; -7.88512e-03 ; -8.07558e-07 ; -7.80179e-03 ; 1.18077e+03 
7.69666e+01 ; -3.73316e-02 ; -7.88628e-03 ; -8.48859e-07 ; -7.80184e-03 ; 1.18177e+03 
7.69859e+01 ; -3.10832e-02 ; -7.88620e-03 ; -7.06961e-07 ; -7.80139e-03 ; 1.18277e+03 
7.69563e+01 ; -3.26053e-02 ; -7.88598e-03 ; -7.41291e-07 ; -7.80208e-03 ; 1.18378e+03 
7.69511e+01 ; -3.10814e-02 ; -7.88617e-03 ; -7.06595e-07 ; -7.80219e-03 ; 1.18478e+03 
7.69447e+01 ; -3.31496e-02 ; -7.88618e-03 ; -7.53548e-07 ; -7.80234e-03 ; 1.18578e+03 
7.69465e+01 ; -3.15731e-02 ; -7.88663e-03 ; -7.17729e-07 ; -7.80230e-03 ; 1.18677e+03 
7.69328e+01 ; -3.21589e-02 ; -7.88675e-03 ; -7.30915e-07 ; -7.80262e-03 ; 1.18781e+03 
7.69485e+01 ; -3.21560e-02 ; -7.88649e-03 ; -7.31000e-07 ; -7.80225e-03 ; 1.18880e+03 
7.69488e+01 ; -3.23637e-02 ; -7.88677e-03 ; -7.35724e-07 ; -7.80225e-03 ; 1.18981e+03 
7.69325e+01 ; -3.20923e-02 ; -7.88655e-03 ; -7.29397e-07 ; -7.80262e-03 ; 1.19082e+03 
7.69292e+01 ; -3.26702e-02 ; -7.88638e-03 ; -7.42499e-07 ; -7.80270e-03 ; 1.19182e+03 
7.69248e+01 ; -3.64256e-02 ; -7.88685e-03 ; -8.27801e-07 ; -7.80280e-03 ; 1.19284e+03 
7.69116e+01 ; -3.85305e-02 ; -7.88717e-03 ; -8.75485e-07 ; -7.80311e-03 ; 1.19384e+03 
7.69096e+01 ; -3.68116e-02 ; -7.88727e-03 ; -8.36405e-07 ; -7.80315e-03 ; 1.19484e+03 
7.68863e+01 ; -3.73601e-02 ; -7.88786e-03 ; -8.48607e-07 ; -7.80369e-03 ; 1.19584e+03 
7.68740e+01 ; -3.38515e-02 ; -7.88746e-03 ; -7.68787e-07 ; -7.80398e-03 ; 1.19684e+03 
7.68789e+01 ; -3.42244e-02 ; -7.88743e-03 ; -7.77306e-07 ; -7.80386e-03 ; 1.19784e+03 
7.68877e+01 ; -3.28998e-02 ; -7.88770e-03 ; -7.47307e-07 ; -7.80366e-03 ; 1.19885e+03 
7.68900e+01 ; -3.39880e-02 ; -7.88834e-03 ; -7.72048e-07 ; -7.80361e-03 ; 1.19987e+03 
7.68786e+01 ; -3.41107e-02 ; -7.88757e-03 ; -7.74719e-07 ; -7.80387e-03 ; 1.20087e+03 
7.68561e+01 ; -3.33642e-02 ; -7.88842e-03 ; -7.57541e-07 ; -7.80439e-03 ; 1.20188e+03 
7.68600e+01 ; -4.03101e-02 ; -7.88804e-03 ; -9.15296e-07 ; -7.80430e-03 ; 1.20290e+03 
7.68345e+01 ; -3.37515e-02 ; -7.88876e-03 ; -7.66116e-07 ; -7.80489e-03 ; 1.20391e+03 
7.68654e+01 ; -3.51418e-02 ; -7.88904e-03 ; -7.97999e-07 ; -7.80417e-03 ; 1.20491e+03 
7.68595e+01 ; -3.21555e-02 ; -7.88820e-03 ; -7.30128e-07 ; -7.80431e-03 ; 1.20591e+03 
7.68621e+01 ; -3.15897e-02 ; -7.88851e-03 ; -7.17308e-07 ; -7.80425e-03 ; 1.20692e+03 
7.68592e+01 ; -3.09037e-02 ; -7.88903e-03 ; -7.01704e-07 ; -7.80432e-03 ; 1.20792e+03 
7.68402e+01 ; -3.10898e-02 ; -7.88957e-03 ; -7.05752e-07 ; -7.80476e-03 ; 1.20892e+03 
7.68518e+01 ; -2.91446e-02 ; -7.88913e-03 ; -6.61695e-07 ; -7.80449e-03 ; 1.20992e+03 
7.68337e+01 ; -2.98031e-02 ; -7.88871e-03 ; -6.76484e-07 ; -7.80491e-03 ; 1.21093e+03 
7.68378e+01 ; -3.29648e-02 ; -7.88910e-03 ; -7.48291e-07 ; -7.80481e-03 ; 1.21195e+03 
7.68133e+01 ; -3.13883e-02 ; -7.88901e-03 ; -7.12275e-07 ; -7.80538e-03 ; 1.21295e+03 
7.68316e+01 ; -3.32858e-02 ; -7.88999e-03 ; -7.55517e-07 ; -7.80495e-03 ; 1.21396e+03 
7.68332e+01 ; -3.02343e-02 ; -7.88947e-03 ; -6.86268e-07 ; -7.80492e-03 ; 1.21496e+03 
7.68360e+01 ; -2.90813e-02 ; -7.88964e-03 ; -6.60121e-07 ; -7.80485e-03 ; 1.21598e+03 
7.68340e+01 ; -3.18517e-02 ; -7.88881e-03 ; -7.22987e-07 ; -7.80490e-03 ; 1.21698e+03 
7.68301e+01 ; -2.95295e-02 ; -7.88870e-03 ; -6.70242e-07 ; -7.80499e-03 ; 1.21799e+03 
7.68268e+01 ; -3.00003e-02 ; -7.88929e-03 ; -6.80898e-07 ; -7.80507e-03 ; 1.21899e+03 
7.68296e+01 ; -3.28879e-02 ; -7.88902e-03 ; -7.46463e-07 ; -7.80500e-03 ; 1.22001e+03 
7.68180e+01 ; -3.20616e-02 ; -7.88934e-03 ; -7.27598e-07 ; -7.80527e-03 ; 1.22101e+03 
7.68221e+01 ; -2.90458e-02 ; -7.88929e-03 ; -6.59193e-07 ; -7.80517e-03 ; 1.22202e+03 
7.68355e+01 ; -2.95113e-02 ; -7.88957e-03 ; -6.69877e-07 ; -7.80486e-03 ; 1.22302e+03 
7.68146e+01 ; -3.25301e-02 ; -7.88922e-03 ; -7.38197e-07 ; -7.80535e-03 ; 1.22402e+03 
7.68239e+01 ; -3.46519e-02 ; -7.88919e-03 ; -7.86443e-07 ; -7.80513e-03 ; 1.22504e+03 
7.67862e+01 ; -4.84763e-02 ; -7.89007e-03 ; -1.09965e-06 ; -7.80600e-03 ; 1.22606e+03 
7.67772e+01 ; -4.40618e-02 ; -7.89018e-03 ; -9.99390e-07 ; -7.80621e-03 ; 1.22706e+03 
7.67752e+01 ; -4.34828e-02 ; -7.89064e-03 ; -9.86231e-07 ; -7.80626e-03 ; 1.22804e+03 
7.67589e+01 ; -3.97949e-02 ; -7.89074e-03 ; -9.02392e-07 ; -7.80663e-03 ; 1.22907e+03 
7.67436e+01 ; -3.56026e-02 ; -7.89074e-03 ; -8.07164e-07 ; -7.80699e-03 ; 1.23007e+03 
7.67522e+01 ; -3.53184e-02 ; -7.89114e-03 ; -8.00810e-07 ; -7.80679e-03 ; 1.23109e+03 
7.67326e+01 ; -3.65641e-02 ; -7.89106e-03 ; -8.28842e-07 ; -7.80724e-03 ; 1.23209e+03 
