T[K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.14272e+02 ; 1.06637e-01 ; -2.94190e-03 ; 4.87993e-06 ; -2.84119e-03 ; 6.79159e+02 
2.14404e+02 ; 1.06918e-01 ; -2.93884e-03 ; 4.89433e-06 ; -2.83508e-03 ; 6.80174e+02 
2.14536e+02 ; 1.06254e-01 ; -2.93275e-03 ; 4.86554e-06 ; -2.82898e-03 ; 6.81185e+02 
2.14602e+02 ; 1.05922e-01 ; -2.92969e-03 ; 4.85112e-06 ; -2.82592e-03 ; 6.82200e+02 
2.14734e+02 ; 1.07460e-01 ; -2.92358e-03 ; 4.92312e-06 ; -2.81982e-03 ; 6.83217e+02 
2.14866e+02 ; 1.07111e-01 ; -2.91749e-03 ; 4.90872e-06 ; -2.81372e-03 ; 6.84215e+02 
2.14932e+02 ; 1.07721e-01 ; -2.91443e-03 ; 4.93751e-06 ; -2.81066e-03 ; 6.85231e+02 
2.15064e+02 ; 1.04860e-01 ; -2.90833e-03 ; 4.80793e-06 ; -2.80457e-03 ; 6.86229e+02 
2.15196e+02 ; 1.06083e-01 ; -2.90223e-03 ; 4.86554e-06 ; -2.79846e-03 ; 6.87245e+02 
2.15262e+02 ; 1.06379e-01 ; -2.89917e-03 ; 4.87990e-06 ; -2.79540e-03 ; 6.88244e+02 
2.15394e+02 ; 1.06972e-01 ; -2.89307e-03 ; 4.90870e-06 ; -2.78931e-03 ; 6.89260e+02 
2.15527e+02 ; 1.05369e-01 ; -2.88697e-03 ; 4.83672e-06 ; -2.78320e-03 ; 6.90274e+02 
2.15593e+02 ; 1.05665e-01 ; -2.88391e-03 ; 4.85112e-06 ; -2.78015e-03 ; 6.91288e+02 
2.15725e+02 ; 1.05004e-01 ; -2.87781e-03 ; 4.82232e-06 ; -2.77405e-03 ; 6.92302e+02 
2.15791e+02 ; 1.06241e-01 ; -2.87171e-03 ; 4.87993e-06 ; -2.77099e-03 ; 6.93316e+02 
2.15923e+02 ; 1.05893e-01 ; -2.86865e-03 ; 4.86551e-06 ; -2.76489e-03 ; 6.94333e+02 
2.16055e+02 ; 1.06172e-01 ; -2.86255e-03 ; 4.87993e-06 ; -2.75879e-03 ; 6.95334e+02 
2.16121e+02 ; 1.05528e-01 ; -2.85645e-03 ; 4.85112e-06 ; -2.75573e-03 ; 6.96347e+02 
2.16253e+02 ; 1.05807e-01 ; -2.85339e-03 ; 4.86551e-06 ; -2.74963e-03 ; 6.97364e+02 
2.16385e+02 ; 1.02956e-01 ; -2.84730e-03 ; 4.73595e-06 ; -2.74353e-03 ; 6.98378e+02 
2.16451e+02 ; 1.01688e-01 ; -2.84119e-03 ; 4.67837e-06 ; -2.74047e-03 ; 6.99394e+02 
2.16583e+02 ; 1.03220e-01 ; -2.83813e-03 ; 4.75038e-06 ; -2.73437e-03 ; 7.00385e+02 
2.16716e+02 ; 1.03186e-01 ; -2.83204e-03 ; 4.75038e-06 ; -2.72827e-03 ; 7.01401e+02 
2.16782e+02 ; 1.01919e-01 ; -2.82593e-03 ; 4.69280e-06 ; -2.72521e-03 ; 7.02417e+02 
2.16914e+02 ; 1.01573e-01 ; -2.82288e-03 ; 4.67837e-06 ; -2.71912e-03 ; 7.03417e+02 
2.16980e+02 ; 1.02806e-01 ; -2.81678e-03 ; 4.73595e-06 ; -2.71606e-03 ; 7.04417e+02 
2.17112e+02 ; 1.03085e-01 ; -2.81372e-03 ; 4.75038e-06 ; -2.70995e-03 ; 7.05420e+02 
2.17244e+02 ; 1.03676e-01 ; -2.80762e-03 ; 4.77914e-06 ; -2.70386e-03 ; 7.06418e+02 
2.17310e+02 ; 1.02098e-01 ; -2.80457e-03 ; 4.70719e-06 ; -2.70080e-03 ; 7.07436e+02 
2.17442e+02 ; 1.01753e-01 ; -2.79847e-03 ; 4.69280e-06 ; -2.69470e-03 ; 7.08434e+02 
2.17508e+02 ; 1.02673e-01 ; -2.79236e-03 ; 4.73598e-06 ; -2.69164e-03 ; 7.09436e+02 
2.17640e+02 ; 1.02015e-01 ; -2.78931e-03 ; 4.70719e-06 ; -2.68554e-03 ; 7.10436e+02 
2.17772e+02 ; 1.02917e-01 ; -2.78321e-03 ; 4.75035e-06 ; -2.67944e-03 ; 7.11450e+02 
2.17839e+02 ; 1.02589e-01 ; -2.77711e-03 ; 4.73598e-06 ; -2.67639e-03 ; 7.12465e+02 
2.17971e+02 ; 1.00374e-01 ; -2.77405e-03 ; 4.63522e-06 ; -2.67028e-03 ; 7.13477e+02 
2.18103e+02 ; 1.00340e-01 ; -2.76795e-03 ; 4.63519e-06 ; -2.66418e-03 ; 7.14494e+02 
2.18169e+02 ; 1.00638e-01 ; -2.76489e-03 ; 4.64961e-06 ; -2.66113e-03 ; 7.15492e+02 
2.18301e+02 ; 1.00303e-01 ; -2.75880e-03 ; 4.63519e-06 ; -2.65503e-03 ; 7.16493e+02 
2.18367e+02 ; 1.02784e-01 ; -2.75574e-03 ; 4.75038e-06 ; -2.65197e-03 ; 7.17506e+02 
2.18499e+02 ; 1.02761e-01 ; -2.74963e-03 ; 4.75038e-06 ; -2.64587e-03 ; 7.18522e+02 
2.18631e+02 ; 1.02738e-01 ; -2.74354e-03 ; 4.75035e-06 ; -2.63977e-03 ; 7.19537e+02 
2.18697e+02 ; 1.01482e-01 ; -2.73743e-03 ; 4.69280e-06 ; -2.63671e-03 ; 7.20553e+02 
2.18829e+02 ; 1.00214e-01 ; -2.73438e-03 ; 4.63522e-06 ; -2.63061e-03 ; 7.21568e+02 
2.18961e+02 ; 1.00191e-01 ; -2.73132e-03 ; 4.63519e-06 ; -2.62451e-03 ; 7.22579e+02 
2.19028e+02 ; 1.02047e-01 ; -2.72522e-03 ; 4.72156e-06 ; -2.62145e-03 ; 7.23578e+02 
2.19160e+02 ; 9.67363e-02 ; -2.71912e-03 ; 4.47684e-06 ; -2.61536e-03 ; 7.24584e+02 
2.19226e+02 ; 9.70371e-02 ; -2.71606e-03 ; 4.49127e-06 ; -2.61230e-03 ; 7.25585e+02 
2.19358e+02 ; 9.85695e-02 ; -2.70997e-03 ; 4.56321e-06 ; -2.60620e-03 ; 7.26603e+02 
2.19424e+02 ; 9.91809e-02 ; -2.70691e-03 ; 4.59203e-06 ; -2.60314e-03 ; 7.27618e+02 
2.19556e+02 ; 1.01024e-01 ; -2.70081e-03 ; 4.67840e-06 ; -2.59704e-03 ; 7.28621e+02 
2.19688e+02 ; 1.01001e-01 ; -2.69471e-03 ; 4.67840e-06 ; -2.59094e-03 ; 7.29618e+02 
2.19754e+02 ; 1.02232e-01 ; -2.69165e-03 ; 4.73595e-06 ; -2.58788e-03 ; 7.30633e+02 
2.19886e+02 ; 1.00345e-01 ; -2.68555e-03 ; 4.64958e-06 ; -2.58179e-03 ; 7.31646e+02 
2.20018e+02 ; 9.97024e-02 ; -2.68250e-03 ; 4.62082e-06 ; -2.57568e-03 ; 7.32660e+02 
2.20085e+02 ; 1.00002e-01 ; -2.67639e-03 ; 4.63522e-06 ; -2.57263e-03 ; 7.33679e+02 
2.20216e+02 ; 1.00289e-01 ; -2.67029e-03 ; 4.64958e-06 ; -2.56653e-03 ; 7.34677e+02 
2.20283e+02 ; 9.87264e-02 ; -2.66724e-03 ; 4.57764e-06 ; -2.56347e-03 ; 7.35692e+02 
2.20415e+02 ; 9.87043e-02 ; -2.66114e-03 ; 4.57764e-06 ; -2.55737e-03 ; 7.36709e+02 
2.20481e+02 ; 9.77622e-02 ; -2.65808e-03 ; 4.53445e-06 ; -2.55432e-03 ; 7.37694e+02 
2.20613e+02 ; 9.74295e-02 ; -2.65198e-03 ; 4.52003e-06 ; -2.54821e-03 ; 7.38712e+02 
2.20679e+02 ; 9.77288e-02 ; -2.64893e-03 ; 4.53442e-06 ; -2.54516e-03 ; 7.39715e+02 
2.20811e+02 ; 9.70866e-02 ; -2.64282e-03 ; 4.50563e-06 ; -2.53906e-03 ; 7.40699e+02 
2.20943e+02 ; 9.67547e-02 ; -2.63977e-03 ; 4.49124e-06 ; -2.53296e-03 ; 7.41715e+02 
2.21009e+02 ; 9.58137e-02 ; -2.63367e-03 ; 4.44805e-06 ; -2.52991e-03 ; 7.42714e+02 
2.21141e+02 ; 9.76529e-02 ; -2.62757e-03 ; 4.53445e-06 ; -2.52380e-03 ; 7.43745e+02 
2.21207e+02 ; 9.76419e-02 ; -2.62451e-03 ; 4.53445e-06 ; -2.52075e-03 ; 7.44742e+02 
2.21339e+02 ; 9.63798e-02 ; -2.61841e-03 ; 4.47684e-06 ; -2.51465e-03 ; 7.45759e+02 
2.21406e+02 ; 9.51295e-02 ; -2.61536e-03 ; 4.41926e-06 ; -2.51159e-03 ; 7.46758e+02 
2.21538e+02 ; 9.51088e-02 ; -2.60926e-03 ; 4.41929e-06 ; -2.50549e-03 ; 7.47770e+02 
2.21604e+02 ; 9.69561e-02 ; -2.60620e-03 ; 4.50563e-06 ; -2.50244e-03 ; 7.48786e+02 
2.21736e+02 ; 9.63150e-02 ; -2.60010e-03 ; 4.47684e-06 ; -2.49634e-03 ; 7.49785e+02 
2.21802e+02 ; 9.38275e-02 ; -2.59705e-03 ; 4.36171e-06 ; -2.49328e-03 ; 7.50816e+02 
2.21934e+02 ; 9.53538e-02 ; -2.59095e-03 ; 4.43366e-06 ; -2.48718e-03 ; 7.51831e+02 
2.22066e+02 ; 9.47140e-02 ; -2.58484e-03 ; 4.40490e-06 ; -2.48108e-03 ; 7.52832e+02 
2.22132e+02 ; 9.62508e-02 ; -2.58179e-03 ; 4.47687e-06 ; -2.47802e-03 ; 7.53846e+02 
2.22264e+02 ; 9.62286e-02 ; -2.57874e-03 ; 4.47684e-06 ; -2.47192e-03 ; 7.54847e+02 
2.22330e+02 ; 9.46715e-02 ; -2.57263e-03 ; 4.40490e-06 ; -2.46887e-03 ; 7.55864e+02 
2.22462e+02 ; 9.31036e-02 ; -2.56958e-03 ; 4.33292e-06 ; -2.46277e-03 ; 7.56877e+02 
2.22529e+02 ; 9.52581e-02 ; -2.56348e-03 ; 4.43369e-06 ; -2.45971e-03 ; 7.57878e+02 
2.22595e+02 ; 9.58653e-02 ; -2.55738e-03 ; 4.46245e-06 ; -2.45666e-03 ; 7.58878e+02 
2.22727e+02 ; 9.61530e-02 ; -2.55433e-03 ; 4.47684e-06 ; -2.45056e-03 ; 7.59879e+02 
2.22859e+02 ; 9.52041e-02 ; -2.54822e-03 ; 4.43366e-06 ; -2.44446e-03 ; 7.60895e+02 
2.22925e+02 ; 9.08669e-02 ; -2.54517e-03 ; 4.23215e-06 ; -2.44140e-03 ; 7.61909e+02 
2.23057e+02 ; 9.14645e-02 ; -2.54211e-03 ; 4.26094e-06 ; -2.43530e-03 ; 7.62909e+02 
2.23123e+02 ; 9.20716e-02 ; -2.53602e-03 ; 4.28971e-06 ; -2.43225e-03 ; 7.63908e+02 
2.23253e+02 ; 9.23598e-02 ; -2.52991e-03 ; 4.30410e-06 ; -2.42615e-03 ; 7.64925e+02 
2.23318e+02 ; 9.29671e-02 ; -2.52686e-03 ; 4.33289e-06 ; -2.42309e-03 ; 7.65942e+02 
2.23448e+02 ; 9.47990e-02 ; -2.52380e-03 ; 4.41926e-06 ; -2.41699e-03 ; 7.66943e+02 
2.23513e+02 ; 9.54058e-02 ; -2.51770e-03 ; 4.44805e-06 ; -2.41393e-03 ; 7.67940e+02 
2.23643e+02 ; 9.50763e-02 ; -2.51465e-03 ; 4.43369e-06 ; -2.40784e-03 ; 7.68948e+02 
2.23708e+02 ; 9.50650e-02 ; -2.50854e-03 ; 4.43366e-06 ; -2.40478e-03 ; 7.69948e+02 
2.23838e+02 ; 9.44270e-02 ; -2.50549e-03 ; 4.40490e-06 ; -2.39868e-03 ; 7.70961e+02 
2.23903e+02 ; 9.47243e-02 ; -2.49939e-03 ; 4.41926e-06 ; -2.39562e-03 ; 7.71965e+02 
2.24032e+02 ; 9.34697e-02 ; -2.49329e-03 ; 4.36171e-06 ; -2.38953e-03 ; 7.72980e+02 
2.24097e+02 ; 9.25332e-02 ; -2.49024e-03 ; 4.31850e-06 ; -2.38647e-03 ; 7.73982e+02 
2.24227e+02 ; 9.00460e-02 ; -2.48414e-03 ; 4.20336e-06 ; -2.38037e-03 ; 7.74997e+02 
2.24292e+02 ; 9.00358e-02 ; -2.48108e-03 ; 4.20336e-06 ; -2.37731e-03 ; 7.76012e+02 
2.24422e+02 ; 9.00156e-02 ; -2.47498e-03 ; 4.20336e-06 ; -2.37122e-03 ; 7.77011e+02 
2.24487e+02 ; 9.12377e-02 ; -2.47193e-03 ; 4.26092e-06 ; -2.36816e-03 ; 7.78025e+02 
2.24617e+02 ; 9.09090e-02 ; -2.46887e-03 ; 4.24652e-06 ; -2.36206e-03 ; 7.79040e+02 
2.24682e+02 ; 9.02831e-02 ; -2.46277e-03 ; 4.21776e-06 ; -2.35900e-03 ; 7.80055e+02 
2.24812e+02 ; 9.14950e-02 ; -2.45972e-03 ; 4.27534e-06 ; -2.35291e-03 ; 7.81053e+02 
2.24877e+02 ; 9.14847e-02 ; -2.45362e-03 ; 4.27534e-06 ; -2.34985e-03 ; 7.82077e+02 
2.25006e+02 ; 9.17721e-02 ; -2.45056e-03 ; 4.28973e-06 ; -2.34375e-03 ; 7.83092e+02 
2.25071e+02 ; 8.96062e-02 ; -2.44446e-03 ; 4.18897e-06 ; -2.34069e-03 ; 7.84105e+02 
2.25136e+02 ; 9.14434e-02 ; -2.44141e-03 ; 4.27534e-06 ; -2.33764e-03 ; 7.85119e+02 
2.25266e+02 ; 9.29619e-02 ; -2.43531e-03 ; 4.34732e-06 ; -2.33154e-03 ; 7.86116e+02 
2.25396e+02 ; 9.32481e-02 ; -2.43225e-03 ; 4.36168e-06 ; -2.32544e-03 ; 7.87133e+02 
2.25461e+02 ; 9.29304e-02 ; -2.42615e-03 ; 4.34732e-06 ; -2.32238e-03 ; 7.88147e+02 
2.25591e+02 ; 9.44477e-02 ; -2.42310e-03 ; 4.41929e-06 ; -2.31628e-03 ; 7.89164e+02 
2.25656e+02 ; 9.25908e-02 ; -2.41700e-03 ; 4.33289e-06 ; -2.31323e-03 ; 7.90180e+02 
2.25786e+02 ; 9.19554e-02 ; -2.41394e-03 ; 4.30413e-06 ; -2.30713e-03 ; 7.91190e+02 
2.25851e+02 ; 9.04074e-02 ; -2.40784e-03 ; 4.23215e-06 ; -2.30407e-03 ; 7.92189e+02 
2.25980e+02 ; 9.03870e-02 ; -2.40479e-03 ; 4.23215e-06 ; -2.29797e-03 ; 7.93204e+02 
2.26045e+02 ; 9.06836e-02 ; -2.39869e-03 ; 4.24652e-06 ; -2.29492e-03 ; 7.94219e+02 
2.26175e+02 ; 8.97411e-02 ; -2.39563e-03 ; 4.20334e-06 ; -2.28882e-03 ; 7.95221e+02 
2.26240e+02 ; 8.97316e-02 ; -2.39258e-03 ; 4.20336e-06 ; -2.28577e-03 ; 7.96236e+02 
2.26305e+02 ; 8.78778e-02 ; -2.38647e-03 ; 4.11699e-06 ; -2.28271e-03 ; 7.97235e+02 
2.26435e+02 ; 8.81652e-02 ; -2.38038e-03 ; 4.13139e-06 ; -2.27661e-03 ; 7.98253e+02 
2.26500e+02 ; 9.09190e-02 ; -2.37733e-03 ; 4.26092e-06 ; -2.27355e-03 ; 7.99253e+02 
2.26630e+02 ; 8.84418e-02 ; -2.37427e-03 ; 4.14576e-06 ; -2.26746e-03 ; 8.00268e+02 
2.26695e+02 ; 8.84324e-02 ; -2.36816e-03 ; 4.14578e-06 ; -2.26440e-03 ; 8.01284e+02 
2.26824e+02 ; 8.77984e-02 ; -2.36511e-03 ; 4.11699e-06 ; -2.25830e-03 ; 8.02292e+02 
2.26889e+02 ; 8.44120e-02 ; -2.35901e-03 ; 3.95865e-06 ; -2.25525e-03 ; 8.03308e+02 
2.26954e+02 ; 8.47093e-02 ; -2.35596e-03 ; 3.97304e-06 ; -2.25219e-03 ; 8.04321e+02 
2.27084e+02 ; 8.65307e-02 ; -2.35291e-03 ; 4.05938e-06 ; -2.24609e-03 ; 8.05321e+02 
2.27149e+02 ; 8.68277e-02 ; -2.34681e-03 ; 4.07378e-06 ; -2.24304e-03 ; 8.06337e+02 
2.27279e+02 ; 8.80350e-02 ; -2.34375e-03 ; 4.13136e-06 ; -2.23694e-03 ; 8.07339e+02 
2.27344e+02 ; 8.89452e-02 ; -2.33765e-03 ; 4.17455e-06 ; -2.23388e-03 ; 8.08339e+02 
2.27474e+02 ; 8.86184e-02 ; -2.33459e-03 ; 4.16015e-06 ; -2.22778e-03 ; 8.09340e+02 
2.27539e+02 ; 8.86083e-02 ; -2.32850e-03 ; 4.16015e-06 ; -2.22473e-03 ; 8.10355e+02 
2.27669e+02 ; 8.85889e-02 ; -2.32544e-03 ; 4.16018e-06 ; -2.21863e-03 ; 8.11355e+02 
2.27733e+02 ; 8.88853e-02 ; -2.31934e-03 ; 4.17457e-06 ; -2.21558e-03 ; 8.12369e+02 
2.27799e+02 ; 8.76488e-02 ; -2.31628e-03 ; 4.11697e-06 ; -2.21252e-03 ; 8.13372e+02 
2.27928e+02 ; 8.82417e-02 ; -2.31323e-03 ; 4.14576e-06 ; -2.20642e-03 ; 8.14370e+02 
2.27993e+02 ; 8.63941e-02 ; -2.30713e-03 ; 4.05941e-06 ; -2.20336e-03 ; 8.15388e+02 
2.28123e+02 ; 8.66803e-02 ; -2.30408e-03 ; 4.07378e-06 ; -2.19727e-03 ; 8.16375e+02 
2.28188e+02 ; 8.48325e-02 ; -2.29798e-03 ; 3.98741e-06 ; -2.19421e-03 ; 8.17391e+02 
2.28253e+02 ; 8.29849e-02 ; -2.29493e-03 ; 3.90104e-06 ; -2.19116e-03 ; 8.18392e+02 
2.28383e+02 ; 8.44956e-02 ; -2.29187e-03 ; 3.97301e-06 ; -2.18506e-03 ; 8.19394e+02 
2.28448e+02 ; 8.44854e-02 ; -2.28577e-03 ; 3.97301e-06 ; -2.18200e-03 ; 8.20395e+02 
2.28578e+02 ; 8.38535e-02 ; -2.28272e-03 ; 3.94425e-06 ; -2.17590e-03 ; 8.21409e+02 
2.28643e+02 ; 8.53727e-02 ; -2.27966e-03 ; 4.01620e-06 ; -2.17285e-03 ; 8.22422e+02 
2.28708e+02 ; 8.50570e-02 ; -2.27356e-03 ; 4.00183e-06 ; -2.16979e-03 ; 8.23438e+02 
2.28837e+02 ; 8.38123e-02 ; -2.27051e-03 ; 3.94422e-06 ; -2.16370e-03 ; 8.24436e+02 
2.28902e+02 ; 8.16618e-02 ; -2.26441e-03 ; 3.84349e-06 ; -2.16064e-03 ; 8.25450e+02 
2.28967e+02 ; 8.34868e-02 ; -2.26135e-03 ; 3.92986e-06 ; -2.15759e-03 ; 8.26453e+02 
2.29097e+02 ; 8.40781e-02 ; -2.25830e-03 ; 3.95865e-06 ; -2.15149e-03 ; 8.27468e+02 
2.29162e+02 ; 8.55964e-02 ; -2.25220e-03 ; 4.03062e-06 ; -2.14843e-03 ; 8.28470e+02 
2.29292e+02 ; 8.37413e-02 ; -2.24915e-03 ; 3.94422e-06 ; -2.14233e-03 ; 8.29472e+02 
2.29357e+02 ; 8.37318e-02 ; -2.24305e-03 ; 3.94425e-06 ; -2.13928e-03 ; 8.30475e+02 
2.29422e+02 ; 8.28044e-02 ; -2.24000e-03 ; 3.90104e-06 ; -2.13622e-03 ; 8.31458e+02 
2.29552e+02 ; 8.46172e-02 ; -2.23694e-03 ; 3.98741e-06 ; -2.13013e-03 ; 8.32486e+02 
2.29617e+02 ; 8.70511e-02 ; -2.23084e-03 ; 4.10260e-06 ; -2.12707e-03 ; 8.33486e+02 
2.29746e+02 ; 8.64187e-02 ; -2.22778e-03 ; 4.07378e-06 ; -2.12097e-03 ; 8.34500e+02 
2.29811e+02 ; 8.61028e-02 ; -2.22169e-03 ; 4.05938e-06 ; -2.11791e-03 ; 8.35516e+02 
2.29941e+02 ; 8.60820e-02 ; -2.21863e-03 ; 4.05938e-06 ; -2.11182e-03 ; 8.36531e+02 
2.30006e+02 ; 8.48513e-02 ; -2.21558e-03 ; 4.00183e-06 ; -2.10876e-03 ; 8.37525e+02 
2.30071e+02 ; 8.45358e-02 ; -2.20948e-03 ; 3.98744e-06 ; -2.10571e-03 ; 8.38539e+02 
2.30201e+02 ; 8.32948e-02 ; -2.20642e-03 ; 3.92986e-06 ; -2.09961e-03 ; 8.39553e+02 
2.30266e+02 ; 8.32847e-02 ; -2.20337e-03 ; 3.92986e-06 ; -2.09655e-03 ; 8.40569e+02 
2.30331e+02 ; 8.29696e-02 ; -2.19727e-03 ; 3.91546e-06 ; -2.09350e-03 ; 8.41582e+02 
2.30461e+02 ; 8.41693e-02 ; -2.19421e-03 ; 3.97304e-06 ; -2.08740e-03 ; 8.42594e+02 
2.30526e+02 ; 8.26339e-02 ; -2.18812e-03 ; 3.90104e-06 ; -2.08434e-03 ; 8.43609e+02 
2.30591e+02 ; 8.04902e-02 ; -2.18506e-03 ; 3.80030e-06 ; -2.08129e-03 ; 8.44608e+02 
2.30720e+02 ; 8.07749e-02 ; -2.18201e-03 ; 3.81467e-06 ; -2.07520e-03 ; 8.45609e+02 
2.30785e+02 ; 8.19842e-02 ; -2.17591e-03 ; 3.87225e-06 ; -2.07214e-03 ; 8.46611e+02 
2.30915e+02 ; 8.37931e-02 ; -2.17286e-03 ; 3.95865e-06 ; -2.06604e-03 ; 8.47610e+02 
2.30980e+02 ; 8.46963e-02 ; -2.16980e-03 ; 4.00180e-06 ; -2.06298e-03 ; 8.48626e+02 
2.31045e+02 ; 8.49906e-02 ; -2.16370e-03 ; 4.01620e-06 ; -2.05993e-03 ; 8.49639e+02 
2.31175e+02 ; 8.43609e-02 ; -2.16064e-03 ; 3.98741e-06 ; -2.05383e-03 ; 8.50655e+02 
2.31240e+02 ; 8.37422e-02 ; -2.15455e-03 ; 3.95865e-06 ; -2.05078e-03 ; 8.51654e+02 
2.31370e+02 ; 8.25041e-02 ; -2.15150e-03 ; 3.90107e-06 ; -2.04468e-03 ; 8.52657e+02 
2.31435e+02 ; 8.21896e-02 ; -2.14844e-03 ; 3.88667e-06 ; -2.04162e-03 ; 8.53658e+02 
2.31500e+02 ; 8.27878e-02 ; -2.14234e-03 ; 3.91543e-06 ; -2.03857e-03 ; 8.54656e+02 
2.31629e+02 ; 8.27677e-02 ; -2.13929e-03 ; 3.91543e-06 ; -2.03247e-03 ; 8.55672e+02 
2.31694e+02 ; 8.15411e-02 ; -2.13318e-03 ; 3.85788e-06 ; -2.02941e-03 ; 8.56673e+02 
2.31824e+02 ; 8.21291e-02 ; -2.13013e-03 ; 3.88664e-06 ; -2.02332e-03 ; 8.57686e+02 
2.31889e+02 ; 8.09025e-02 ; -2.12708e-03 ; 3.82906e-06 ; -2.02026e-03 ; 8.58700e+02 
2.31954e+02 ; 8.08927e-02 ; -2.12098e-03 ; 3.82906e-06 ; -2.01721e-03 ; 8.59702e+02 
2.32019e+02 ; 7.99712e-02 ; -2.12097e-03 ; 3.78591e-06 ; -2.01415e-03 ; 8.60715e+02 
2.32149e+02 ; 8.11671e-02 ; -2.11487e-03 ; 3.84346e-06 ; -2.00806e-03 ; 8.61731e+02 
2.32214e+02 ; 8.02453e-02 ; -2.11182e-03 ; 3.80027e-06 ; -2.00500e-03 ; 8.62730e+02 
2.32344e+02 ; 7.96186e-02 ; -2.10572e-03 ; 3.77151e-06 ; -1.99890e-03 ; 8.63747e+02 
2.32409e+02 ; 8.11276e-02 ; -2.10266e-03 ; 3.84346e-06 ; -1.99585e-03 ; 8.64747e+02 
2.32474e+02 ; 7.95986e-02 ; -2.09656e-03 ; 3.77148e-06 ; -1.99279e-03 ; 8.65762e+02 
2.32603e+02 ; 8.07948e-02 ; -2.09351e-03 ; 3.82909e-06 ; -1.98669e-03 ; 8.66764e+02 
2.32668e+02 ; 8.10886e-02 ; -2.08741e-03 ; 3.84349e-06 ; -1.98364e-03 ; 8.67763e+02 
2.32733e+02 ; 8.04709e-02 ; -2.08740e-03 ; 3.81467e-06 ; -1.98059e-03 ; 8.68765e+02 
2.32798e+02 ; 7.92471e-02 ; -2.08130e-03 ; 3.75712e-06 ; -1.97753e-03 ; 8.69785e+02 
2.32863e+02 ; 7.92374e-02 ; -2.07825e-03 ; 3.75712e-06 ; -1.97448e-03 ; 8.70799e+02 
2.32993e+02 ; 7.95211e-02 ; -2.07215e-03 ; 3.77148e-06 ; -1.96838e-03 ; 8.71816e+02 
2.33123e+02 ; 7.91982e-02 ; -2.06910e-03 ; 3.75709e-06 ; -1.96227e-03 ; 8.72815e+02 
2.33187e+02 ; 7.85824e-02 ; -2.06605e-03 ; 3.72833e-06 ; -1.95923e-03 ; 8.73814e+02 
2.33251e+02 ; 7.88756e-02 ; -2.06299e-03 ; 3.74269e-06 ; -1.95618e-03 ; 8.74829e+02 
2.33378e+02 ; 7.70371e-02 ; -2.05689e-03 ; 3.65635e-06 ; -1.95007e-03 ; 8.75861e+02 
2.33442e+02 ; 7.82408e-02 ; -2.05384e-03 ; 3.71393e-06 ; -1.94702e-03 ; 8.76860e+02 
2.33506e+02 ; 7.82306e-02 ; -2.04774e-03 ; 3.71390e-06 ; -1.94396e-03 ; 8.77874e+02 
2.33633e+02 ; 7.82115e-02 ; -2.04468e-03 ; 3.71390e-06 ; -1.93787e-03 ; 8.78887e+02 
2.33633e+02 ; 7.82115e-02 ; -2.04163e-03 ; 3.71390e-06 ; -1.93786e-03 ; 8.79899e+02 
2.33761e+02 ; 7.63740e-02 ; -2.03553e-03 ; 3.62753e-06 ; -1.93176e-03 ; 8.80916e+02 
2.33888e+02 ; 7.60529e-02 ; -2.03247e-03 ; 3.61317e-06 ; -1.92566e-03 ; 8.81917e+02 
2.33952e+02 ; 7.54371e-02 ; -2.02942e-03 ; 3.58435e-06 ; -1.92261e-03 ; 8.82918e+02 
2.34015e+02 ; 7.60343e-02 ; -2.02637e-03 ; 3.61317e-06 ; -1.91955e-03 ; 8.83918e+02 
2.34079e+02 ; 7.69331e-02 ; -2.02332e-03 ; 3.65632e-06 ; -1.91650e-03 ; 8.84911e+02 
2.34143e+02 ; 7.54100e-02 ; -2.01722e-03 ; 3.58438e-06 ; -1.91345e-03 ; 8.85926e+02 
2.34270e+02 ; 7.29694e-02 ; -2.01416e-03 ; 3.46922e-06 ; -1.90735e-03 ; 8.86956e+02 
2.34334e+02 ; 7.47763e-02 ; -2.01111e-03 ; 3.55556e-06 ; -1.90429e-03 ; 8.87972e+02 
2.34398e+02 ; 7.71888e-02 ; -2.00501e-03 ; 3.67072e-06 ; -1.90124e-03 ; 8.88971e+02 
2.34525e+02 ; 7.71705e-02 ; -2.00196e-03 ; 3.67075e-06 ; -1.89514e-03 ; 8.89987e+02 
2.34589e+02 ; 7.62533e-02 ; -1.99890e-03 ; 3.62756e-06 ; -1.89208e-03 ; 8.90987e+02 
2.34652e+02 ; 7.32184e-02 ; -1.99585e-03 ; 3.48361e-06 ; -1.88903e-03 ; 8.91988e+02 
2.34716e+02 ; 7.38139e-02 ; -1.98975e-03 ; 3.51237e-06 ; -1.88598e-03 ; 8.93006e+02 
2.34843e+02 ; 7.50056e-02 ; -1.98669e-03 ; 3.56995e-06 ; -1.87988e-03 ; 8.94008e+02 
2.34907e+02 ; 7.52989e-02 ; -1.98365e-03 ; 3.58435e-06 ; -1.87683e-03 ; 8.95009e+02 
2.34971e+02 ; 7.58950e-02 ; -1.98059e-03 ; 3.61317e-06 ; -1.87377e-03 ; 8.96013e+02 
2.35035e+02 ; 7.61880e-02 ; -1.97449e-03 ; 3.62756e-06 ; -1.87072e-03 ; 8.97010e+02 
