T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.99139e+02 ; -3.71928e-02 ; 1.21025e-03 ; -1.92804e-06 ; 1.32922e-03 ; 1.26200e+00 
2.99138e+02 ; -3.54025e-02 ; 1.20909e-03 ; -1.83523e-06 ; 1.32917e-03 ; 2.31600e+00 
2.99129e+02 ; -3.38114e-02 ; 1.20829e-03 ; -1.75274e-06 ; 1.32872e-03 ; 3.30500e+00 
2.99097e+02 ; -3.37233e-02 ; 1.20734e-03 ; -1.74813e-06 ; 1.32703e-03 ; 4.27500e+00 
2.99089e+02 ; -3.48788e-02 ; 1.20647e-03 ; -1.80802e-06 ; 1.32666e-03 ; 5.33300e+00 
2.99065e+02 ; -3.49527e-02 ; 1.20442e-03 ; -1.81181e-06 ; 1.32537e-03 ; 6.33500e+00 
2.99041e+02 ; -3.45183e-02 ; 1.20394e-03 ; -1.78926e-06 ; 1.32414e-03 ; 7.33700e+00 
2.99021e+02 ; -3.38337e-02 ; 1.20332e-03 ; -1.75375e-06 ; 1.32313e-03 ; 8.35200e+00 
2.99016e+02 ; -3.38702e-02 ; 1.20215e-03 ; -1.75564e-06 ; 1.32284e-03 ; 9.35900e+00 
2.98987e+02 ; -3.52351e-02 ; 1.20146e-03 ; -1.82635e-06 ; 1.32138e-03 ; 1.03730e+01 
2.98963e+02 ; -3.58270e-02 ; 1.20033e-03 ; -1.85699e-06 ; 1.32014e-03 ; 1.13600e+01 
2.98942e+02 ; -3.52266e-02 ; 1.19907e-03 ; -1.82584e-06 ; 1.31902e-03 ; 1.23790e+01 
2.98922e+02 ; -3.19551e-02 ; 1.19856e-03 ; -1.65625e-06 ; 1.31799e-03 ; 1.33960e+01 
2.98909e+02 ; -3.07517e-02 ; 1.19715e-03 ; -1.59386e-06 ; 1.31730e-03 ; 1.44030e+01 
2.98903e+02 ; -3.13784e-02 ; 1.19613e-03 ; -1.62633e-06 ; 1.31700e-03 ; 1.53960e+01 
2.98881e+02 ; -3.08126e-02 ; 1.19535e-03 ; -1.59698e-06 ; 1.31586e-03 ; 1.64140e+01 
2.98860e+02 ; -3.11559e-02 ; 1.19452e-03 ; -1.61475e-06 ; 1.31477e-03 ; 1.74140e+01 
2.98847e+02 ; -3.37232e-02 ; 1.19444e-03 ; -1.74779e-06 ; 1.31409e-03 ; 1.84330e+01 
2.98823e+02 ; -3.58765e-02 ; 1.19321e-03 ; -1.85935e-06 ; 1.31284e-03 ; 1.94330e+01 
2.98810e+02 ; -4.12410e-02 ; 1.19125e-03 ; -2.13736e-06 ; 1.31221e-03 ; 2.04650e+01 
2.98766e+02 ; -4.62861e-02 ; 1.19008e-03 ; -2.39875e-06 ; 1.30991e-03 ; 2.14690e+01 
2.98738e+02 ; -5.30795e-02 ; 1.18852e-03 ; -2.75075e-06 ; 1.30844e-03 ; 2.24710e+01 
2.98684e+02 ; -6.57165e-02 ; 1.18641e-03 ; -3.40551e-06 ; 1.30568e-03 ; 2.34840e+01 
2.98628e+02 ; -9.52959e-02 ; 1.18312e-03 ; -4.93813e-06 ; 1.30278e-03 ; 2.44750e+01 
2.98455e+02 ; -2.36085e-01 ; 1.17753e-03 ; -1.22321e-05 ; 1.29381e-03 ; 2.54970e+01 
2.97881e+02 ; -1.00041e+00 ; 1.15303e-03 ; -5.18046e-05 ; 1.26407e-03 ; 2.65020e+01 
2.96093e+02 ; -2.18404e+00 ; 1.07277e-03 ; -1.12859e-04 ; 1.17146e-03 ; 2.75160e+01 
2.93385e+02 ; -2.55411e+00 ; 9.63128e-04 ; -1.31564e-04 ; 1.03117e-03 ; 2.85200e+01 
2.90425e+02 ; -2.56518e+00 ; 8.32415e-04 ; -1.31682e-04 ; 8.79490e-04 ; 2.95360e+01 
2.86631e+02 ; -2.57636e+00 ; 7.02429e-04 ; -1.31711e-04 ; 6.85227e-04 ; 3.05240e+01 
2.82917e+02 ; -2.58472e+00 ; 5.91057e-04 ; -1.31655e-04 ; 4.95165e-04 ; 3.15420e+01 
2.80381e+02 ; -2.59782e+00 ; 4.60738e-04 ; -1.31995e-04 ; 3.66616e-04 ; 3.25010e+01 
2.77975e+02 ; -2.60404e+00 ; 3.29572e-04 ; -1.31997e-04 ; 2.44647e-04 ; 3.35630e+01 
2.75961e+02 ; -2.61038e+00 ; 2.17616e-04 ; -1.31998e-04 ; 1.42521e-04 ; 3.45580e+01 
2.74414e+02 ; -2.61524e+00 ; 8.74996e-05 ; -1.31999e-04 ; 6.41046e-05 ; 3.55760e+01 
