T[K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.90818e+02 ; -2.53740e+00 ; 8.19611e-04 ; -1.30315e-04 ; 8.99589e-04 ; 4.57490e+01 
2.88612e+02 ; -2.57158e+00 ; 6.91658e-04 ; -1.31735e-04 ; 7.86662e-04 ; 4.67630e+01 
2.85506e+02 ; -2.58165e+00 ; 5.60403e-04 ; -1.31835e-04 ; 6.27619e-04 ; 4.77760e+01 
2.82046e+02 ; -2.59100e+00 ; 4.48680e-04 ; -1.31863e-04 ; 4.51040e-04 ; 4.87920e+01 
2.78709e+02 ; -2.59879e+00 ; 3.19368e-04 ; -1.31830e-04 ; 2.81846e-04 ; 4.98060e+01 
2.74335e+02 ; -2.61209e+00 ; 1.88583e-04 ; -1.31827e-04 ; 6.00934e-05 ; 5.08190e+01 
2.69843e+02 ; -2.63264e+00 ; 7.61448e-05 ; -1.32159e-04 ; -1.65665e-04 ; 5.18350e+01 
2.65007e+02 ; -2.64976e+00 ; -5.44250e-05 ; -1.32160e-04 ; -4.07982e-04 ; 5.28370e+01 
2.58135e+02 ; -2.67533e+00 ; -1.66976e-04 ; -1.32158e-04 ; -7.48753e-04 ; 5.38190e+01 
2.50025e+02 ; -2.70646e+00 ; -2.97338e-04 ; -1.32153e-04 ; -1.14719e-03 ; 5.48510e+01 
2.42253e+02 ; -2.74044e+00 ; -4.28128e-04 ; -1.32151e-04 ; -1.52496e-03 ; 5.58540e+01 
2.32419e+02 ; -2.78937e+00 ; -5.40554e-04 ; -1.32150e-04 ; -1.99535e-03 ; 5.68510e+01 
2.21996e+02 ; -2.84179e+00 ; -6.71351e-04 ; -1.32148e-04 ; -2.48430e-03 ; 5.78650e+01 
2.12789e+02 ; -2.89809e+00 ; -8.01873e-04 ; -1.32146e-04 ; -2.90927e-03 ; 5.88810e+01 
2.01813e+02 ; -2.96808e+00 ; -9.32884e-04 ; -1.32145e-04 ; -3.40310e-03 ; 5.98960e+01 
1.90815e+02 ; -3.05645e+00 ; -1.04498e-03 ; -1.32142e-04 ; -3.88615e-03 ; 6.08970e+01 
1.81590e+02 ; -3.13369e+00 ; -1.17557e-03 ; -1.32139e-04 ; -4.28023e-03 ; 6.19140e+01 
1.71239e+02 ; -3.23745e+00 ; -1.30649e-03 ; -1.32137e-04 ; -4.71021e-03 ; 6.29160e+01 
1.62760e+02 ; -3.33972e+00 ; -1.41810e-03 ; -1.32134e-04 ; -5.05216e-03 ; 6.39160e+01 
1.53366e+02 ; -3.45844e+00 ; -1.54893e-03 ; -1.32130e-04 ; -5.41760e-03 ; 6.49310e+01 
1.44505e+02 ; -3.58581e+00 ; -1.68016e-03 ; -1.32128e-04 ; -5.75017e-03 ; 6.59470e+01 
1.37358e+02 ; -3.70554e+00 ; -1.79197e-03 ; -1.32124e-04 ; -6.00834e-03 ; 6.69310e+01 
1.29704e+02 ; -3.84669e+00 ; -1.92284e-03 ; -1.32123e-04 ; -6.27651e-03 ; 6.79460e+01 
1.22745e+02 ; -4.00835e+00 ; -2.03436e-03 ; -1.32122e-04 ; -6.51299e-03 ; 6.89640e+01 
1.16346e+02 ; -4.16401e+00 ; -2.16588e-03 ; -1.32119e-04 ; -6.71842e-03 ; 6.99760e+01 
1.11502e+02 ; -4.29058e+00 ; -2.29596e-03 ; -1.32117e-04 ; -6.87076e-03 ; 7.09910e+01 
1.06405e+02 ; -4.43698e+00 ; -2.42686e-03 ; -1.32117e-04 ; -7.02470e-03 ; 7.20070e+01 
1.01998e+02 ; -4.59115e+00 ; -2.53853e-03 ; -1.32115e-04 ; -7.15527e-03 ; 7.30230e+01 
9.85971e+01 ; -4.70364e+00 ; -2.66942e-03 ; -1.32116e-04 ; -7.25048e-03 ; 7.40350e+01 
9.51951e+01 ; -4.85484e+00 ; -2.80038e-03 ; -1.32112e-04 ; -7.34574e-03 ; 7.50410e+01 
9.22984e+01 ; -4.98525e+00 ; -2.91249e-03 ; -1.32109e-04 ; -7.42480e-03 ; 7.60500e+01 
9.00374e+01 ; -5.08073e+00 ; -3.04280e-03 ; -1.32108e-04 ; -7.48268e-03 ; 7.70490e+01 
8.78252e+01 ; -5.17951e+00 ; -3.17349e-03 ; -1.32107e-04 ; -7.53931e-03 ; 7.80620e+01 
8.59773e+01 ; -5.28793e+00 ; -3.28501e-03 ; -1.32105e-04 ; -7.58662e-03 ; 7.90770e+01 
8.46494e+01 ; -5.36582e+00 ; -3.41650e-03 ; -1.32103e-04 ; -7.62061e-03 ; 8.00920e+01 
8.33491e+01 ; -5.44205e+00 ; -3.54675e-03 ; -1.32101e-04 ; -7.65390e-03 ; 8.11080e+01 
8.21899e+01 ; -5.50457e+00 ; -3.65855e-03 ; -1.32100e-04 ; -7.68118e-03 ; 8.21210e+01 
8.13198e+01 ; -5.55067e+00 ; -3.78934e-03 ; -1.32100e-04 ; -7.70128e-03 ; 8.31370e+01 
8.04559e+01 ; -5.59642e+00 ; -3.91948e-03 ; -1.32099e-04 ; -7.72123e-03 ; 8.41520e+01 
7.97536e+01 ; -5.63346e+00 ; -4.05073e-03 ; -1.32095e-04 ; -7.73746e-03 ; 8.51660e+01 
7.91542e+01 ; -5.66511e+00 ; -4.16209e-03 ; -1.32093e-04 ; -7.75130e-03 ; 8.61820e+01 
7.87184e+01 ; -5.68818e+00 ; -4.29290e-03 ; -1.32092e-04 ; -7.76137e-03 ; 8.71810e+01 
7.82658e+01 ; -5.71205e+00 ; -4.40522e-03 ; -1.32090e-04 ; -7.77183e-03 ; 8.81810e+01 
7.79528e+01 ; -5.73330e+00 ; -4.53562e-03 ; -1.32089e-04 ; -7.77906e-03 ; 8.91980e+01 
7.76230e+01 ; -5.75854e+00 ; -4.66643e-03 ; -1.32087e-04 ; -7.78667e-03 ; 9.02120e+01 
7.73689e+01 ; -5.77806e+00 ; -4.79701e-03 ; -1.32086e-04 ; -7.79254e-03 ; 9.12270e+01 
7.71624e+01 ; -5.79401e+00 ; -4.90888e-03 ; -1.32089e-04 ; -7.79731e-03 ; 9.22410e+01 
7.70053e+01 ; -5.80597e+00 ; -5.03979e-03 ; -1.32086e-04 ; -7.80094e-03 ; 9.32550e+01 
7.68381e+01 ; -5.81886e+00 ; -5.16995e-03 ; -1.32087e-04 ; -7.80480e-03 ; 9.42700e+01 
7.67024e+01 ; -5.82924e+00 ; -5.28185e-03 ; -1.32086e-04 ; -7.80794e-03 ; 9.52850e+01 
7.65839e+01 ; -5.83815e+00 ; -5.41248e-03 ; -1.32081e-04 ; -7.81068e-03 ; 9.63000e+01 
7.64805e+01 ; -5.84607e+00 ; -5.54351e-03 ; -1.32081e-04 ; -7.81307e-03 ; 9.73160e+01 
7.63956e+01 ; -5.85254e+00 ; -5.65551e-03 ; -1.32079e-04 ; -7.81503e-03 ; 9.83160e+01 
7.63357e+01 ; -5.85706e+00 ; -5.78572e-03 ; -1.32078e-04 ; -7.81641e-03 ; 9.93310e+01 
7.62630e+01 ; -5.86260e+00 ; -5.91676e-03 ; -1.32077e-04 ; -7.81809e-03 ; 1.00345e+02 
7.62266e+01 ; -5.86542e+00 ; -6.02810e-03 ; -1.32077e-04 ; -7.81893e-03 ; 1.01360e+02 
7.61912e+01 ; -5.86801e+00 ; -6.15902e-03 ; -1.32074e-04 ; -7.81975e-03 ; 1.02357e+02 
7.61533e+01 ; -5.87088e+00 ; -6.28960e-03 ; -1.32073e-04 ; -7.82062e-03 ; 1.03364e+02 
7.61396e+01 ; -5.87198e+00 ; -6.40143e-03 ; -1.32074e-04 ; -7.82094e-03 ; 1.04378e+02 
7.61066e+01 ; -5.87436e+00 ; -6.53184e-03 ; -1.32071e-04 ; -7.82170e-03 ; 1.05392e+02 
7.60831e+01 ; -5.87620e+00 ; -6.66228e-03 ; -1.32072e-04 ; -7.82225e-03 ; 1.06408e+02 
7.60847e+01 ; -5.87600e+00 ; -6.77409e-03 ; -1.32070e-04 ; -7.82221e-03 ; 1.07406e+02 
7.60630e+01 ; -5.87757e+00 ; -6.90496e-03 ; -1.32068e-04 ; -7.82271e-03 ; 1.08425e+02 
7.60413e+01 ; -5.87909e+00 ; -7.03558e-03 ; -1.32064e-04 ; -7.82321e-03 ; 1.09422e+02 
7.60212e+01 ; -5.88087e+00 ; -7.14752e-03 ; -1.32070e-04 ; -7.82368e-03 ; 1.10437e+02 
7.60235e+01 ; -5.88059e+00 ; -7.27781e-03 ; -1.32067e-04 ; -7.82362e-03 ; 1.11439e+02 
7.60083e+01 ; -5.88176e+00 ; -7.40853e-03 ; -1.32067e-04 ; -7.82397e-03 ; 1.12436e+02 
7.59946e+01 ; -5.88279e+00 ; -7.52040e-03 ; -1.32067e-04 ; -7.82429e-03 ; 1.13453e+02 
7.59755e+01 ; -5.88409e+00 ; -7.65114e-03 ; -1.32063e-04 ; -7.82473e-03 ; 1.14465e+02 
7.59425e+01 ; -5.88654e+00 ; -7.78179e-03 ; -1.32061e-04 ; -7.82549e-03 ; 1.15481e+02 
7.58274e+01 ; -4.70427e+00 ; -7.89272e-03 ; -1.05379e-04 ; -7.82815e-03 ; 1.16496e+02 
7.52873e+01 ; -5.94274e-01 ; -7.92379e-03 ; -1.32192e-05 ; -7.84063e-03 ; 1.17512e+02 
7.49246e+01 ; -3.53546e-01 ; -7.93300e-03 ; -7.82761e-06 ; -7.84901e-03 ; 1.18526e+02 
7.47217e+01 ; -2.29524e-01 ; -7.93740e-03 ; -5.06847e-06 ; -7.85369e-03 ; 1.19526e+02 
7.46384e+01 ; -1.43495e-01 ; -7.94032e-03 ; -3.16534e-06 ; -7.85562e-03 ; 1.20528e+02 
7.45938e+01 ; -1.00195e-01 ; -7.94234e-03 ; -2.20894e-06 ; -7.85665e-03 ; 1.21528e+02 
7.45207e+01 ; -7.20280e-02 ; -7.94240e-03 ; -1.58647e-06 ; -7.85834e-03 ; 1.22529e+02 
7.45197e+01 ; -5.49941e-02 ; -7.94342e-03 ; -1.21127e-06 ; -7.85836e-03 ; 1.23544e+02 
7.45192e+01 ; -4.57219e-02 ; -7.94287e-03 ; -1.00704e-06 ; -7.85837e-03 ; 1.24559e+02 
7.44970e+01 ; -4.00720e-02 ; -7.94318e-03 ; -8.82345e-07 ; -7.85888e-03 ; 1.25560e+02 
7.44986e+01 ; -3.86092e-02 ; -7.94316e-03 ; -8.50153e-07 ; -7.85885e-03 ; 1.26576e+02 
7.45502e+01 ; -3.63787e-02 ; -7.94297e-03 ; -8.01570e-07 ; -7.85766e-03 ; 1.27590e+02 
7.45357e+01 ; -3.50876e-02 ; -7.94296e-03 ; -7.72976e-07 ; -7.85799e-03 ; 1.28606e+02 
7.45561e+01 ; -3.52340e-02 ; -7.94286e-03 ; -7.76407e-07 ; -7.85752e-03 ; 1.29620e+02 
7.45486e+01 ; -3.52898e-02 ; -7.94237e-03 ; -7.77559e-07 ; -7.85769e-03 ; 1.30634e+02 
7.45468e+01 ; -3.37797e-02 ; -7.94285e-03 ; -7.44271e-07 ; -7.85773e-03 ; 1.31651e+02 
7.45628e+01 ; -3.46301e-02 ; -7.94209e-03 ; -7.63164e-07 ; -7.85736e-03 ; 1.32634e+02 
7.45324e+01 ; -3.29359e-02 ; -7.94197e-03 ; -7.25545e-07 ; -7.85807e-03 ; 1.33660e+02 
7.45633e+01 ; -3.38695e-02 ; -7.94165e-03 ; -7.46408e-07 ; -7.85735e-03 ; 1.34655e+02 
7.45855e+01 ; -3.14009e-02 ; -7.94114e-03 ; -6.92201e-07 ; -7.85684e-03 ; 1.35684e+02 
7.45747e+01 ; -3.14244e-02 ; -7.94153e-03 ; -6.92623e-07 ; -7.85709e-03 ; 1.36684e+02 
7.46211e+01 ; -4.48386e-02 ; -7.94209e-03 ; -9.88875e-07 ; -7.85602e-03 ; 1.37696e+02 
7.46157e+01 ; -1.41121e-02 ; -7.94213e-03 ; -3.11208e-07 ; -7.85614e-03 ; 1.38711e+02 
7.46136e+01 ; 3.97698e-02 ; -7.94083e-03 ; 8.77003e-07 ; -7.85619e-03 ; 1.39727e+02 
7.47958e+01 ; 1.79879e-01 ; -7.93804e-03 ; 3.97597e-06 ; -7.85198e-03 ; 1.40728e+02 
7.50801e+01 ; 3.48568e-01 ; -7.93164e-03 ; 7.73289e-06 ; -7.84541e-03 ; 1.41726e+02 
7.54659e+01 ; 3.63349e-01 ; -7.92285e-03 ; 8.10114e-06 ; -7.83650e-03 ; 1.42728e+02 
7.58277e+01 ; 3.85112e-01 ; -7.91606e-03 ; 8.62684e-06 ; -7.82815e-03 ; 1.43732e+02 
7.61946e+01 ; 4.04938e-01 ; -7.90603e-03 ; 9.11453e-06 ; -7.81967e-03 ; 1.44748e+02 
7.66162e+01 ; 4.50831e-01 ; -7.89666e-03 ; 1.02039e-05 ; -7.80993e-03 ; 1.45746e+02 
7.72066e+01 ; 6.04213e-01 ; -7.88622e-03 ; 1.37826e-05 ; -7.79629e-03 ; 1.46761e+02 
7.78300e+01 ; 7.34760e-01 ; -7.87010e-03 ; 1.69003e-05 ; -7.78189e-03 ; 1.47761e+02 
7.85818e+01 ; 7.89154e-01 ; -7.85257e-03 ; 1.83027e-05 ; -7.76452e-03 ; 1.48775e+02 
7.94548e+01 ; 8.16571e-01 ; -7.83658e-03 ; 1.90936e-05 ; -7.74436e-03 ; 1.49789e+02 
8.01463e+01 ; 8.17104e-01 ; -7.81651e-03 ; 1.92308e-05 ; -7.72839e-03 ; 1.50805e+02 
8.09821e+01 ; 8.12110e-01 ; -7.79780e-03 ; 1.92652e-05 ; -7.70908e-03 ; 1.51803e+02 
8.18379e+01 ; 8.00815e-01 ; -7.78130e-03 ; 1.91532e-05 ; -7.68931e-03 ; 1.52811e+02 
8.25625e+01 ; 7.89051e-01 ; -7.76215e-03 ; 1.90039e-05 ; -7.67257e-03 ; 1.53824e+02 
8.33365e+01 ; 7.77108e-01 ; -7.74281e-03 ; 1.88610e-05 ; -7.65423e-03 ; 1.54840e+02 
8.40531e+01 ; 7.64663e-01 ; -7.72723e-03 ; 1.87035e-05 ; -7.63588e-03 ; 1.55832e+02 
8.46785e+01 ; 7.52720e-01 ; -7.70848e-03 ; 1.85374e-05 ; -7.61987e-03 ; 1.56848e+02 
8.53973e+01 ; 7.48957e-01 ; -7.68945e-03 ; 1.85910e-05 ; -7.60147e-03 ; 1.57847e+02 
8.61780e+01 ; 7.44604e-01 ; -7.67364e-03 ; 1.86435e-05 ; -7.58148e-03 ; 1.58863e+02 
8.67870e+01 ; 7.40377e-01 ; -7.65499e-03 ; 1.86642e-05 ; -7.56589e-03 ; 1.59864e+02 
8.75247e+01 ; 7.35279e-01 ; -7.63935e-03 ; 1.86902e-05 ; -7.54701e-03 ; 1.60864e+02 
8.81603e+01 ; 7.28544e-01 ; -7.61985e-03 ; 1.86523e-05 ; -7.53074e-03 ; 1.61872e+02 
8.88988e+01 ; 7.24595e-01 ; -7.60205e-03 ; 1.86641e-05 ; -7.51183e-03 ; 1.62874e+02 
8.96080e+01 ; 7.19446e-01 ; -7.58561e-03 ; 1.86403e-05 ; -7.49367e-03 ; 1.63872e+02 
9.02222e+01 ; 7.16242e-01 ; -7.56731e-03 ; 1.86523e-05 ; -7.47795e-03 ; 1.64901e+02 
9.09801e+01 ; 7.11319e-01 ; -7.54846e-03 ; 1.86417e-05 ; -7.45855e-03 ; 1.65919e+02 
9.16895e+01 ; 7.06824e-01 ; -7.53222e-03 ; 1.86347e-05 ; -7.44039e-03 ; 1.66920e+02 
9.24490e+01 ; 7.03006e-01 ; -7.51429e-03 ; 1.86535e-05 ; -7.42095e-03 ; 1.67937e+02 
9.30746e+01 ; 6.97256e-01 ; -7.49461e-03 ; 1.85997e-05 ; -7.40493e-03 ; 1.68937e+02 
9.37204e+01 ; 6.92931e-01 ; -7.47995e-03 ; 1.85953e-05 ; -7.38703e-03 ; 1.69937e+02 
9.42896e+01 ; 6.88007e-01 ; -7.46009e-03 ; 1.85623e-05 ; -7.37109e-03 ; 1.70924e+02 
9.49721e+01 ; 6.84031e-01 ; -7.44171e-03 ; 1.85747e-05 ; -7.35198e-03 ; 1.71941e+02 
9.56324e+01 ; 6.76977e-01 ; -7.42620e-03 ; 1.84992e-05 ; -7.33349e-03 ; 1.72932e+02 
9.62144e+01 ; 6.70010e-01 ; -7.40713e-03 ; 1.84112e-05 ; -7.31720e-03 ; 1.73946e+02 
9.68732e+01 ; 6.65769e-01 ; -7.38910e-03 ; 1.84113e-05 ; -7.29875e-03 ; 1.74960e+02 
9.75261e+01 ; 6.60896e-01 ; -7.37331e-03 ; 1.83927e-05 ; -7.28047e-03 ; 1.75975e+02 
9.80879e+01 ; 6.56594e-01 ; -7.35464e-03 ; 1.83735e-05 ; -7.26474e-03 ; 1.76988e+02 
9.87510e+01 ; 6.53310e-01 ; -7.33656e-03 ; 1.83701e-05 ; -7.24617e-03 ; 1.77989e+02 
9.94020e+01 ; 6.49020e-01 ; -7.32065e-03 ; 1.83334e-05 ; -7.22795e-03 ; 1.79005e+02 
9.99822e+01 ; 6.45272e-01 ; -7.30243e-03 ; 1.83027e-05 ; -7.21170e-03 ; 1.80019e+02 
1.00627e+02 ; 6.40286e-01 ; -7.28438e-03 ; 1.82448e-05 ; -7.19363e-03 ; 1.81034e+02 
1.01289e+02 ; 6.37086e-01 ; -7.26846e-03 ; 1.82397e-05 ; -7.17511e-03 ; 1.82050e+02 
1.01858e+02 ; 6.33591e-01 ; -7.25032e-03 ; 1.82139e-05 ; -7.15918e-03 ; 1.83049e+02 
1.02498e+02 ; 6.29458e-01 ; -7.23188e-03 ; 1.81789e-05 ; -7.14124e-03 ; 1.84048e+02 
1.03145e+02 ; 6.23198e-01 ; -7.21638e-03 ; 1.80827e-05 ; -7.12314e-03 ; 1.85081e+02 
1.03669e+02 ; 6.21716e-01 ; -7.19854e-03 ; 1.81139e-05 ; -7.10734e-03 ; 1.86081e+02 
1.04274e+02 ; 6.17089e-01 ; -7.18007e-03 ; 1.80652e-05 ; -7.08904e-03 ; 1.87097e+02 
1.04874e+02 ; 6.13066e-01 ; -7.16493e-03 ; 1.80329e-05 ; -7.07092e-03 ; 1.88082e+02 
1.05392e+02 ; 6.11372e-01 ; -7.14682e-03 ; 1.80574e-05 ; -7.05528e-03 ; 1.89112e+02 
1.05992e+02 ; 6.07819e-01 ; -7.12878e-03 ; 1.80388e-05 ; -7.03716e-03 ; 1.90127e+02 
1.06577e+02 ; 6.01745e-01 ; -7.11306e-03 ; 1.79426e-05 ; -7.01950e-03 ; 1.91144e+02 
1.07096e+02 ; 5.98370e-01 ; -7.09549e-03 ; 1.79168e-05 ; -7.00383e-03 ; 1.92144e+02 
1.07697e+02 ; 5.93522e-01 ; -7.07733e-03 ; 1.78583e-05 ; -6.98569e-03 ; 1.93158e+02 
1.08283e+02 ; 5.90798e-01 ; -7.06261e-03 ; 1.78558e-05 ; -6.96798e-03 ; 1.94174e+02 
1.08797e+02 ; 5.86533e-01 ; -7.04442e-03 ; 1.77793e-05 ; -6.95245e-03 ; 1.95156e+02 
1.09375e+02 ; 5.83154e-01 ; -7.02684e-03 ; 1.77360e-05 ; -6.93499e-03 ; 1.96176e+02 
1.09960e+02 ; 5.79933e-01 ; -7.01169e-03 ; 1.76978e-05 ; -6.91733e-03 ; 1.97192e+02 
1.10475e+02 ; 5.76703e-01 ; -6.99363e-03 ; 1.76520e-05 ; -6.90178e-03 ; 1.98192e+02 
1.11063e+02 ; 5.74901e-01 ; -6.97638e-03 ; 1.76572e-05 ; -6.88401e-03 ; 1.99207e+02 
1.11639e+02 ; 5.71259e-01 ; -6.96089e-03 ; 1.76045e-05 ; -6.86663e-03 ; 2.00221e+02 
1.12148e+02 ; 5.67291e-01 ; -6.94326e-03 ; 1.75344e-05 ; -6.85127e-03 ; 2.01234e+02 
1.12716e+02 ; 5.63380e-01 ; -6.92622e-03 ; 1.74718e-05 ; -6.83411e-03 ; 2.02250e+02 
1.13284e+02 ; 5.61951e-01 ; -6.91080e-03 ; 1.74869e-05 ; -6.81670e-03 ; 2.03249e+02 
1.13760e+02 ; 5.58828e-01 ; -6.89325e-03 ; 1.74419e-05 ; -6.80143e-03 ; 2.04264e+02 
1.14310e+02 ; 5.53836e-01 ; -6.87579e-03 ; 1.73463e-05 ; -6.78376e-03 ; 2.05278e+02 
1.14856e+02 ; 5.51722e-01 ; -6.85848e-03 ; 1.73399e-05 ; -6.76625e-03 ; 2.06294e+02 
1.15328e+02 ; 5.47872e-01 ; -6.84397e-03 ; 1.72707e-05 ; -6.75110e-03 ; 2.07294e+02 
1.15862e+02 ; 5.46370e-01 ; -6.82641e-03 ; 1.72821e-05 ; -6.73394e-03 ; 2.08308e+02 
1.16403e+02 ; 5.43530e-01 ; -6.81161e-03 ; 1.72519e-05 ; -6.71657e-03 ; 2.09307e+02 
1.16860e+02 ; 5.40081e-01 ; -6.79429e-03 ; 1.71928e-05 ; -6.70191e-03 ; 2.10323e+02 
1.17399e+02 ; 5.35617e-01 ; -6.77714e-03 ; 1.71100e-05 ; -6.68461e-03 ; 2.11324e+02 
1.17916e+02 ; 5.33324e-01 ; -6.76284e-03 ; 1.70938e-05 ; -6.66801e-03 ; 2.12326e+02 
1.18384e+02 ; 5.26144e-01 ; -6.74552e-03 ; 1.69117e-05 ; -6.65300e-03 ; 2.13324e+02 
1.18915e+02 ; 5.25921e-01 ; -6.72848e-03 ; 1.69558e-05 ; -6.63596e-03 ; 2.14323e+02 
1.19442e+02 ; 5.22173e-01 ; -6.71442e-03 ; 1.68859e-05 ; -6.61901e-03 ; 2.15338e+02 
1.19902e+02 ; 5.20870e-01 ; -6.69726e-03 ; 1.68882e-05 ; -6.60425e-03 ; 2.16353e+02 
1.20418e+02 ; 5.18733e-01 ; -6.68055e-03 ; 1.68690e-05 ; -6.58769e-03 ; 2.17368e+02 
1.20958e+02 ; 5.13694e-01 ; -6.66591e-03 ; 1.67572e-05 ; -6.57036e-03 ; 2.18383e+02 
