T[K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.17896e+02 ; 1.04113e-01 ; -2.78051e-03 ; 4.80700e-06 ; -2.67373e-03 ; 6.68766e+02 
2.18010e+02 ; 1.03668e-01 ; -2.77400e-03 ; 4.78780e-06 ; -2.66847e-03 ; 6.69782e+02 
2.18124e+02 ; 1.03011e-01 ; -2.76958e-03 ; 4.75881e-06 ; -2.66322e-03 ; 6.70797e+02 
2.18242e+02 ; 1.02731e-01 ; -2.76512e-03 ; 4.74689e-06 ; -2.65774e-03 ; 6.71811e+02 
2.18332e+02 ; 1.02930e-01 ; -2.75978e-03 ; 4.75682e-06 ; -2.65359e-03 ; 6.72827e+02 
2.18447e+02 ; 1.04215e-01 ; -2.75462e-03 ; 4.81715e-06 ; -2.64827e-03 ; 6.73844e+02 
2.18565e+02 ; 1.03131e-01 ; -2.75062e-03 ; 4.76798e-06 ; -2.64280e-03 ; 6.74843e+02 
2.18655e+02 ; 1.03523e-01 ; -2.74493e-03 ; 4.78684e-06 ; -2.63867e-03 ; 6.75845e+02 
2.18778e+02 ; 1.03942e-01 ; -2.73992e-03 ; 4.80723e-06 ; -2.63298e-03 ; 6.76842e+02 
2.18890e+02 ; 1.03072e-01 ; -2.73518e-03 ; 4.76789e-06 ; -2.62781e-03 ; 6.77860e+02 
2.18984e+02 ; 1.03453e-01 ; -2.73048e-03 ; 4.78625e-06 ; -2.62346e-03 ; 6.78873e+02 
2.19103e+02 ; 1.03120e-01 ; -2.72471e-03 ; 4.77180e-06 ; -2.61797e-03 ; 6.79889e+02 
2.19224e+02 ; 1.02707e-01 ; -2.72031e-03 ; 4.75370e-06 ; -2.61238e-03 ; 6.80890e+02 
2.19312e+02 ; 1.02455e-01 ; -2.71487e-03 ; 4.74273e-06 ; -2.60831e-03 ; 6.81903e+02 
2.19421e+02 ; 1.02638e-01 ; -2.71003e-03 ; 4.75206e-06 ; -2.60329e-03 ; 6.82919e+02 
2.19536e+02 ; 1.02211e-01 ; -2.70531e-03 ; 4.73320e-06 ; -2.59798e-03 ; 6.83920e+02 
2.19635e+02 ; 1.02131e-01 ; -2.70020e-03 ; 4.73030e-06 ; -2.59342e-03 ; 6.84918e+02 
2.19744e+02 ; 1.02328e-01 ; -2.69508e-03 ; 4.74028e-06 ; -2.58836e-03 ; 6.85933e+02 
2.19864e+02 ; 1.02266e-01 ; -2.69043e-03 ; 4.73837e-06 ; -2.58284e-03 ; 6.86947e+02 
2.19957e+02 ; 1.01283e-01 ; -2.68545e-03 ; 4.69358e-06 ; -2.57854e-03 ; 6.87963e+02 
2.20075e+02 ; 1.01727e-01 ; -2.68038e-03 ; 4.71509e-06 ; -2.57306e-03 ; 6.88962e+02 
2.20164e+02 ; 1.01075e-01 ; -2.67588e-03 ; 4.68557e-06 ; -2.56897e-03 ; 6.89962e+02 
2.20285e+02 ; 1.00252e-01 ; -2.67044e-03 ; 4.64837e-06 ; -2.56336e-03 ; 6.90978e+02 
2.20394e+02 ; 9.94638e-02 ; -2.66526e-03 ; 4.61270e-06 ; -2.55832e-03 ; 6.91992e+02 
2.20496e+02 ; 9.96333e-02 ; -2.66088e-03 ; 4.62136e-06 ; -2.55361e-03 ; 6.93000e+02 
2.20599e+02 ; 9.97535e-02 ; -2.65592e-03 ; 4.62774e-06 ; -2.54886e-03 ; 6.94014e+02 
2.20706e+02 ; 1.00181e-01 ; -2.65116e-03 ; 4.64840e-06 ; -2.54391e-03 ; 6.95027e+02 
2.20826e+02 ; 9.89246e-02 ; -2.64667e-03 ; 4.59105e-06 ; -2.53837e-03 ; 6.96027e+02 
2.20926e+02 ; 9.92179e-02 ; -2.64119e-03 ; 4.60544e-06 ; -2.53375e-03 ; 6.97041e+02 
2.21022e+02 ; 9.86810e-02 ; -2.63670e-03 ; 4.58126e-06 ; -2.52933e-03 ; 6.98057e+02 
2.21133e+02 ; 9.82840e-02 ; -2.63188e-03 ; 4.56369e-06 ; -2.52420e-03 ; 6.99072e+02 
2.21216e+02 ; 9.86255e-02 ; -2.62712e-03 ; 4.58019e-06 ; -2.52037e-03 ; 7.00085e+02 
2.21327e+02 ; 9.81892e-02 ; -2.62231e-03 ; 4.56080e-06 ; -2.51521e-03 ; 7.01101e+02 
2.21434e+02 ; 9.81872e-02 ; -2.61759e-03 ; 4.56153e-06 ; -2.51029e-03 ; 7.02099e+02 
2.21534e+02 ; 9.74813e-02 ; -2.61261e-03 ; 4.52950e-06 ; -2.50565e-03 ; 7.03115e+02 
2.21641e+02 ; 9.79657e-02 ; -2.60765e-03 ; 4.55284e-06 ; -2.50069e-03 ; 7.04129e+02 
2.21750e+02 ; 9.72696e-02 ; -2.60385e-03 ; 4.52132e-06 ; -2.49569e-03 ; 7.05146e+02 
2.21838e+02 ; 9.71710e-02 ; -2.59889e-03 ; 4.51741e-06 ; -2.49161e-03 ; 7.06146e+02 
2.21955e+02 ; 9.71747e-02 ; -2.59333e-03 ; 4.51848e-06 ; -2.48623e-03 ; 7.07129e+02 
2.22059e+02 ; 9.60263e-02 ; -2.58898e-03 ; 4.46588e-06 ; -2.48140e-03 ; 7.08153e+02 
2.22155e+02 ; 9.66296e-02 ; -2.58462e-03 ; 4.49467e-06 ; -2.47695e-03 ; 7.09153e+02 
2.22255e+02 ; 9.59732e-02 ; -2.57955e-03 ; 4.46489e-06 ; -2.47234e-03 ; 7.10168e+02 
2.22366e+02 ; 9.66331e-02 ; -2.57555e-03 ; 4.49644e-06 ; -2.46722e-03 ; 7.11184e+02 
2.22456e+02 ; 9.62214e-02 ; -2.57030e-03 ; 4.47797e-06 ; -2.46307e-03 ; 7.12185e+02 
2.22570e+02 ; 9.63024e-02 ; -2.56523e-03 ; 4.48261e-06 ; -2.45779e-03 ; 7.13189e+02 
2.22676e+02 ; 9.67482e-02 ; -2.56149e-03 ; 4.50417e-06 ; -2.45288e-03 ; 7.14190e+02 
2.22773e+02 ; 9.59322e-02 ; -2.55612e-03 ; 4.46692e-06 ; -2.44841e-03 ; 7.15205e+02 
2.22865e+02 ; 9.56377e-02 ; -2.55078e-03 ; 4.45390e-06 ; -2.44418e-03 ; 7.16222e+02 
2.22970e+02 ; 9.51118e-02 ; -2.54738e-03 ; 4.43020e-06 ; -2.43932e-03 ; 7.17223e+02 
2.23068e+02 ; 9.44472e-02 ; -2.54260e-03 ; 4.39998e-06 ; -2.43481e-03 ; 7.18208e+02 
2.23170e+02 ; 9.56291e-02 ; -2.53789e-03 ; 4.45581e-06 ; -2.43006e-03 ; 7.19222e+02 
2.23263e+02 ; 9.45260e-02 ; -2.53314e-03 ; 4.40512e-06 ; -2.42571e-03 ; 7.20236e+02 
2.23372e+02 ; 9.37341e-02 ; -2.52790e-03 ; 4.36905e-06 ; -2.42056e-03 ; 7.21266e+02 
2.23472e+02 ; 9.43790e-02 ; -2.52267e-03 ; 4.39986e-06 ; -2.41588e-03 ; 7.22282e+02 
2.23573e+02 ; 9.23545e-02 ; -2.51905e-03 ; 4.30624e-06 ; -2.41113e-03 ; 7.23298e+02 
2.23666e+02 ; 9.29274e-02 ; -2.51425e-03 ; 4.33365e-06 ; -2.40675e-03 ; 7.24298e+02 
2.23768e+02 ; 9.28175e-02 ; -2.50961e-03 ; 4.32929e-06 ; -2.40195e-03 ; 7.25314e+02 
2.23868e+02 ; 9.31577e-02 ; -2.50539e-03 ; 4.34591e-06 ; -2.39726e-03 ; 7.26306e+02 
2.23953e+02 ; 9.35513e-02 ; -2.50053e-03 ; 4.36492e-06 ; -2.39328e-03 ; 7.27322e+02 
2.24058e+02 ; 9.35994e-02 ; -2.49565e-03 ; 4.36795e-06 ; -2.38834e-03 ; 7.28322e+02 
2.24152e+02 ; 9.28250e-02 ; -2.49165e-03 ; 4.33253e-06 ; -2.38389e-03 ; 7.29323e+02 
2.24251e+02 ; 9.27995e-02 ; -2.48662e-03 ; 4.33208e-06 ; -2.37926e-03 ; 7.30324e+02 
2.24355e+02 ; 9.33115e-02 ; -2.48255e-03 ; 4.35676e-06 ; -2.37437e-03 ; 7.31324e+02 
2.24437e+02 ; 9.31139e-02 ; -2.47778e-03 ; 4.34816e-06 ; -2.37049e-03 ; 7.32340e+02 
2.24544e+02 ; 9.25092e-02 ; -2.47279e-03 ; 4.32072e-06 ; -2.36549e-03 ; 7.33338e+02 
2.24643e+02 ; 9.19666e-02 ; -2.46896e-03 ; 4.29612e-06 ; -2.36083e-03 ; 7.34354e+02 
2.24729e+02 ; 9.23705e-02 ; -2.46426e-03 ; 4.31563e-06 ; -2.35680e-03 ; 7.35368e+02 
2.24835e+02 ; 9.26212e-02 ; -2.45970e-03 ; 4.32814e-06 ; -2.35180e-03 ; 7.36384e+02 
2.24937e+02 ; 9.22271e-02 ; -2.45522e-03 ; 4.31048e-06 ; -2.34701e-03 ; 7.37381e+02 
2.25026e+02 ; 9.12541e-02 ; -2.45071e-03 ; 4.26567e-06 ; -2.34283e-03 ; 7.38382e+02 
2.25121e+02 ; 9.08493e-02 ; -2.44610e-03 ; 4.24745e-06 ; -2.33834e-03 ; 7.39411e+02 
2.25223e+02 ; 9.17489e-02 ; -2.44164e-03 ; 4.29027e-06 ; -2.33356e-03 ; 7.40427e+02 
2.25312e+02 ; 9.03492e-02 ; -2.43675e-03 ; 4.22546e-06 ; -2.32941e-03 ; 7.41439e+02 
2.25413e+02 ; 9.07930e-02 ; -2.43223e-03 ; 4.24697e-06 ; -2.32463e-03 ; 7.42453e+02 
2.25510e+02 ; 9.13816e-02 ; -2.42794e-03 ; 4.27523e-06 ; -2.32007e-03 ; 7.43469e+02 
2.25618e+02 ; 9.15959e-02 ; -2.42341e-03 ; 4.28605e-06 ; -2.31501e-03 ; 7.44484e+02 
2.25707e+02 ; 9.22011e-02 ; -2.41844e-03 ; 4.31504e-06 ; -2.31082e-03 ; 7.45483e+02 
2.25805e+02 ; 9.18333e-02 ; -2.41390e-03 ; 4.29856e-06 ; -2.30620e-03 ; 7.46498e+02 
2.25913e+02 ; 9.20431e-02 ; -2.40984e-03 ; 4.30919e-06 ; -2.30115e-03 ; 7.47512e+02 
2.25996e+02 ; 9.05089e-02 ; -2.40529e-03 ; 4.23797e-06 ; -2.29724e-03 ; 7.48518e+02 
2.26103e+02 ; 9.07447e-02 ; -2.40024e-03 ; 4.24981e-06 ; -2.29220e-03 ; 7.49533e+02 
2.26197e+02 ; 8.98619e-02 ; -2.39618e-03 ; 4.20916e-06 ; -2.28778e-03 ; 7.50547e+02 
2.26284e+02 ; 9.08980e-02 ; -2.39140e-03 ; 4.25833e-06 ; -2.28370e-03 ; 7.51544e+02 
2.26385e+02 ; 8.98572e-02 ; -2.38695e-03 ; 4.21031e-06 ; -2.27897e-03 ; 7.52577e+02 
2.26486e+02 ; 8.99793e-02 ; -2.38270e-03 ; 4.21678e-06 ; -2.27419e-03 ; 7.53576e+02 
2.26571e+02 ; 8.99163e-02 ; -2.37853e-03 ; 4.21444e-06 ; -2.27022e-03 ; 7.54591e+02 
2.26669e+02 ; 8.90463e-02 ; -2.37330e-03 ; 4.17438e-06 ; -2.26563e-03 ; 7.55604e+02 
2.26767e+02 ; 8.94580e-02 ; -2.36967e-03 ; 4.19440e-06 ; -2.26099e-03 ; 7.56619e+02 
2.26860e+02 ; 8.94345e-02 ; -2.36493e-03 ; 4.19397e-06 ; -2.25664e-03 ; 7.57633e+02 
2.26947e+02 ; 8.94743e-02 ; -2.36002e-03 ; 4.19648e-06 ; -2.25254e-03 ; 7.58648e+02 
2.27057e+02 ; 8.85899e-02 ; -2.35547e-03 ; 4.15579e-06 ; -2.24738e-03 ; 7.59663e+02 
2.27154e+02 ; 8.81322e-02 ; -2.35186e-03 ; 4.13502e-06 ; -2.24283e-03 ; 7.60677e+02 
2.27241e+02 ; 8.87359e-02 ; -2.34695e-03 ; 4.16397e-06 ; -2.23873e-03 ; 7.61679e+02 
2.27330e+02 ; 8.82955e-02 ; -2.34216e-03 ; 4.14396e-06 ; -2.23452e-03 ; 7.62693e+02 
2.27432e+02 ; 8.74383e-02 ; -2.33842e-03 ; 4.10445e-06 ; -2.22976e-03 ; 7.63707e+02 
2.27517e+02 ; 8.74463e-02 ; -2.33373e-03 ; 4.10544e-06 ; -2.22575e-03 ; 7.64722e+02 
2.27612e+02 ; 8.79917e-02 ; -2.32940e-03 ; 4.13173e-06 ; -2.22129e-03 ; 7.65734e+02 
2.27713e+02 ; 8.77947e-02 ; -2.32486e-03 ; 4.12321e-06 ; -2.21652e-03 ; 7.66749e+02 
2.27800e+02 ; 8.76779e-02 ; -2.32089e-03 ; 4.11834e-06 ; -2.21245e-03 ; 7.67763e+02 
2.27899e+02 ; 8.83755e-02 ; -2.31597e-03 ; 4.15183e-06 ; -2.20779e-03 ; 7.68763e+02 
2.28000e+02 ; 8.86843e-02 ; -2.31205e-03 ; 4.16707e-06 ; -2.20307e-03 ; 7.69776e+02 
2.28080e+02 ; 8.88596e-02 ; -2.30762e-03 ; 4.17590e-06 ; -2.19927e-03 ; 7.70791e+02 
2.28185e+02 ; 8.80260e-02 ; -2.30284e-03 ; 4.13749e-06 ; -2.19436e-03 ; 7.71806e+02 
2.28279e+02 ; 8.90979e-02 ; -2.29881e-03 ; 4.18860e-06 ; -2.18996e-03 ; 7.72820e+02 
2.28372e+02 ; 8.80647e-02 ; -2.29375e-03 ; 4.14075e-06 ; -2.18558e-03 ; 7.73836e+02 
2.28463e+02 ; 8.76761e-02 ; -2.28971e-03 ; 4.12318e-06 ; -2.18127e-03 ; 7.74836e+02 
2.28569e+02 ; 8.72380e-02 ; -2.28564e-03 ; 4.10339e-06 ; -2.17632e-03 ; 7.75853e+02 
2.28660e+02 ; 8.57728e-02 ; -2.28084e-03 ; 4.03515e-06 ; -2.17203e-03 ; 7.76867e+02 
2.28746e+02 ; 8.59085e-02 ; -2.27652e-03 ; 4.04218e-06 ; -2.16801e-03 ; 7.77884e+02 
2.28845e+02 ; 8.63173e-02 ; -2.27280e-03 ; 4.06217e-06 ; -2.16333e-03 ; 7.78883e+02 
2.28940e+02 ; 8.53774e-02 ; -2.26783e-03 ; 4.01865e-06 ; -2.15888e-03 ; 7.79898e+02 
2.29024e+02 ; 8.63322e-02 ; -2.26328e-03 ; 4.06422e-06 ; -2.15494e-03 ; 7.80883e+02 
2.29127e+02 ; 8.58116e-02 ; -2.25980e-03 ; 4.04049e-06 ; -2.15009e-03 ; 7.81901e+02 
2.29204e+02 ; 8.61831e-02 ; -2.25518e-03 ; 4.05857e-06 ; -2.14645e-03 ; 7.82916e+02 
2.29290e+02 ; 8.54721e-02 ; -2.25039e-03 ; 4.02573e-06 ; -2.14242e-03 ; 7.83929e+02 
2.29389e+02 ; 8.49831e-02 ; -2.24559e-03 ; 4.00344e-06 ; -2.13778e-03 ; 7.84944e+02 
2.29484e+02 ; 8.58010e-02 ; -2.24244e-03 ; 4.04268e-06 ; -2.13330e-03 ; 7.85959e+02 
2.29570e+02 ; 8.43076e-02 ; -2.23739e-03 ; 3.97296e-06 ; -2.12924e-03 ; 7.86974e+02 
2.29673e+02 ; 8.46821e-02 ; -2.23296e-03 ; 3.99137e-06 ; -2.12442e-03 ; 7.87975e+02 
2.29750e+02 ; 8.41094e-02 ; -2.22914e-03 ; 3.96495e-06 ; -2.12082e-03 ; 7.88975e+02 
2.29846e+02 ; 8.37401e-02 ; -2.22503e-03 ; 3.94825e-06 ; -2.11629e-03 ; 7.89974e+02 
2.29940e+02 ; 8.32131e-02 ; -2.22125e-03 ; 3.92409e-06 ; -2.11185e-03 ; 7.90991e+02 
2.30020e+02 ; 8.38434e-02 ; -2.21690e-03 ; 3.95440e-06 ; -2.10810e-03 ; 7.92006e+02 
2.30119e+02 ; 8.30554e-02 ; -2.21246e-03 ; 3.91797e-06 ; -2.10344e-03 ; 7.93006e+02 
2.30208e+02 ; 8.38861e-02 ; -2.20844e-03 ; 3.95780e-06 ; -2.09929e-03 ; 7.94022e+02 
2.30293e+02 ; 8.34699e-02 ; -2.20430e-03 ; 3.93880e-06 ; -2.09527e-03 ; 7.95023e+02 
2.30382e+02 ; 8.37920e-02 ; -2.19954e-03 ; 3.95466e-06 ; -2.09107e-03 ; 7.96024e+02 
2.30483e+02 ; 8.30538e-02 ; -2.19576e-03 ; 3.92055e-06 ; -2.08636e-03 ; 7.97021e+02 
2.30567e+02 ; 8.37888e-02 ; -2.19115e-03 ; 3.95586e-06 ; -2.08242e-03 ; 7.98036e+02 
2.30660e+02 ; 8.20237e-02 ; -2.18728e-03 ; 3.87320e-06 ; -2.07804e-03 ; 7.99052e+02 
2.30750e+02 ; 8.26408e-02 ; -2.18322e-03 ; 3.90301e-06 ; -2.07378e-03 ; 8.00051e+02 
2.30830e+02 ; 8.25506e-02 ; -2.17884e-03 ; 3.89932e-06 ; -2.07006e-03 ; 8.01057e+02 
2.30920e+02 ; 8.22396e-02 ; -2.17447e-03 ; 3.88529e-06 ; -2.06579e-03 ; 8.02072e+02 
2.31019e+02 ; 8.08828e-02 ; -2.17068e-03 ; 3.82189e-06 ; -2.06117e-03 ; 8.03069e+02 
2.31100e+02 ; 8.20621e-02 ; -2.16631e-03 ; 3.87821e-06 ; -2.05735e-03 ; 8.04068e+02 
2.31193e+02 ; 8.16511e-02 ; -2.16226e-03 ; 3.85946e-06 ; -2.05299e-03 ; 8.05083e+02 
2.31276e+02 ; 8.24620e-02 ; -2.15794e-03 ; 3.89840e-06 ; -2.04906e-03 ; 8.06099e+02 
2.31365e+02 ; 8.14184e-02 ; -2.15394e-03 ; 3.84970e-06 ; -2.04490e-03 ; 8.07116e+02 
2.31459e+02 ; 8.25170e-02 ; -2.14951e-03 ; 3.90233e-06 ; -2.04046e-03 ; 8.08118e+02 
2.31542e+02 ; 8.24478e-02 ; -2.14581e-03 ; 3.89966e-06 ; -2.03658e-03 ; 8.09114e+02 
2.31633e+02 ; 8.11481e-02 ; -2.14137e-03 ; 3.83885e-06 ; -2.03229e-03 ; 8.10130e+02 
2.31722e+02 ; 8.27788e-02 ; -2.13708e-03 ; 3.91664e-06 ; -2.02811e-03 ; 8.11146e+02 
2.31819e+02 ; 8.18447e-02 ; -2.13318e-03 ; 3.87315e-06 ; -2.02354e-03 ; 8.12162e+02 
2.31892e+02 ; 8.19808e-02 ; -2.12911e-03 ; 3.88012e-06 ; -2.02012e-03 ; 8.13174e+02 
2.31991e+02 ; 8.15903e-02 ; -2.12451e-03 ; 3.86235e-06 ; -2.01549e-03 ; 8.14188e+02 
2.32089e+02 ; 8.24435e-02 ; -2.12086e-03 ; 3.90346e-06 ; -2.01089e-03 ; 8.15206e+02 
2.32165e+02 ; 8.17120e-02 ; -2.11670e-03 ; 3.86938e-06 ; -2.00728e-03 ; 8.16206e+02 
2.32257e+02 ; 8.15098e-02 ; -2.11225e-03 ; 3.86047e-06 ; -2.00297e-03 ; 8.17222e+02 
2.32345e+02 ; 8.07900e-02 ; -2.10806e-03 ; 3.82701e-06 ; -1.99883e-03 ; 8.18235e+02 
2.32427e+02 ; 8.06174e-02 ; -2.10399e-03 ; 3.81942e-06 ; -1.99497e-03 ; 8.19251e+02 
2.32513e+02 ; 7.93275e-02 ; -2.09937e-03 ; 3.75892e-06 ; -1.99094e-03 ; 8.20265e+02 
2.32613e+02 ; 8.01925e-02 ; -2.09553e-03 ; 3.80061e-06 ; -1.98625e-03 ; 8.21280e+02 
2.32697e+02 ; 7.87521e-02 ; -2.09178e-03 ; 3.73294e-06 ; -1.98231e-03 ; 8.22293e+02 
2.32774e+02 ; 7.88374e-02 ; -2.08780e-03 ; 3.73752e-06 ; -1.97868e-03 ; 8.23309e+02 
2.32869e+02 ; 7.89039e-02 ; -2.08341e-03 ; 3.74134e-06 ; -1.97421e-03 ; 8.24323e+02 
2.32961e+02 ; 8.01424e-02 ; -2.07968e-03 ; 3.80072e-06 ; -1.96988e-03 ; 8.25337e+02 
2.33033e+02 ; 7.95619e-02 ; -2.07560e-03 ; 3.77370e-06 ; -1.96650e-03 ; 8.26352e+02 
2.33133e+02 ; 7.85762e-02 ; -2.07124e-03 ; 3.72765e-06 ; -1.96180e-03 ; 8.27368e+02 
2.33214e+02 ; 7.80237e-02 ; -2.06736e-03 ; 3.70201e-06 ; -1.95795e-03 ; 8.28370e+02 
2.33295e+02 ; 7.91645e-02 ; -2.06326e-03 ; 3.75672e-06 ; -1.95407e-03 ; 8.29370e+02 
2.33385e+02 ; 7.78501e-02 ; -2.05892e-03 ; 3.69498e-06 ; -1.94976e-03 ; 8.30385e+02 
2.33481e+02 ; 7.91091e-02 ; -2.05541e-03 ; 3.75543e-06 ; -1.94516e-03 ; 8.31384e+02 
2.33547e+02 ; 7.93086e-02 ; -2.05097e-03 ; 3.76538e-06 ; -1.94197e-03 ; 8.32400e+02 
2.33638e+02 ; 7.88389e-02 ; -2.04681e-03 ; 3.74373e-06 ; -1.93762e-03 ; 8.33416e+02 
2.33724e+02 ; 7.85856e-02 ; -2.04324e-03 ; 3.73232e-06 ; -1.93349e-03 ; 8.34414e+02 
2.33793e+02 ; 7.68037e-02 ; -2.03876e-03 ; 3.64817e-06 ; -1.93020e-03 ; 8.35429e+02 
2.33885e+02 ; 7.78914e-02 ; -2.03460e-03 ; 3.70049e-06 ; -1.92578e-03 ; 8.36420e+02 
2.33972e+02 ; 7.82495e-02 ; -2.03123e-03 ; 3.71812e-06 ; -1.92164e-03 ; 8.37437e+02 
2.34046e+02 ; 7.65730e-02 ; -2.02697e-03 ; 3.63898e-06 ; -1.91808e-03 ; 8.38452e+02 
2.34137e+02 ; 7.68778e-02 ; -2.02354e-03 ; 3.65410e-06 ; -1.91371e-03 ; 8.39437e+02 
2.34209e+02 ; 7.72280e-02 ; -2.01919e-03 ; 3.67125e-06 ; -1.91028e-03 ; 8.40451e+02 
2.34304e+02 ; 7.66219e-02 ; -2.01477e-03 ; 3.64311e-06 ; -1.90571e-03 ; 8.41465e+02 
2.34385e+02 ; 7.67022e-02 ; -2.01104e-03 ; 3.64749e-06 ; -1.90182e-03 ; 8.42480e+02 
2.34439e+02 ; 7.74475e-02 ; -2.00762e-03 ; 3.68331e-06 ; -1.89927e-03 ; 8.43479e+02 
2.34547e+02 ; 7.70656e-02 ; -2.00310e-03 ; 3.66591e-06 ; -1.89407e-03 ; 8.44494e+02 
2.34638e+02 ; 7.72956e-02 ; -1.99957e-03 ; 3.67749e-06 ; -1.88971e-03 ; 8.45496e+02 
2.34712e+02 ; 7.67941e-02 ; -1.99555e-03 ; 3.65416e-06 ; -1.88616e-03 ; 8.46512e+02 
2.34807e+02 ; 7.67719e-02 ; -1.99119e-03 ; 3.65376e-06 ; -1.88163e-03 ; 8.47509e+02 
2.34889e+02 ; 7.63009e-02 ; -1.98784e-03 ; 3.63192e-06 ; -1.87770e-03 ; 8.48523e+02 
2.34952e+02 ; 7.62509e-02 ; -1.98396e-03 ; 3.62998e-06 ; -1.87470e-03 ; 8.49538e+02 
2.35047e+02 ; 7.51865e-02 ; -1.97952e-03 ; 3.57996e-06 ; -1.87012e-03 ; 8.50539e+02 
2.35130e+02 ; 7.57903e-02 ; -1.97614e-03 ; 3.60929e-06 ; -1.86617e-03 ; 8.51538e+02 
2.35206e+02 ; 7.61835e-02 ; -1.97179e-03 ; 3.62854e-06 ; -1.86250e-03 ; 8.52552e+02 
2.35293e+02 ; 7.54950e-02 ; -1.96783e-03 ; 3.59635e-06 ; -1.85834e-03 ; 8.53568e+02 
2.35371e+02 ; 7.68305e-02 ; -1.96448e-03 ; 3.66051e-06 ; -1.85463e-03 ; 8.54583e+02 
2.35470e+02 ; 7.56240e-02 ; -1.96049e-03 ; 3.60372e-06 ; -1.84987e-03 ; 8.55599e+02 
2.35537e+02 ; 7.59759e-02 ; -1.95639e-03 ; 3.62095e-06 ; -1.84668e-03 ; 8.56598e+02 
2.35620e+02 ; 7.53497e-02 ; -1.95243e-03 ; 3.59169e-06 ; -1.84268e-03 ; 8.57614e+02 
2.35707e+02 ; 7.51708e-02 ; -1.94854e-03 ; 3.58376e-06 ; -1.83852e-03 ; 8.58628e+02 
2.35787e+02 ; 7.49038e-02 ; -1.94429e-03 ; 3.57158e-06 ; -1.83467e-03 ; 8.59643e+02 
2.35868e+02 ; 7.50503e-02 ; -1.94072e-03 ; 3.57912e-06 ; -1.83083e-03 ; 8.60658e+02 
2.35958e+02 ; 7.54185e-02 ; -1.93678e-03 ; 3.59731e-06 ; -1.82648e-03 ; 8.61664e+02 
2.36025e+02 ; 7.43510e-02 ; -1.93292e-03 ; 3.54684e-06 ; -1.82329e-03 ; 8.62662e+02 
2.36117e+02 ; 7.53489e-02 ; -1.92882e-03 ; 3.59509e-06 ; -1.81886e-03 ; 8.63678e+02 
2.36187e+02 ; 7.32978e-02 ; -1.92524e-03 ; 3.49770e-06 ; -1.81552e-03 ; 8.64678e+02 
2.36279e+02 ; 7.43470e-02 ; -1.92122e-03 ; 3.54839e-06 ; -1.81113e-03 ; 8.65710e+02 
2.36357e+02 ; 7.36414e-02 ; -1.91742e-03 ; 3.51524e-06 ; -1.80739e-03 ; 8.66711e+02 
2.36435e+02 ; 7.35908e-02 ; -1.91378e-03 ; 3.51336e-06 ; -1.80363e-03 ; 8.67711e+02 
2.36511e+02 ; 7.31951e-02 ; -1.90928e-03 ; 3.49497e-06 ; -1.80002e-03 ; 8.68727e+02 
2.36590e+02 ; 7.28701e-02 ; -1.90628e-03 ; 3.47998e-06 ; -1.79625e-03 ; 8.69725e+02 
2.36666e+02 ; 7.31266e-02 ; -1.90215e-03 ; 3.49275e-06 ; -1.79257e-03 ; 8.70725e+02 
2.36755e+02 ; 7.45879e-02 ; -1.89831e-03 ; 3.56315e-06 ; -1.78834e-03 ; 8.71742e+02 
2.36843e+02 ; 7.39103e-02 ; -1.89481e-03 ; 3.53138e-06 ; -1.78413e-03 ; 8.72743e+02 
2.36911e+02 ; 7.40028e-02 ; -1.89077e-03 ; 3.53627e-06 ; -1.78083e-03 ; 8.73741e+02 
2.36993e+02 ; 7.30346e-02 ; -1.88685e-03 ; 3.49055e-06 ; -1.77690e-03 ; 8.74774e+02 
2.37075e+02 ; 7.17668e-02 ; -1.88328e-03 ; 3.43050e-06 ; -1.77301e-03 ; 8.75772e+02 
2.37153e+02 ; 7.23694e-02 ; -1.87917e-03 ; 3.45982e-06 ; -1.76927e-03 ; 8.76785e+02 
2.37224e+02 ; 7.18526e-02 ; -1.87576e-03 ; 3.43559e-06 ; -1.76586e-03 ; 8.77791e+02 
2.37314e+02 ; 7.31118e-02 ; -1.87207e-03 ; 3.49640e-06 ; -1.76155e-03 ; 8.78790e+02 
2.37384e+02 ; 7.21272e-02 ; -1.86807e-03 ; 3.44979e-06 ; -1.75819e-03 ; 8.79808e+02 
2.37474e+02 ; 7.22946e-02 ; -1.86415e-03 ; 3.45839e-06 ; -1.75390e-03 ; 8.80809e+02 
2.37551e+02 ; 7.14829e-02 ; -1.86076e-03 ; 3.42007e-06 ; -1.75020e-03 ; 8.81809e+02 
2.37623e+02 ; 7.03371e-02 ; -1.85674e-03 ; 3.36572e-06 ; -1.74672e-03 ; 8.82824e+02 
2.37704e+02 ; 7.06880e-02 ; -1.85277e-03 ; 3.38304e-06 ; -1.74285e-03 ; 8.83840e+02 
2.37780e+02 ; 7.04609e-02 ; -1.84991e-03 ; 3.37267e-06 ; -1.73920e-03 ; 8.84852e+02 
2.37846e+02 ; 7.10446e-02 ; -1.84601e-03 ; 3.40103e-06 ; -1.73608e-03 ; 8.85868e+02 
2.37939e+02 ; 7.06208e-02 ; -1.84163e-03 ; 3.38135e-06 ; -1.73162e-03 ; 8.86880e+02 
