T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.96279e+02 ; 1.03593e-02 ; 1.06156e-03 ; 5.35429e-07 ; 1.18108e-03 ; 1.30400e+00 
2.96283e+02 ; 3.18544e-03 ; 1.06311e-03 ; 1.64643e-07 ; 1.18130e-03 ; 2.26600e+00 
2.96292e+02 ; -1.32622e-02 ; 1.06305e-03 ; -6.85481e-07 ; 1.18173e-03 ; 3.32400e+00 
2.96293e+02 ; -9.74497e-03 ; 1.06278e-03 ; -5.03687e-07 ; 1.18181e-03 ; 4.26500e+00 
2.96299e+02 ; -8.34422e-03 ; 1.06272e-03 ; -4.31290e-07 ; 1.18213e-03 ; 5.31200e+00 
2.96314e+02 ; -9.55695e-04 ; 1.06371e-03 ; -4.93981e-08 ; 1.18290e-03 ; 6.27300e+00 
2.96319e+02 ; -4.77796e-03 ; 1.06410e-03 ; -2.46965e-07 ; 1.18316e-03 ; 7.33200e+00 
2.96335e+02 ; -3.15044e-03 ; 1.06425e-03 ; -1.62844e-07 ; 1.18399e-03 ; 8.32200e+00 
2.96333e+02 ; -3.37890e-03 ; 1.06514e-03 ; -1.74653e-07 ; 1.18390e-03 ; 9.32700e+00 
2.96350e+02 ; -3.80145e-03 ; 1.06514e-03 ; -1.96498e-07 ; 1.18477e-03 ; 1.03270e+01 
2.96360e+02 ; -7.90033e-03 ; 1.06578e-03 ; -4.08375e-07 ; 1.18527e-03 ; 1.13620e+01 
2.96363e+02 ; -5.74207e-03 ; 1.06593e-03 ; -2.96814e-07 ; 1.18544e-03 ; 1.23760e+01 
2.96314e+02 ; -1.07662e-01 ; 1.06480e-03 ; -5.56485e-06 ; 1.18291e-03 ; 1.33800e+01 
2.96288e+02 ; 1.84446e-02 ; 1.06270e-03 ; 9.53337e-07 ; 1.18157e-03 ; 1.43860e+01 
2.96321e+02 ; 1.70813e-02 ; 1.06375e-03 ; 8.82908e-07 ; 1.18325e-03 ; 1.53830e+01 
2.96353e+02 ; 1.25759e-02 ; 1.06539e-03 ; 6.50056e-07 ; 1.18490e-03 ; 1.64020e+01 
2.96368e+02 ; -3.47937e-03 ; 1.06654e-03 ; -1.79854e-07 ; 1.18571e-03 ; 1.74080e+01 
2.96369e+02 ; -1.43151e-02 ; 1.06708e-03 ; -7.39969e-07 ; 1.18576e-03 ; 1.84140e+01 
2.96361e+02 ; -2.46300e-02 ; 1.06709e-03 ; -1.27315e-06 ; 1.18532e-03 ; 1.93580e+01 
2.96340e+02 ; -3.96794e-02 ; 1.06560e-03 ; -2.05102e-06 ; 1.18424e-03 ; 2.04160e+01 
2.96323e+02 ; -2.79464e-02 ; 1.06472e-03 ; -1.44451e-06 ; 1.18337e-03 ; 2.14290e+01 
2.96310e+02 ; -2.26096e-02 ; 1.06406e-03 ; -1.16864e-06 ; 1.18270e-03 ; 2.24350e+01 
2.96293e+02 ; -2.77575e-02 ; 1.06277e-03 ; -1.43470e-06 ; 1.18179e-03 ; 2.34410e+01 
