T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.03538e+02 ; -3.96266e-02 ; 1.43661e-03 ; -2.06114e-06 ; 1.55727e-03 ; 1.31600e+00 
3.03536e+02 ; -3.39078e-02 ; 1.43549e-03 ; -1.76368e-06 ; 1.55717e-03 ; 2.26100e+00 
3.03511e+02 ; -3.40620e-02 ; 1.43461e-03 ; -1.77166e-06 ; 1.55584e-03 ; 3.32200e+00 
3.03488e+02 ; -3.52777e-02 ; 1.43319e-03 ; -1.83487e-06 ; 1.55465e-03 ; 4.33500e+00 
3.03467e+02 ; -3.82866e-02 ; 1.43217e-03 ; -1.99133e-06 ; 1.55352e-03 ; 5.33800e+00 
3.03450e+02 ; -4.07899e-02 ; 1.43077e-03 ; -2.12150e-06 ; 1.55264e-03 ; 6.32800e+00 
3.03415e+02 ; -4.19100e-02 ; 1.42962e-03 ; -2.17970e-06 ; 1.55085e-03 ; 7.33400e+00 
3.03398e+02 ; -3.99217e-02 ; 1.42835e-03 ; -2.07627e-06 ; 1.54996e-03 ; 8.36100e+00 
3.03369e+02 ; -4.12006e-02 ; 1.42680e-03 ; -2.14273e-06 ; 1.54844e-03 ; 9.30700e+00 
3.03343e+02 ; -4.26222e-02 ; 1.42554e-03 ; -2.21662e-06 ; 1.54707e-03 ; 1.03690e+01 
3.03300e+02 ; -4.84673e-02 ; 1.42410e-03 ; -2.52052e-06 ; 1.54483e-03 ; 1.13160e+01 
3.03248e+02 ; -8.61097e-02 ; 1.42151e-03 ; -4.47791e-06 ; 1.54210e-03 ; 1.23750e+01 
3.03116e+02 ; -1.87674e-01 ; 1.41667e-03 ; -9.75852e-06 ; 1.53522e-03 ; 1.33640e+01 
3.02748e+02 ; -6.25633e-01 ; 1.40004e-03 ; -3.25220e-05 ; 1.51616e-03 ; 1.43940e+01 
3.01692e+02 ; -1.27648e+00 ; 1.35230e-03 ; -6.63008e-05 ; 1.46149e-03 ; 1.53970e+01 
2.99966e+02 ; -1.95967e+00 ; 1.28248e-03 ; -1.01652e-04 ; 1.37205e-03 ; 1.63870e+01 
2.98045e+02 ; -2.45528e+00 ; 1.17263e-03 ; -1.27168e-04 ; 1.27255e-03 ; 1.74080e+01 
2.95548e+02 ; -2.54756e+00 ; 1.04598e-03 ; -1.31560e-04 ; 1.14320e-03 ; 1.84080e+01 
2.92696e+02 ; -2.55839e+00 ; 9.34362e-04 ; -1.31679e-04 ; 9.95755e-04 ; 1.94130e+01 
2.89886e+02 ; -2.56849e+00 ; 8.04067e-04 ; -1.31770e-04 ; 8.51899e-04 ; 2.04190e+01 
2.86338e+02 ; -2.57884e+00 ; 6.92373e-04 ; -1.31800e-04 ; 6.70242e-04 ; 2.14070e+01 
2.82583e+02 ; -2.58720e+00 ; 5.63073e-04 ; -1.31739e-04 ; 4.78274e-04 ; 2.24190e+01 
2.79461e+02 ; -2.60183e+00 ; 4.32402e-04 ; -1.32081e-04 ; 3.19981e-04 ; 2.34490e+01 
2.75724e+02 ; -2.61275e+00 ; 3.01844e-04 ; -1.32080e-04 ; 1.30486e-04 ; 2.44550e+01 
2.72420e+02 ; -2.62322e+00 ; 1.89638e-04 ; -1.32087e-04 ; -3.65614e-05 ; 2.54010e+01 
2.68432e+02 ; -2.63556e+00 ; 5.84602e-05 ; -1.32085e-04 ; -2.36368e-04 ; 2.64620e+01 
2.64429e+02 ; -2.65048e+00 ; -7.16328e-05 ; -1.32088e-04 ; -4.36944e-04 ; 2.74680e+01 
2.60906e+02 ; -2.66366e+00 ; -1.83493e-04 ; -1.32090e-04 ; -6.11859e-04 ; 2.84560e+01 
2.56623e+02 ; -2.67978e+00 ; -2.96670e-04 ; -1.32089e-04 ; -8.23414e-04 ; 2.94160e+01 
2.51860e+02 ; -2.69815e+00 ; -4.26590e-04 ; -1.32089e-04 ; -1.05783e-03 ; 3.04780e+01 
2.46881e+02 ; -2.71814e+00 ; -5.56987e-04 ; -1.32091e-04 ; -1.30031e-03 ; 3.14920e+01 
2.39788e+02 ; -2.75029e+00 ; -6.88261e-04 ; -1.32091e-04 ; -1.64303e-03 ; 3.24960e+01 
2.31453e+02 ; -2.79315e+00 ; -7.99614e-04 ; -1.32090e-04 ; -2.04074e-03 ; 3.35110e+01 
2.23621e+02 ; -2.83268e+00 ; -9.30107e-04 ; -1.32091e-04 ; -2.40886e-03 ; 3.44560e+01 
2.13996e+02 ; -2.88849e+00 ; -1.06072e-03 ; -1.32094e-04 ; -2.85391e-03 ; 3.55010e+01 
2.04105e+02 ; -2.95328e+00 ; -1.17304e-03 ; -1.32094e-04 ; -3.30094e-03 ; 3.65220e+01 
1.95550e+02 ; -3.01251e+00 ; -1.30349e-03 ; -1.32097e-04 ; -3.67994e-03 ; 3.75270e+01 
1.85576e+02 ; -3.10028e+00 ; -1.43390e-03 ; -1.32095e-04 ; -4.11092e-03 ; 3.85310e+01 
1.75734e+02 ; -3.18704e+00 ; -1.54564e-03 ; -1.32093e-04 ; -4.52500e-03 ; 3.95370e+01 
1.67538e+02 ; -3.27752e+00 ; -1.67638e-03 ; -1.32094e-04 ; -4.85974e-03 ; 4.05270e+01 
1.58395e+02 ; -3.39283e+00 ; -1.80721e-03 ; -1.32099e-04 ; -5.22197e-03 ; 4.15530e+01 
1.49690e+02 ; -3.50340e+00 ; -1.91876e-03 ; -1.32096e-04 ; -5.55575e-03 ; 4.25570e+01 
1.42613e+02 ; -3.61694e+00 ; -2.04924e-03 ; -1.32097e-04 ; -5.82022e-03 ; 4.35620e+01 
1.34700e+02 ; -3.75490e+00 ; -2.16154e-03 ; -1.32098e-04 ; -6.10350e-03 ; 4.45660e+01 
1.28309e+02 ; -3.87100e+00 ; -2.29202e-03 ; -1.32098e-04 ; -6.32409e-03 ; 4.55700e+01 
1.21473e+02 ; -4.03739e+00 ; -2.40394e-03 ; -1.32097e-04 ; -6.55382e-03 ; 4.65150e+01 
1.15252e+02 ; -4.19256e+00 ; -2.53443e-03 ; -1.32099e-04 ; -6.75353e-03 ; 4.75750e+01 
1.10460e+02 ; -4.31616e+00 ; -2.66539e-03 ; -1.32099e-04 ; -6.90223e-03 ; 4.85300e+01 
1.05512e+02 ; -4.46839e+00 ; -2.79540e-03 ; -1.32104e-04 ; -7.05165e-03 ; 4.95910e+01 
1.01196e+02 ; -4.61714e+00 ; -2.90766e-03 ; -1.32100e-04 ; -7.17771e-03 ; 5.05960e+01 
9.79014e+01 ; -4.72932e+00 ; -3.03798e-03 ; -1.32099e-04 ; -7.26996e-03 ; 5.16090e+01 
9.46683e+01 ; -4.87879e+00 ; -3.16828e-03 ; -1.32101e-04 ; -7.36049e-03 ; 5.26150e+01 
9.22395e+01 ; -4.98743e+00 ; -3.28035e-03 ; -1.32101e-04 ; -7.42631e-03 ; 5.36060e+01 
8.97298e+01 ; -5.09347e+00 ; -3.41139e-03 ; -1.32102e-04 ; -7.49056e-03 ; 5.45660e+01 
8.76236e+01 ; -5.19090e+00 ; -3.52333e-03 ; -1.32096e-04 ; -7.54448e-03 ; 5.56250e+01 
8.61179e+01 ; -5.27962e+00 ; -3.65347e-03 ; -1.32104e-04 ; -7.58302e-03 ; 5.66270e+01 
