T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.95751e+02 ; -1.88291e-02 ; 1.03325e-03 ; -9.72595e-07 ; 1.15374e-03 ; 1.31300e+00 
2.95760e+02 ; -1.84125e-02 ; 1.03273e-03 ; -9.51087e-07 ; 1.15421e-03 ; 2.33300e+00 
2.95745e+02 ; -1.79017e-02 ; 1.03214e-03 ; -9.24687e-07 ; 1.15342e-03 ; 3.34100e+00 
2.95717e+02 ; -1.69427e-02 ; 1.03192e-03 ; -8.75120e-07 ; 1.15196e-03 ; 4.33800e+00 
2.95739e+02 ; -1.76574e-02 ; 1.03106e-03 ; -9.12063e-07 ; 1.15310e-03 ; 5.36000e+00 
2.95731e+02 ; -1.81518e-02 ; 1.03152e-03 ; -9.37592e-07 ; 1.15272e-03 ; 6.30800e+00 
2.95730e+02 ; -1.78726e-02 ; 1.03220e-03 ; -9.23169e-07 ; 1.15264e-03 ; 7.36300e+00 
2.95754e+02 ; -1.84257e-02 ; 1.03052e-03 ; -9.51762e-07 ; 1.15391e-03 ; 8.37300e+00 
2.95718e+02 ; -1.86839e-02 ; 1.03032e-03 ; -9.65060e-07 ; 1.15200e-03 ; 9.32100e+00 
2.95699e+02 ; -2.01883e-02 ; 1.03092e-03 ; -1.04274e-06 ; 1.15103e-03 ; 1.03820e+01 
2.95698e+02 ; -2.00626e-02 ; 1.03161e-03 ; -1.03625e-06 ; 1.15099e-03 ; 1.13740e+01 
2.95674e+02 ; -1.85885e-02 ; 1.03004e-03 ; -9.60084e-07 ; 1.14976e-03 ; 1.23800e+01 
2.95681e+02 ; -1.83429e-02 ; 1.02961e-03 ; -9.47404e-07 ; 1.15010e-03 ; 1.33480e+01 
2.95666e+02 ; -2.31406e-02 ; 1.02968e-03 ; -1.19518e-06 ; 1.14931e-03 ; 1.44080e+01 
2.95634e+02 ; -4.19688e-02 ; 1.02845e-03 ; -2.16756e-06 ; 1.14765e-03 ; 1.54070e+01 
2.95563e+02 ; -1.86338e-01 ; 1.02544e-03 ; -9.62297e-06 ; 1.14400e-03 ; 1.64400e+01 
2.95098e+02 ; -5.95441e-01 ; 1.00650e-03 ; -3.07333e-05 ; 1.11991e-03 ; 1.74450e+01 
2.93994e+02 ; -1.35723e+00 ; 9.65011e-04 ; -6.99620e-05 ; 1.06274e-03 ; 1.84350e+01 
2.92420e+02 ; -2.05698e+00 ; 8.79043e-04 ; -1.05838e-04 ; 9.81605e-04 ; 1.94570e+01 
2.90326e+02 ; -2.16015e+00 ; 7.74628e-04 ; -1.10877e-04 ; 8.74412e-04 ; 2.04720e+01 
2.88654e+02 ; -2.05676e+00 ; 6.85227e-04 ; -1.05368e-04 ; 7.88820e-04 ; 2.14170e+01 
2.86738e+02 ; -1.96509e+00 ; 5.88238e-04 ; -1.00472e-04 ; 6.90687e-04 ; 2.24630e+01 
2.84868e+02 ; -1.91211e+00 ; 4.92239e-04 ; -9.75825e-05 ; 5.94985e-04 ; 2.34830e+01 
2.83100e+02 ; -1.86962e+00 ; 4.14508e-04 ; -9.52480e-05 ; 5.04458e-04 ; 2.44930e+01 
2.81550e+02 ; -1.89375e+00 ; 3.22664e-04 ; -9.63316e-05 ; 4.25881e-04 ; 2.54960e+01 
2.79673e+02 ; -1.94417e+00 ; 2.29418e-04 ; -9.87153e-05 ; 3.30710e-04 ; 2.65080e+01 
2.77817e+02 ; -1.96306e+00 ; 1.50818e-04 ; -9.94873e-05 ; 2.36612e-04 ; 2.75140e+01 
2.76103e+02 ; -2.17866e+00 ; 5.08248e-05 ; -1.10186e-04 ; 1.49733e-04 ; 2.85130e+01 
2.73715e+02 ; -2.58816e+00 ; -6.49392e-05 ; -1.30523e-04 ; 2.86400e-05 ; 2.95180e+01 
2.71420e+02 ; -2.61613e+00 ; -1.76340e-04 ; -1.31574e-04 ; -8.66888e-05 ; 3.04800e+01 
2.68086e+02 ; -2.62844e+00 ; -3.04645e-04 ; -1.31673e-04 ; -2.53731e-04 ; 3.15240e+01 
2.63770e+02 ; -2.64535e+00 ; -4.17691e-04 ; -1.31709e-04 ; -4.69917e-04 ; 3.25440e+01 
2.59292e+02 ; -2.66821e+00 ; -5.49328e-04 ; -1.32019e-04 ; -6.91575e-04 ; 3.34890e+01 
2.54415e+02 ; -2.68684e+00 ; -6.80560e-04 ; -1.32016e-04 ; -9.32491e-04 ; 3.45490e+01 
2.49081e+02 ; -2.70748e+00 ; -7.90286e-04 ; -1.32027e-04 ; -1.19317e-03 ; 3.55520e+01 
2.44441e+02 ; -2.72799e+00 ; -9.21100e-04 ; -1.32028e-04 ; -1.41912e-03 ; 3.65610e+01 
2.38935e+02 ; -2.75275e+00 ; -1.05461e-03 ; -1.32026e-04 ; -1.68390e-03 ; 3.75670e+01 
2.33422e+02 ; -2.78153e+00 ; -1.16358e-03 ; -1.32029e-04 ; -1.94799e-03 ; 3.85700e+01 
2.28276e+02 ; -2.80844e+00 ; -1.29382e-03 ; -1.32028e-04 ; -2.19007e-03 ; 3.95600e+01 
2.18342e+02 ; -2.85679e+00 ; -1.42656e-03 ; -1.32026e-04 ; -2.65311e-03 ; 4.05800e+01 
2.03063e+02 ; -2.95809e+00 ; -1.53986e-03 ; -1.32029e-04 ; -3.34786e-03 ; 4.15280e+01 
1.80616e+02 ; -3.13898e+00 ; -1.66793e-03 ; -1.32033e-04 ; -4.32091e-03 ; 4.25860e+01 
1.57986e+02 ; -3.39625e+00 ; -1.78100e-03 ; -1.32032e-04 ; -5.23789e-03 ; 4.35920e+01 
1.37866e+02 ; -3.69345e+00 ; -1.91110e-03 ; -1.32034e-04 ; -5.99017e-03 ; 4.46070e+01 
1.23550e+02 ; -3.98597e+00 ; -2.04125e-03 ; -1.32023e-04 ; -6.48637e-03 ; 4.56140e+01 
1.11889e+02 ; -4.27821e+00 ; -2.15318e-03 ; -1.32035e-04 ; -6.85908e-03 ; 4.65580e+01 
1.01550e+02 ; -4.60301e+00 ; -2.28614e-03 ; -1.32031e-04 ; -7.16779e-03 ; 4.75570e+01 
9.38941e+01 ; -4.91229e+00 ; -2.41426e-03 ; -1.32040e-04 ; -7.38217e-03 ; 4.86170e+01 
8.83549e+01 ; -5.14895e+00 ; -2.52692e-03 ; -1.32035e-04 ; -7.52575e-03 ; 4.96350e+01 
8.49309e+01 ; -5.34645e+00 ; -2.65776e-03 ; -1.32033e-04 ; -7.61341e-03 ; 5.06410e+01 
8.22046e+01 ; -5.50143e+00 ; -2.78691e-03 ; -1.32043e-04 ; -7.68084e-03 ; 5.16420e+01 
8.04337e+01 ; -5.59498e+00 ; -2.89899e-03 ; -1.32038e-04 ; -7.72175e-03 ; 5.25890e+01 
7.89508e+01 ; -5.67330e+00 ; -3.03095e-03 ; -1.32033e-04 ; -7.75600e-03 ; 5.36480e+01 
7.79623e+01 ; -5.73031e+00 ; -3.16305e-03 ; -1.32037e-04 ; -7.77884e-03 ; 5.46560e+01 
7.72156e+01 ; -5.78753e+00 ; -3.27263e-03 ; -1.32034e-04 ; -7.79608e-03 ; 5.56610e+01 
7.67640e+01 ; -5.82300e+00 ; -3.40458e-03 ; -1.32052e-04 ; -7.80652e-03 ; 5.66490e+01 
7.64330e+01 ; -5.84793e+00 ; -3.51574e-03 ; -1.32040e-04 ; -7.81416e-03 ; 5.76100e+01 
7.61479e+01 ; -5.86959e+00 ; -3.64711e-03 ; -1.32035e-04 ; -7.82075e-03 ; 5.86700e+01 
7.59791e+01 ; -5.88291e+00 ; -3.75791e-03 ; -1.32043e-04 ; -7.82465e-03 ; 5.96130e+01 
7.57565e+01 ; -5.90011e+00 ; -3.89023e-03 ; -1.32045e-04 ; -7.82979e-03 ; 6.06750e+01 
7.56610e+01 ; -5.90752e+00 ; -4.02126e-03 ; -1.32047e-04 ; -7.83200e-03 ; 6.16210e+01 
7.55627e+01 ; -5.91508e+00 ; -4.15066e-03 ; -1.32047e-04 ; -7.83427e-03 ; 6.26800e+01 
7.55616e+01 ; -5.91516e+00 ; -4.26413e-03 ; -1.32047e-04 ; -7.83429e-03 ; 6.36680e+01 
7.54739e+01 ; -5.92215e+00 ; -4.39194e-03 ; -1.32052e-04 ; -7.83632e-03 ; 6.46900e+01 
7.54277e+01 ; -5.92536e+00 ; -4.50725e-03 ; -1.32045e-04 ; -7.83738e-03 ; 6.56940e+01 
7.54128e+01 ; -5.92644e+00 ; -4.63598e-03 ; -1.32043e-04 ; -7.83773e-03 ; 6.66490e+01 
7.54290e+01 ; -5.92517e+00 ; -4.76696e-03 ; -1.32043e-04 ; -7.83735e-03 ; 6.77090e+01 
7.53717e+01 ; -5.92971e+00 ; -4.87844e-03 ; -1.32046e-04 ; -7.83868e-03 ; 6.87130e+01 
7.54690e+01 ; -5.92218e+00 ; -5.00995e-03 ; -1.32045e-04 ; -7.83643e-03 ; 6.96560e+01 
7.54086e+01 ; -5.92701e+00 ; -5.13962e-03 ; -1.32049e-04 ; -7.83783e-03 ; 7.07180e+01 
7.53800e+01 ; -5.92901e+00 ; -5.25119e-03 ; -1.32044e-04 ; -7.83849e-03 ; 7.17220e+01 
7.53939e+01 ; -5.92826e+00 ; -5.38179e-03 ; -1.32052e-04 ; -7.83817e-03 ; 7.27360e+01 
7.53813e+01 ; -5.92922e+00 ; -5.49377e-03 ; -1.32051e-04 ; -7.83846e-03 ; 7.37270e+01 
7.54179e+01 ; -5.92644e+00 ; -5.62494e-03 ; -1.32052e-04 ; -7.83761e-03 ; 7.47470e+01 
