T;dTdt [K/s];V [Volt];dV/dt [Volt/s];IntdTdt [V];etime [s]
2.16339e+02 ; 8.45233e-02 ; -2.85305e-03 ; 3.88760e-06 ; -2.74565e-03 ; 6.75218e+02 
2.16437e+02 ; 8.40569e-02 ; -2.85019e-03 ; 3.86708e-06 ; -2.74116e-03 ; 6.76234e+02 
2.16527e+02 ; 8.39172e-02 ; -2.84532e-03 ; 3.86151e-06 ; -2.73697e-03 ; 6.77237e+02 
2.16623e+02 ; 8.22127e-02 ; -2.84067e-03 ; 3.78397e-06 ; -2.73254e-03 ; 6.78235e+02 
2.16707e+02 ; 8.22630e-02 ; -2.83670e-03 ; 3.78706e-06 ; -2.72868e-03 ; 6.79251e+02 
2.16783e+02 ; 8.26017e-02 ; -2.83306e-03 ; 3.80337e-06 ; -2.72516e-03 ; 6.80266e+02 
2.16880e+02 ; 8.20931e-02 ; -2.82881e-03 ; 3.78085e-06 ; -2.72069e-03 ; 6.81252e+02 
2.16974e+02 ; 8.21504e-02 ; -2.82516e-03 ; 3.78436e-06 ; -2.71635e-03 ; 6.82268e+02 
2.17053e+02 ; 8.20105e-02 ; -2.82009e-03 ; 3.77865e-06 ; -2.71268e-03 ; 6.83271e+02 
2.17147e+02 ; 8.24649e-02 ; -2.81682e-03 ; 3.80047e-06 ; -2.70832e-03 ; 6.84270e+02 
2.17231e+02 ; 8.31590e-02 ; -2.81283e-03 ; 3.83325e-06 ; -2.70444e-03 ; 6.85285e+02 
2.17327e+02 ; 8.26358e-02 ; -2.80833e-03 ; 3.81003e-06 ; -2.70004e-03 ; 6.86302e+02 
2.17416e+02 ; 8.25187e-02 ; -2.80442e-03 ; 3.80547e-06 ; -2.69589e-03 ; 6.87302e+02 
2.17490e+02 ; 8.25001e-02 ; -2.80013e-03 ; 3.80531e-06 ; -2.69248e-03 ; 6.88301e+02 
2.17592e+02 ; 8.27049e-02 ; -2.79582e-03 ; 3.81571e-06 ; -2.68780e-03 ; 6.89317e+02 
2.17682e+02 ; 8.01337e-02 ; -2.79252e-03 ; 3.69791e-06 ; -2.68362e-03 ; 6.90330e+02 
2.17767e+02 ; 8.14771e-02 ; -2.78850e-03 ; 3.76069e-06 ; -2.67969e-03 ; 6.91329e+02 
2.17849e+02 ; 7.94941e-02 ; -2.78416e-03 ; 3.66990e-06 ; -2.67590e-03 ; 6.92360e+02 
2.17938e+02 ; 7.94608e-02 ; -2.77939e-03 ; 3.66917e-06 ; -2.67177e-03 ; 6.93377e+02 
2.18051e+02 ; 7.94309e-02 ; -2.77651e-03 ; 3.66881e-06 ; -2.66659e-03 ; 6.94377e+02 
2.18108e+02 ; 7.99735e-02 ; -2.77162e-03 ; 3.69439e-06 ; -2.66395e-03 ; 6.95377e+02 
2.18211e+02 ; 7.97226e-02 ; -2.76830e-03 ; 3.68357e-06 ; -2.65916e-03 ; 6.96385e+02 
2.18283e+02 ; 7.85770e-02 ; -2.76475e-03 ; 3.63108e-06 ; -2.65585e-03 ; 6.97399e+02 
2.18370e+02 ; 7.87461e-02 ; -2.75967e-03 ; 3.63943e-06 ; -2.65182e-03 ; 6.98413e+02 
2.18452e+02 ; 7.93763e-02 ; -2.75578e-03 ; 3.66906e-06 ; -2.64803e-03 ; 6.99427e+02 
2.18546e+02 ; 7.98132e-02 ; -2.75260e-03 ; 3.68984e-06 ; -2.64369e-03 ; 7.00427e+02 
2.18629e+02 ; 8.03742e-02 ; -2.74818e-03 ; 3.71629e-06 ; -2.63987e-03 ; 7.01443e+02 
2.18724e+02 ; 8.03820e-02 ; -2.74346e-03 ; 3.71725e-06 ; -2.63547e-03 ; 7.02456e+02 
2.18799e+02 ; 8.08745e-02 ; -2.74068e-03 ; 3.74050e-06 ; -2.63200e-03 ; 7.03471e+02 
2.18894e+02 ; 8.16377e-02 ; -2.73612e-03 ; 3.77640e-06 ; -2.62761e-03 ; 7.04485e+02 
2.18985e+02 ; 8.03083e-02 ; -2.73146e-03 ; 3.71548e-06 ; -2.62343e-03 ; 7.05500e+02 
2.19078e+02 ; 7.93636e-02 ; -2.72759e-03 ; 3.67235e-06 ; -2.61915e-03 ; 7.06512e+02 
2.19168e+02 ; 7.93910e-02 ; -2.72371e-03 ; 3.67418e-06 ; -2.61498e-03 ; 7.07515e+02 
2.19246e+02 ; 8.05359e-02 ; -2.72007e-03 ; 3.72765e-06 ; -2.61136e-03 ; 7.08531e+02 
2.19342e+02 ; 8.05787e-02 ; -2.71592e-03 ; 3.73024e-06 ; -2.60694e-03 ; 7.09532e+02 
2.19419e+02 ; 8.06939e-02 ; -2.71205e-03 ; 3.73606e-06 ; -2.60337e-03 ; 7.10533e+02 
2.19500e+02 ; 7.99056e-02 ; -2.70742e-03 ; 3.70007e-06 ; -2.59961e-03 ; 7.11547e+02 
2.19598e+02 ; 7.90698e-02 ; -2.70410e-03 ; 3.66197e-06 ; -2.59511e-03 ; 7.12547e+02 
2.19683e+02 ; 7.74013e-02 ; -2.69998e-03 ; 3.58522e-06 ; -2.59116e-03 ; 7.13562e+02 
2.19770e+02 ; 7.87361e-02 ; -2.69540e-03 ; 3.64758e-06 ; -2.58715e-03 ; 7.14566e+02 
2.19843e+02 ; 7.79806e-02 ; -2.69173e-03 ; 3.61303e-06 ; -2.58380e-03 ; 7.15550e+02 
2.19919e+02 ; 7.98611e-02 ; -2.68804e-03 ; 3.70063e-06 ; -2.58026e-03 ; 7.16565e+02 
2.20032e+02 ; 8.03391e-02 ; -2.68406e-03 ; 3.72349e-06 ; -2.57507e-03 ; 7.17580e+02 
2.20103e+02 ; 7.98830e-02 ; -2.68012e-03 ; 3.70280e-06 ; -2.57179e-03 ; 7.18582e+02 
2.20192e+02 ; 7.92469e-02 ; -2.67587e-03 ; 3.67387e-06 ; -2.56766e-03 ; 7.19581e+02 
2.20288e+02 ; 7.79340e-02 ; -2.67189e-03 ; 3.61359e-06 ; -2.56322e-03 ; 7.20581e+02 
2.20360e+02 ; 7.90649e-02 ; -2.66780e-03 ; 3.66647e-06 ; -2.55989e-03 ; 7.21583e+02 
2.20452e+02 ; 7.83433e-02 ; -2.66417e-03 ; 3.63358e-06 ; -2.55563e-03 ; 7.22583e+02 
2.20554e+02 ; 7.81898e-02 ; -2.66077e-03 ; 3.62708e-06 ; -2.55092e-03 ; 7.23614e+02 
2.20628e+02 ; 7.68285e-02 ; -2.65640e-03 ; 3.56439e-06 ; -2.54750e-03 ; 7.24599e+02 
2.20707e+02 ; 7.94723e-02 ; -2.65276e-03 ; 3.68753e-06 ; -2.54388e-03 ; 7.25597e+02 
2.20790e+02 ; 7.85608e-02 ; -2.64834e-03 ; 3.64575e-06 ; -2.54002e-03 ; 7.26614e+02 
2.20882e+02 ; 7.84777e-02 ; -2.64409e-03 ; 3.64246e-06 ; -2.53579e-03 ; 7.27616e+02 
2.20968e+02 ; 7.87189e-02 ; -2.64158e-03 ; 3.65419e-06 ; -2.53183e-03 ; 7.28616e+02 
2.21040e+02 ; 7.71093e-02 ; -2.63660e-03 ; 3.57990e-06 ; -2.52850e-03 ; 7.29617e+02 
2.21129e+02 ; 7.82607e-02 ; -2.63277e-03 ; 3.63392e-06 ; -2.52436e-03 ; 7.30616e+02 
2.21224e+02 ; 7.68968e-02 ; -2.62919e-03 ; 3.57116e-06 ; -2.51996e-03 ; 7.31631e+02 
2.21298e+02 ; 7.64816e-02 ; -2.62521e-03 ; 3.55232e-06 ; -2.51656e-03 ; 7.32629e+02 
2.21387e+02 ; 7.60616e-02 ; -2.62081e-03 ; 3.53335e-06 ; -2.51246e-03 ; 7.33644e+02 
2.21469e+02 ; 7.54361e-02 ; -2.61763e-03 ; 3.50478e-06 ; -2.50865e-03 ; 7.34644e+02 
2.21552e+02 ; 7.62012e-02 ; -2.61359e-03 ; 3.54082e-06 ; -2.50483e-03 ; 7.35646e+02 
2.21639e+02 ; 7.42692e-02 ; -2.60989e-03 ; 3.45156e-06 ; -2.50082e-03 ; 7.36645e+02 
2.21706e+02 ; 7.47265e-02 ; -2.60628e-03 ; 3.47321e-06 ; -2.49770e-03 ; 7.37643e+02 
2.21784e+02 ; 7.34059e-02 ; -2.60214e-03 ; 3.41228e-06 ; -2.49410e-03 ; 7.38675e+02 
2.21876e+02 ; 7.35844e-02 ; -2.59852e-03 ; 3.42111e-06 ; -2.48985e-03 ; 7.39676e+02 
2.21944e+02 ; 7.40275e-02 ; -2.59458e-03 ; 3.44211e-06 ; -2.48671e-03 ; 7.40689e+02 
2.22036e+02 ; 7.19036e-02 ; -2.59115e-03 ; 3.34388e-06 ; -2.48246e-03 ; 7.41691e+02 
2.22126e+02 ; 7.38107e-02 ; -2.58796e-03 ; 3.43309e-06 ; -2.47832e-03 ; 7.42692e+02 
2.22196e+02 ; 7.37856e-02 ; -2.58378e-03 ; 3.43233e-06 ; -2.47508e-03 ; 7.43708e+02 
2.22282e+02 ; 7.33294e-02 ; -2.57990e-03 ; 3.41161e-06 ; -2.47111e-03 ; 7.44708e+02 
2.22371e+02 ; 7.41026e-02 ; -2.57655e-03 ; 3.44810e-06 ; -2.46700e-03 ; 7.45708e+02 
2.22442e+02 ; 7.45498e-02 ; -2.57336e-03 ; 3.46933e-06 ; -2.46372e-03 ; 7.46724e+02 
2.22532e+02 ; 7.74766e-02 ; -2.56880e-03 ; 3.60608e-06 ; -2.45957e-03 ; 7.47723e+02 
2.22611e+02 ; 7.47585e-02 ; -2.56495e-03 ; 3.48004e-06 ; -2.45592e-03 ; 7.48739e+02 
2.22705e+02 ; 7.65244e-02 ; -2.56070e-03 ; 3.56281e-06 ; -2.45157e-03 ; 7.49740e+02 
2.22793e+02 ; 7.43169e-02 ; -2.55774e-03 ; 3.46056e-06 ; -2.44749e-03 ; 7.50754e+02 
2.22873e+02 ; 7.54859e-02 ; -2.55302e-03 ; 3.51546e-06 ; -2.44382e-03 ; 7.51756e+02 
2.22950e+02 ; 7.45566e-02 ; -2.55017e-03 ; 3.47265e-06 ; -2.44023e-03 ; 7.52754e+02 
2.23012e+02 ; 7.54161e-02 ; -2.54676e-03 ; 3.51305e-06 ; -2.43738e-03 ; 7.53757e+02 
2.23122e+02 ; 7.61798e-02 ; -2.54208e-03 ; 3.54929e-06 ; -2.43229e-03 ; 7.54756e+02 
2.23164e+02 ; 7.57694e-02 ; -2.53819e-03 ; 3.53042e-06 ; -2.43033e-03 ; 7.55771e+02 
2.23286e+02 ; 7.49198e-02 ; -2.53468e-03 ; 3.49157e-06 ; -2.42463e-03 ; 7.56785e+02 
2.23346e+02 ; 7.55501e-02 ; -2.53124e-03 ; 3.52131e-06 ; -2.42177e-03 ; 7.57799e+02 
2.23437e+02 ; 7.51854e-02 ; -2.52645e-03 ; 3.50487e-06 ; -2.41751e-03 ; 7.58814e+02 
2.23520e+02 ; 7.50419e-02 ; -2.52316e-03 ; 3.49868e-06 ; -2.41360e-03 ; 7.59816e+02 
2.23643e+02 ; 7.53623e-02 ; -2.52025e-03 ; 3.51437e-06 ; -2.40781e-03 ; 7.60815e+02 
2.23690e+02 ; 7.55070e-02 ; -2.51462e-03 ; 3.52140e-06 ; -2.40564e-03 ; 7.61832e+02 
2.23747e+02 ; 7.56641e-02 ; -2.51007e-03 ; 3.52907e-06 ; -2.40295e-03 ; 7.62834e+02 
2.23854e+02 ; 7.49799e-02 ; -2.50703e-03 ; 3.49781e-06 ; -2.39792e-03 ; 7.63848e+02 
2.23937e+02 ; 7.33052e-02 ; -2.50335e-03 ; 3.42018e-06 ; -2.39400e-03 ; 7.64862e+02 
2.24048e+02 ; 7.24049e-02 ; -2.50009e-03 ; 3.37882e-06 ; -2.38880e-03 ; 7.65863e+02 
2.24083e+02 ; 7.27631e-02 ; -2.49600e-03 ; 3.39575e-06 ; -2.38714e-03 ; 7.66864e+02 
2.24172e+02 ; 7.41356e-02 ; -2.49203e-03 ; 3.46033e-06 ; -2.38298e-03 ; 7.67880e+02 
2.24261e+02 ; 7.41886e-02 ; -2.49035e-03 ; 3.46334e-06 ; -2.37880e-03 ; 7.68882e+02 
2.24338e+02 ; 7.32501e-02 ; -2.48460e-03 ; 3.41998e-06 ; -2.37517e-03 ; 7.69883e+02 
2.24408e+02 ; 7.41190e-02 ; -2.48113e-03 ; 3.46098e-06 ; -2.37185e-03 ; 7.70884e+02 
2.24483e+02 ; 7.25712e-02 ; -2.47754e-03 ; 3.38914e-06 ; -2.36833e-03 ; 7.71882e+02 
2.24579e+02 ; 7.45852e-02 ; -2.47344e-03 ; 3.48378e-06 ; -2.36384e-03 ; 7.72892e+02 
2.24651e+02 ; 7.37772e-02 ; -2.47010e-03 ; 3.44647e-06 ; -2.36043e-03 ; 7.73893e+02 
2.24726e+02 ; 7.47954e-02 ; -2.46571e-03 ; 3.49449e-06 ; -2.35690e-03 ; 7.74874e+02 
2.24811e+02 ; 7.43909e-02 ; -2.46159e-03 ; 3.47610e-06 ; -2.35294e-03 ; 7.75889e+02 
2.24904e+02 ; 7.46051e-02 ; -2.45844e-03 ; 3.48667e-06 ; -2.34854e-03 ; 7.76919e+02 
2.24963e+02 ; 7.29583e-02 ; -2.45466e-03 ; 3.41006e-06 ; -2.34577e-03 ; 7.77936e+02 
2.25052e+02 ; 7.32093e-02 ; -2.45060e-03 ; 3.42232e-06 ; -2.34162e-03 ; 7.78936e+02 
2.25141e+02 ; 7.23999e-02 ; -2.44788e-03 ; 3.38501e-06 ; -2.33741e-03 ; 7.79936e+02 
2.25207e+02 ; 7.30633e-02 ; -2.44361e-03 ; 3.41641e-06 ; -2.33431e-03 ; 7.80949e+02 
2.25278e+02 ; 7.32544e-02 ; -2.43974e-03 ; 3.42578e-06 ; -2.33098e-03 ; 7.81967e+02 
2.25391e+02 ; 7.23805e-02 ; -2.43646e-03 ; 3.38557e-06 ; -2.32565e-03 ; 7.82966e+02 
2.25421e+02 ; 7.15972e-02 ; -2.43206e-03 ; 3.34911e-06 ; -2.32428e-03 ; 7.83981e+02 
2.25531e+02 ; 7.21869e-02 ; -2.42850e-03 ; 3.37733e-06 ; -2.31910e-03 ; 7.84983e+02 
2.25619e+02 ; 7.14062e-02 ; -2.42433e-03 ; 3.34132e-06 ; -2.31497e-03 ; 7.85982e+02 
2.25694e+02 ; 7.28722e-02 ; -2.42155e-03 ; 3.41037e-06 ; -2.31141e-03 ; 7.86983e+02 
2.25765e+02 ; 7.19857e-02 ; -2.41730e-03 ; 3.36929e-06 ; -2.30811e-03 ; 7.87998e+02 
2.25842e+02 ; 7.22007e-02 ; -2.41446e-03 ; 3.37981e-06 ; -2.30449e-03 ; 7.89013e+02 
2.25919e+02 ; 7.04476e-02 ; -2.41007e-03 ; 3.29819e-06 ; -2.30085e-03 ; 7.90030e+02 
2.25986e+02 ; 7.13533e-02 ; -2.40574e-03 ; 3.34098e-06 ; -2.29770e-03 ; 7.91044e+02 
2.26059e+02 ; 7.15851e-02 ; -2.40304e-03 ; 3.35225e-06 ; -2.29428e-03 ; 7.92059e+02 
2.26158e+02 ; 7.05661e-02 ; -2.39902e-03 ; 3.30511e-06 ; -2.28965e-03 ; 7.93057e+02 
2.26238e+02 ; 7.00238e-02 ; -2.39518e-03 ; 3.28017e-06 ; -2.28584e-03 ; 7.94073e+02 
2.26326e+02 ; 6.94682e-02 ; -2.39176e-03 ; 3.25464e-06 ; -2.28174e-03 ; 7.95074e+02 
2.26393e+02 ; 7.01070e-02 ; -2.38804e-03 ; 3.28495e-06 ; -2.27858e-03 ; 7.96074e+02 
2.26468e+02 ; 6.98488e-02 ; -2.38364e-03 ; 3.27328e-06 ; -2.27504e-03 ; 7.97076e+02 
2.26558e+02 ; 7.21780e-02 ; -2.37907e-03 ; 3.38296e-06 ; -2.27085e-03 ; 7.98093e+02 
2.26606e+02 ; 7.15019e-02 ; -2.37679e-03 ; 3.35155e-06 ; -2.26857e-03 ; 7.99093e+02 
2.26707e+02 ; 7.19409e-02 ; -2.37410e-03 ; 3.37272e-06 ; -2.26382e-03 ; 8.00094e+02 
2.26782e+02 ; 7.20544e-02 ; -2.37011e-03 ; 3.37849e-06 ; -2.26030e-03 ; 8.01094e+02 
2.26866e+02 ; 7.27495e-02 ; -2.36623e-03 ; 3.41158e-06 ; -2.25635e-03 ; 8.02110e+02 
2.26948e+02 ; 7.21301e-02 ; -2.36299e-03 ; 3.38301e-06 ; -2.25248e-03 ; 8.03125e+02 
2.26990e+02 ; 7.10363e-02 ; -2.35868e-03 ; 3.33196e-06 ; -2.25053e-03 ; 8.04127e+02 
2.27118e+02 ; 7.07796e-02 ; -2.35580e-03 ; 3.32065e-06 ; -2.24451e-03 ; 8.05127e+02 
2.27185e+02 ; 6.90696e-02 ; -2.35212e-03 ; 3.24081e-06 ; -2.24137e-03 ; 8.06143e+02 
2.27248e+02 ; 7.00236e-02 ; -2.34849e-03 ; 3.28593e-06 ; -2.23842e-03 ; 8.07139e+02 
2.27329e+02 ; 6.98567e-02 ; -2.34587e-03 ; 3.27856e-06 ; -2.23457e-03 ; 8.08147e+02 
2.27419e+02 ; 6.87940e-02 ; -2.34235e-03 ; 3.22919e-06 ; -2.23036e-03 ; 8.09148e+02 
2.27482e+02 ; 6.78228e-02 ; -2.33672e-03 ; 3.18396e-06 ; -2.22739e-03 ; 8.10151e+02 
2.27577e+02 ; 6.98505e-02 ; -2.33378e-03 ; 3.27969e-06 ; -2.22294e-03 ; 8.11152e+02 
2.27632e+02 ; 6.92516e-02 ; -2.32992e-03 ; 3.25188e-06 ; -2.22034e-03 ; 8.12149e+02 
2.27705e+02 ; 7.01869e-02 ; -2.32657e-03 ; 3.29622e-06 ; -2.21691e-03 ; 8.13164e+02 
2.27837e+02 ; 6.97446e-02 ; -2.32152e-03 ; 3.27620e-06 ; -2.21071e-03 ; 8.14181e+02 
2.27845e+02 ; 6.91511e-02 ; -2.31928e-03 ; 3.24837e-06 ; -2.21035e-03 ; 8.15180e+02 
2.27934e+02 ; 6.91762e-02 ; -2.31517e-03 ; 3.25006e-06 ; -2.20613e-03 ; 8.16181e+02 
2.28039e+02 ; 6.87262e-02 ; -2.31606e-03 ; 3.22950e-06 ; -2.20124e-03 ; 8.17165e+02 
2.28103e+02 ; 6.93820e-02 ; -2.30824e-03 ; 3.26068e-06 ; -2.19823e-03 ; 8.18192e+02 
2.28165e+02 ; 6.90040e-02 ; -2.30227e-03 ; 3.24328e-06 ; -2.19528e-03 ; 8.19179e+02 
2.28254e+02 ; 6.78950e-02 ; -2.30278e-03 ; 3.19169e-06 ; -2.19109e-03 ; 8.20194e+02 
2.28302e+02 ; 6.92520e-02 ; -2.29773e-03 ; 3.25576e-06 ; -2.18888e-03 ; 8.21206e+02 
2.28423e+02 ; 6.94139e-02 ; -2.29288e-03 ; 3.26411e-06 ; -2.18317e-03 ; 8.22220e+02 
2.28448e+02 ; 6.98275e-02 ; -2.29165e-03 ; 3.28371e-06 ; -2.18201e-03 ; 8.23221e+02 
2.28595e+02 ; 6.91162e-02 ; -2.28732e-03 ; 3.25115e-06 ; -2.17510e-03 ; 8.24222e+02 
2.28616e+02 ; 6.87483e-02 ; -2.28221e-03 ; 3.23397e-06 ; -2.17410e-03 ; 8.25221e+02 
2.28662e+02 ; 6.93047e-02 ; -2.27999e-03 ; 3.26043e-06 ; -2.17193e-03 ; 8.26238e+02 
2.28748e+02 ; 6.83459e-02 ; -2.27720e-03 ; 3.21584e-06 ; -2.16789e-03 ; 8.27240e+02 
2.28857e+02 ; 6.86062e-02 ; -2.27494e-03 ; 3.22874e-06 ; -2.16275e-03 ; 8.28224e+02 
2.28918e+02 ; 6.67772e-02 ; -2.26854e-03 ; 3.14302e-06 ; -2.15991e-03 ; 8.29240e+02 
2.29010e+02 ; 6.55582e-02 ; -2.26572e-03 ; 3.08617e-06 ; -2.15560e-03 ; 8.30256e+02 
2.29092e+02 ; 6.56084e-02 ; -2.26259e-03 ; 3.08901e-06 ; -2.15172e-03 ; 8.31256e+02 
2.29155e+02 ; 6.58801e-02 ; -2.25837e-03 ; 3.10217e-06 ; -2.14877e-03 ; 8.32287e+02 
2.29220e+02 ; 6.57658e-02 ; -2.25643e-03 ; 3.09716e-06 ; -2.14570e-03 ; 8.33273e+02 
2.29309e+02 ; 6.63632e-02 ; -2.25158e-03 ; 3.12581e-06 ; -2.14154e-03 ; 8.34290e+02 
2.29373e+02 ; 6.56140e-02 ; -2.24841e-03 ; 3.09089e-06 ; -2.13852e-03 ; 8.35288e+02 
2.29452e+02 ; 6.60889e-02 ; -2.24563e-03 ; 3.11372e-06 ; -2.13479e-03 ; 8.36305e+02 
2.29537e+02 ; 6.61738e-02 ; -2.24097e-03 ; 3.11822e-06 ; -2.13079e-03 ; 8.37303e+02 
2.29581e+02 ; 6.65712e-02 ; -2.23684e-03 ; 3.13720e-06 ; -2.12875e-03 ; 8.38319e+02 
2.29659e+02 ; 6.61392e-02 ; -2.23437e-03 ; 3.11729e-06 ; -2.12508e-03 ; 8.39334e+02 
2.29758e+02 ; 6.63368e-02 ; -2.23299e-03 ; 3.12719e-06 ; -2.12042e-03 ; 8.40348e+02 
2.29819e+02 ; 6.63716e-02 ; -2.22879e-03 ; 3.12919e-06 ; -2.11756e-03 ; 8.41347e+02 
2.29920e+02 ; 6.70281e-02 ; -2.22459e-03 ; 3.16073e-06 ; -2.11280e-03 ; 8.42363e+02 
2.29972e+02 ; 6.67504e-02 ; -2.22005e-03 ; 3.14794e-06 ; -2.11037e-03 ; 8.43380e+02 
2.30043e+02 ; 6.60756e-02 ; -2.21815e-03 ; 3.11653e-06 ; -2.10703e-03 ; 8.44393e+02 
2.30136e+02 ; 6.62132e-02 ; -2.21338e-03 ; 3.12356e-06 ; -2.10267e-03 ; 8.45409e+02 
2.30228e+02 ; 6.58889e-02 ; -2.21029e-03 ; 3.10880e-06 ; -2.09832e-03 ; 8.46421e+02 
2.30271e+02 ; 6.53617e-02 ; -2.20797e-03 ; 3.08417e-06 ; -2.09631e-03 ; 8.47437e+02 
2.30388e+02 ; 6.49768e-02 ; -2.20191e-03 ; 3.06669e-06 ; -2.09080e-03 ; 8.48453e+02 
2.30425e+02 ; 6.54519e-02 ; -2.19909e-03 ; 3.08932e-06 ; -2.08909e-03 ; 8.49468e+02 
2.30491e+02 ; 6.56064e-02 ; -2.19694e-03 ; 3.09700e-06 ; -2.08595e-03 ; 8.50471e+02 
2.30569e+02 ; 6.68510e-02 ; -2.19327e-03 ; 3.15621e-06 ; -2.08229e-03 ; 8.51472e+02 
2.30631e+02 ; 6.71302e-02 ; -2.18962e-03 ; 3.16976e-06 ; -2.07939e-03 ; 8.52470e+02 
2.30719e+02 ; 6.72258e-02 ; -2.18673e-03 ; 3.17479e-06 ; -2.07525e-03 ; 8.53487e+02 
2.30832e+02 ; 6.66853e-02 ; -2.18135e-03 ; 3.14994e-06 ; -2.06993e-03 ; 8.54490e+02 
2.30847e+02 ; 6.62860e-02 ; -2.17890e-03 ; 3.13116e-06 ; -2.06926e-03 ; 8.55475e+02 
2.30956e+02 ; 6.52186e-02 ; -2.17609e-03 ; 3.08136e-06 ; -2.06413e-03 ; 8.56493e+02 
2.30982e+02 ; 6.50148e-02 ; -2.17277e-03 ; 3.07189e-06 ; -2.06289e-03 ; 8.57493e+02 
2.31101e+02 ; 6.67215e-02 ; -2.16838e-03 ; 3.15323e-06 ; -2.05731e-03 ; 8.58494e+02 
2.31140e+02 ; 6.54180e-02 ; -2.16690e-03 ; 3.09185e-06 ; -2.05546e-03 ; 8.59508e+02 
2.31223e+02 ; 6.26094e-02 ; -2.16192e-03 ; 2.95957e-06 ; -2.05159e-03 ; 8.60523e+02 
2.31303e+02 ; 6.26012e-02 ; -2.15823e-03 ; 2.95962e-06 ; -2.04780e-03 ; 8.61540e+02 
2.31352e+02 ; 6.29819e-02 ; -2.15541e-03 ; 2.97790e-06 ; -2.04549e-03 ; 8.62525e+02 
2.31427e+02 ; 6.45671e-02 ; -2.15266e-03 ; 3.05328e-06 ; -2.04199e-03 ; 8.63538e+02 
2.31486e+02 ; 6.66567e-02 ; -2.14835e-03 ; 3.15244e-06 ; -2.03920e-03 ; 8.64544e+02 
2.31595e+02 ; 6.61272e-02 ; -2.14478e-03 ; 3.12803e-06 ; -2.03409e-03 ; 8.65559e+02 
2.31649e+02 ; 6.51209e-02 ; -2.13969e-03 ; 3.08074e-06 ; -2.03153e-03 ; 8.66575e+02 
2.31748e+02 ; 6.53167e-02 ; -2.13857e-03 ; 3.09058e-06 ; -2.02687e-03 ; 8.67576e+02 
2.31792e+02 ; 6.53929e-02 ; -2.13446e-03 ; 3.09444e-06 ; -2.02485e-03 ; 8.68591e+02 
2.31868e+02 ; 6.50711e-02 ; -2.13138e-03 ; 3.07965e-06 ; -2.02126e-03 ; 8.69591e+02 
2.31960e+02 ; 6.40358e-02 ; -2.12801e-03 ; 3.03118e-06 ; -2.01694e-03 ; 8.70606e+02 
2.32005e+02 ; 6.43220e-02 ; -2.12396e-03 ; 3.04498e-06 ; -2.01481e-03 ; 8.71624e+02 
2.32145e+02 ; 6.30434e-02 ; -2.11911e-03 ; 2.98524e-06 ; -2.00822e-03 ; 8.72624e+02 
2.32168e+02 ; 6.17463e-02 ; -2.11777e-03 ; 2.92394e-06 ; -2.00713e-03 ; 8.73639e+02 
2.32231e+02 ; 6.36073e-02 ; -2.11273e-03 ; 3.01242e-06 ; -2.00418e-03 ; 8.74655e+02 
2.32318e+02 ; 6.54910e-02 ; -2.11032e-03 ; 3.10214e-06 ; -2.00011e-03 ; 8.75656e+02 
2.32411e+02 ; 6.53478e-02 ; -2.10730e-03 ; 3.09590e-06 ; -1.99571e-03 ; 8.76640e+02 
2.32476e+02 ; 6.56069e-02 ; -2.10394e-03 ; 3.10855e-06 ; -1.99270e-03 ; 8.77657e+02 
2.32518e+02 ; 6.39956e-02 ; -2.09988e-03 ; 3.03244e-06 ; -1.99071e-03 ; 8.78657e+02 
2.32583e+02 ; 6.29312e-02 ; -2.09506e-03 ; 2.98237e-06 ; -1.98767e-03 ; 8.79672e+02 
2.32646e+02 ; 6.41036e-02 ; -2.09197e-03 ; 3.03829e-06 ; -1.98470e-03 ; 8.80686e+02 
2.32774e+02 ; 6.39198e-02 ; -2.09044e-03 ; 3.03031e-06 ; -1.97869e-03 ; 8.81703e+02 
2.32844e+02 ; 6.36321e-02 ; -2.08674e-03 ; 3.01706e-06 ; -1.97540e-03 ; 8.82703e+02 
2.32918e+02 ; 6.51261e-02 ; -2.08530e-03 ; 3.08834e-06 ; -1.97189e-03 ; 8.83719e+02 
2.32929e+02 ; 6.44359e-02 ; -2.07971e-03 ; 3.05567e-06 ; -1.97138e-03 ; 8.84719e+02 
2.33038e+02 ; 6.12562e-02 ; -2.07683e-03 ; 2.90547e-06 ; -1.96624e-03 ; 8.85733e+02 
2.33111e+02 ; 6.26980e-02 ; -2.07322e-03 ; 2.97427e-06 ; -1.96281e-03 ; 8.86750e+02 
2.33189e+02 ; 6.25495e-02 ; -2.06870e-03 ; 2.96766e-06 ; -1.95912e-03 ; 8.87750e+02 
2.33280e+02 ; 6.30387e-02 ; -2.06650e-03 ; 2.99139e-06 ; -1.95477e-03 ; 8.88754e+02 
2.33302e+02 ; 6.30639e-02 ; -2.06407e-03 ; 2.99272e-06 ; -1.95372e-03 ; 8.89763e+02 
2.33416e+02 ; 6.43894e-02 ; -2.06041e-03 ; 3.05628e-06 ; -1.94827e-03 ; 8.90780e+02 
2.33466e+02 ; 6.31282e-02 ; -2.05621e-03 ; 2.99671e-06 ; -1.94587e-03 ; 8.91780e+02 
2.33538e+02 ; 6.34837e-02 ; -2.05178e-03 ; 3.01400e-06 ; -1.94242e-03 ; 8.92779e+02 
2.33626e+02 ; 6.25724e-02 ; -2.05019e-03 ; 2.97123e-06 ; -1.93819e-03 ; 8.93794e+02 
