T;dTdt [K/s];V [Volt];dV/dt [Volt/s];IntdTdt [V];etime [s]
2.81949e+02 ; 3.64260e-03 ; 3.26651e-04 ; 1.85364e-07 ; 4.46099e-04 ; 2.19685e+03 
2.81986e+02 ; 3.28061e-03 ; 3.26663e-04 ; 1.66949e-07 ; 4.47965e-04 ; 2.19784e+03 
2.82011e+02 ; 4.50256e-03 ; 3.27426e-04 ; 2.29140e-07 ; 4.49246e-04 ; 2.19886e+03 
2.82025e+02 ; 3.60642e-03 ; 3.29238e-04 ; 1.83537e-07 ; 4.49973e-04 ; 2.19987e+03 
2.82032e+02 ; 1.88772e-03 ; 3.29304e-04 ; 9.60698e-08 ; 4.50337e-04 ; 2.20089e+03 
2.82041e+02 ; 4.68806e-03 ; 3.29137e-04 ; 2.38587e-07 ; 4.50772e-04 ; 2.20190e+03 
2.82052e+02 ; 4.70347e-03 ; 3.31122e-04 ; 2.39374e-07 ; 4.51356e-04 ; 2.20291e+03 
2.82102e+02 ; 3.65201e-03 ; 3.32868e-04 ; 1.85871e-07 ; 4.53854e-04 ; 2.20391e+03 
2.82074e+02 ; 4.57521e-03 ; 3.30931e-04 ; 2.32851e-07 ; 4.52453e-04 ; 2.20493e+03 
2.82071e+02 ; 3.34994e-03 ; 3.33410e-04 ; 1.70492e-07 ; 4.52286e-04 ; 2.20594e+03 
2.82131e+02 ; 3.81485e-03 ; 3.35920e-04 ; 1.94164e-07 ; 4.55320e-04 ; 2.20695e+03 
2.82181e+02 ; 2.31278e-03 ; 3.34287e-04 ; 1.17719e-07 ; 4.57865e-04 ; 2.20796e+03 
2.82139e+02 ; 2.66971e-03 ; 3.35508e-04 ; 1.35881e-07 ; 4.55725e-04 ; 2.20897e+03 
2.82183e+02 ; 2.94965e-03 ; 3.37422e-04 ; 1.50136e-07 ; 4.57996e-04 ; 2.20999e+03 
2.82182e+02 ; 3.09217e-03 ; 3.32266e-04 ; 1.57390e-07 ; 4.57925e-04 ; 2.21098e+03 
2.82177e+02 ; 2.19844e-03 ; 3.40307e-04 ; 1.11899e-07 ; 4.57668e-04 ; 2.21199e+03 
2.82252e+02 ; 1.95526e-03 ; 3.38447e-04 ; 9.95283e-08 ; 4.61489e-04 ; 2.21299e+03 
2.82243e+02 ; 2.34412e-03 ; 3.41356e-04 ; 1.19322e-07 ; 4.61000e-04 ; 2.21401e+03 
2.82226e+02 ; 1.51895e-03 ; 3.37535e-04 ; 7.73170e-08 ; 4.60160e-04 ; 2.21501e+03 
2.82284e+02 ; 1.52274e-03 ; 3.40867e-04 ; 7.75142e-08 ; 4.63098e-04 ; 2.21601e+03 
2.82278e+02 ; 1.91875e-03 ; 3.42268e-04 ; 9.76726e-08 ; 4.62800e-04 ; 2.21702e+03 
2.82335e+02 ; 2.21853e-03 ; 3.41403e-04 ; 1.12939e-07 ; 4.65685e-04 ; 2.21802e+03 
2.82316e+02 ; 3.20222e-03 ; 3.43025e-04 ; 1.63012e-07 ; 4.64708e-04 ; 2.21902e+03 
2.82290e+02 ; 3.27411e-03 ; 3.45486e-04 ; 1.66668e-07 ; 4.63384e-04 ; 2.22002e+03 
2.82316e+02 ; 3.10060e-03 ; 3.47012e-04 ; 1.57840e-07 ; 4.64737e-04 ; 2.22104e+03 
2.82340e+02 ; 3.26291e-03 ; 3.45987e-04 ; 1.66106e-07 ; 4.65941e-04 ; 2.22205e+03 
2.82338e+02 ; 3.17398e-03 ; 3.50255e-04 ; 1.61578e-07 ; 4.65828e-04 ; 2.22307e+03 
2.82347e+02 ; 2.28203e-03 ; 3.46512e-04 ; 1.16173e-07 ; 4.66299e-04 ; 2.22407e+03 
2.82400e+02 ; 2.57901e-03 ; 3.48788e-04 ; 1.31298e-07 ; 4.68987e-04 ; 2.22508e+03 
2.82368e+02 ; 3.35338e-03 ; 3.49051e-04 ; 1.70716e-07 ; 4.67360e-04 ; 2.22609e+03 
2.82413e+02 ; 2.34318e-03 ; 3.51459e-04 ; 1.19293e-07 ; 4.69649e-04 ; 2.22711e+03 
2.82422e+02 ; 3.11741e-03 ; 3.50094e-04 ; 1.58711e-07 ; 4.70066e-04 ; 2.22812e+03 
2.82480e+02 ; 2.90463e-03 ; 3.48788e-04 ; 1.47887e-07 ; 4.73016e-04 ; 2.22914e+03 
2.82485e+02 ; 2.93167e-03 ; 3.54242e-04 ; 1.49264e-07 ; 4.73261e-04 ; 2.23014e+03 
2.82485e+02 ; 2.73729e-03 ; 3.53628e-04 ; 1.39368e-07 ; 4.73285e-04 ; 2.23114e+03 
2.82478e+02 ; 2.81406e-03 ; 3.54510e-04 ; 1.43275e-07 ; 4.72945e-04 ; 2.23215e+03 
2.82515e+02 ; 3.25736e-03 ; 3.54177e-04 ; 1.65852e-07 ; 4.74828e-04 ; 2.23317e+03 
2.82557e+02 ; 3.32074e-03 ; 3.56322e-04 ; 1.69086e-07 ; 4.76956e-04 ; 2.23418e+03 
2.82542e+02 ; 3.06071e-03 ; 3.55631e-04 ; 1.55843e-07 ; 4.76187e-04 ; 2.23520e+03 
2.82532e+02 ; 2.63060e-03 ; 3.56620e-04 ; 1.33942e-07 ; 4.75651e-04 ; 2.23621e+03 
2.82585e+02 ; 2.42284e-03 ; 3.58516e-04 ; 1.23370e-07 ; 4.78375e-04 ; 2.23721e+03 
2.82594e+02 ; 2.53547e-03 ; 3.59154e-04 ; 1.29106e-07 ; 4.78822e-04 ; 2.23823e+03 
2.82605e+02 ; 1.56144e-03 ; 3.60960e-04 ; 7.95094e-08 ; 4.79376e-04 ; 2.23921e+03 
2.82583e+02 ; 2.77568e-03 ; 3.60143e-04 ; 1.41336e-07 ; 4.78256e-04 ; 2.24023e+03 
2.82619e+02 ; 3.25759e-03 ; 3.60650e-04 ; 1.65880e-07 ; 4.80097e-04 ; 2.24123e+03 
2.82626e+02 ; 2.61379e-03 ; 3.62450e-04 ; 1.33098e-07 ; 4.80431e-04 ; 2.24223e+03 
2.82649e+02 ; 2.51986e-03 ; 3.63058e-04 ; 1.28318e-07 ; 4.81605e-04 ; 2.24325e+03 
2.82658e+02 ; 3.30495e-03 ; 3.62784e-04 ; 1.68298e-07 ; 4.82058e-04 ; 2.24425e+03 
2.82690e+02 ; 2.74888e-03 ; 3.66324e-04 ; 1.39986e-07 ; 4.83656e-04 ; 2.24525e+03 
2.82698e+02 ; 1.65350e-03 ; 3.64655e-04 ; 8.42047e-08 ; 4.84091e-04 ; 2.24625e+03 
2.82758e+02 ; 2.91873e-03 ; 3.64703e-04 ; 1.48645e-07 ; 4.87113e-04 ; 2.24726e+03 
2.82746e+02 ; 1.70366e-03 ; 3.66384e-04 ; 8.67632e-08 ; 4.86541e-04 ; 2.24825e+03 
2.82772e+02 ; 2.61727e-03 ; 3.68017e-04 ; 1.33294e-07 ; 4.87852e-04 ; 2.24926e+03 
2.82791e+02 ; 2.70225e-03 ; 3.68601e-04 ; 1.37625e-07 ; 4.88776e-04 ; 2.25028e+03 
2.82786e+02 ; 2.93908e-03 ; 3.68982e-04 ; 1.49686e-07 ; 4.88561e-04 ; 2.25129e+03 
2.82802e+02 ; 3.44359e-03 ; 3.69078e-04 ; 1.75383e-07 ; 4.89342e-04 ; 2.25232e+03 
2.82768e+02 ; 2.92533e-03 ; 3.69918e-04 ; 1.48983e-07 ; 4.87637e-04 ; 2.25331e+03 
2.82802e+02 ; 3.47065e-03 ; 3.72171e-04 ; 1.76761e-07 ; 4.89372e-04 ; 2.25434e+03 
2.82818e+02 ; 7.31974e-04 ; 3.72803e-04 ; 3.72802e-08 ; 4.90183e-04 ; 2.25536e+03 
2.82878e+02 ; -3.19596e-04 ; 3.71683e-04 ; -1.62783e-08 ; 4.93204e-04 ; 2.25636e+03 
2.82861e+02 ; 3.80317e-04 ; 3.73667e-04 ; 1.93708e-08 ; 4.92358e-04 ; 2.25736e+03 
2.82888e+02 ; 5.36520e-04 ; 3.74007e-04 ; 2.73274e-08 ; 4.93699e-04 ; 2.25836e+03 
2.82869e+02 ; 2.41113e-03 ; 3.74889e-04 ; 1.22808e-07 ; 4.92740e-04 ; 2.25934e+03 
2.82928e+02 ; 2.67870e-03 ; 3.75444e-04 ; 1.36443e-07 ; 4.95726e-04 ; 2.26038e+03 
2.82934e+02 ; 3.45034e-03 ; 3.73828e-04 ; 1.75749e-07 ; 4.96054e-04 ; 2.26139e+03 
2.82957e+02 ; 2.35186e-03 ; 3.77411e-04 ; 1.19799e-07 ; 4.97210e-04 ; 2.26238e+03 
2.82951e+02 ; 2.77909e-03 ; 3.77482e-04 ; 1.41560e-07 ; 4.96936e-04 ; 2.26339e+03 
2.82991e+02 ; 2.38821e-03 ; 3.77411e-04 ; 1.21655e-07 ; 4.98921e-04 ; 2.26441e+03 
2.82990e+02 ; 2.58084e-03 ; 3.82054e-04 ; 1.31467e-07 ; 4.98867e-04 ; 2.26541e+03 
2.82978e+02 ; 2.69899e-03 ; 3.79074e-04 ; 1.37484e-07 ; 4.98277e-04 ; 2.26642e+03 
2.82983e+02 ; 2.62723e-03 ; 3.80403e-04 ; 1.33829e-07 ; 4.98557e-04 ; 2.26744e+03 
2.83046e+02 ; 3.13867e-03 ; 3.80832e-04 ; 1.59892e-07 ; 5.01752e-04 ; 2.26845e+03 
2.83109e+02 ; 3.44203e-03 ; 3.80248e-04 ; 1.75356e-07 ; 5.04899e-04 ; 2.26947e+03 
2.83092e+02 ; 3.12309e-03 ; 3.83592e-04 ; 1.59105e-07 ; 5.04064e-04 ; 2.27047e+03 
2.83093e+02 ; 2.47131e-03 ; 3.83389e-04 ; 1.25900e-07 ; 5.04124e-04 ; 2.27147e+03 
2.83084e+02 ; 2.53646e-03 ; 3.83580e-04 ; 1.29218e-07 ; 5.03641e-04 ; 2.27248e+03 
2.83151e+02 ; 2.51090e-03 ; 3.83955e-04 ; 1.27925e-07 ; 5.07045e-04 ; 2.27351e+03 
2.83104e+02 ; 1.94148e-03 ; 3.85910e-04 ; 9.89094e-08 ; 5.04661e-04 ; 2.27451e+03 
2.83149e+02 ; 2.05950e-03 ; 3.86494e-04 ; 1.04926e-07 ; 5.06937e-04 ; 2.27551e+03 
2.83167e+02 ; 1.65330e-03 ; 3.87067e-04 ; 8.42330e-08 ; 5.07873e-04 ; 2.27651e+03 
2.83183e+02 ; 1.74930e-03 ; 3.89039e-04 ; 8.91255e-08 ; 5.08672e-04 ; 2.27753e+03 
2.83190e+02 ; 1.88227e-03 ; 3.88676e-04 ; 9.59009e-08 ; 5.09041e-04 ; 2.27853e+03 
2.83135e+02 ; 2.33159e-03 ; 3.90321e-04 ; 1.18787e-07 ; 5.06228e-04 ; 2.27953e+03 
2.83219e+02 ; 2.67738e-03 ; 3.93444e-04 ; 1.36415e-07 ; 5.10538e-04 ; 2.28053e+03 
2.83245e+02 ; 2.36114e-03 ; 3.91370e-04 ; 1.20306e-07 ; 5.11855e-04 ; 2.28154e+03 
2.83278e+02 ; 2.00184e-03 ; 3.87067e-04 ; 1.02002e-07 ; 5.13559e-04 ; 2.28254e+03 
2.83259e+02 ; 1.16978e-03 ; 3.93850e-04 ; 5.96038e-08 ; 5.12570e-04 ; 2.28355e+03 
2.83279e+02 ; 2.12434e-03 ; 3.93891e-04 ; 1.08243e-07 ; 5.13589e-04 ; 2.28457e+03 
2.83273e+02 ; 1.74196e-03 ; 3.94094e-04 ; 8.87594e-08 ; 5.13321e-04 ; 2.28557e+03 
2.83305e+02 ; 2.44983e-03 ; 3.95316e-04 ; 1.24832e-07 ; 5.14936e-04 ; 2.28659e+03 
2.83309e+02 ; 2.13366e-03 ; 3.94159e-04 ; 1.08722e-07 ; 5.15157e-04 ; 2.28760e+03 
2.83359e+02 ; 1.34182e-03 ; 3.96365e-04 ; 6.83764e-08 ; 5.17702e-04 ; 2.28861e+03 
2.83336e+02 ; 8.55200e-04 ; 3.98177e-04 ; 4.35783e-08 ; 5.16498e-04 ; 2.28963e+03 
2.83340e+02 ; -1.16141e-03 ; 3.96532e-04 ; -5.91821e-08 ; 5.16736e-04 ; 2.29063e+03 
2.83385e+02 ; -2.81375e-04 ; 3.97819e-04 ; -1.43387e-08 ; 5.19049e-04 ; 2.29164e+03 
2.83366e+02 ; 1.14981e-03 ; 3.99649e-04 ; 5.85925e-08 ; 5.18078e-04 ; 2.29266e+03 
2.83380e+02 ; 5.07584e-04 ; 3.99917e-04 ; 2.58660e-08 ; 5.18757e-04 ; 2.29367e+03 
2.83414e+02 ; 5.67139e-04 ; 3.98666e-04 ; 2.89019e-08 ; 5.20527e-04 ; 2.29467e+03 
2.83434e+02 ; 9.16909e-04 ; 4.00638e-04 ; 4.67274e-08 ; 5.21535e-04 ; 2.29569e+03 
2.83433e+02 ; 1.80128e-03 ; 4.02933e-04 ; 9.17962e-08 ; 5.21505e-04 ; 2.29669e+03 
2.83467e+02 ; 1.57999e-03 ; 4.02367e-04 ; 8.05217e-08 ; 5.23245e-04 ; 2.29770e+03 
2.83420e+02 ; 1.35333e-03 ; 4.04394e-04 ; 6.89670e-08 ; 5.20807e-04 ; 2.29870e+03 
2.83470e+02 ; -4.46841e-04 ; 4.06265e-04 ; -2.27726e-08 ; 5.23400e-04 ; 2.29971e+03 
2.83485e+02 ; -2.01898e-04 ; 4.04227e-04 ; -1.02896e-08 ; 5.24175e-04 ; 2.30071e+03 
2.83486e+02 ; -1.32945e-04 ; 4.05544e-04 ; -6.77547e-09 ; 5.24205e-04 ; 2.30173e+03 
2.83545e+02 ; 9.97900e-04 ; 4.05598e-04 ; 5.08604e-08 ; 5.27227e-04 ; 2.30273e+03 
2.83547e+02 ; 2.14254e-03 ; 4.07034e-04 ; 1.09200e-07 ; 5.27334e-04 ; 2.30373e+03 
2.83552e+02 ; 2.09894e-03 ; 4.07481e-04 ; 1.06978e-07 ; 5.27590e-04 ; 2.30475e+03 
2.83560e+02 ; 3.06538e-03 ; 4.07678e-04 ; 1.56237e-07 ; 5.28014e-04 ; 2.30574e+03 
2.83568e+02 ; 2.17504e-03 ; 4.08870e-04 ; 1.10858e-07 ; 5.28425e-04 ; 2.30676e+03 
2.83588e+02 ; -3.30404e-04 ; 4.08649e-04 ; -1.68406e-08 ; 5.29408e-04 ; 2.30776e+03 
2.83580e+02 ; 1.27202e-03 ; 4.11725e-04 ; 6.48340e-08 ; 5.29021e-04 ; 2.30878e+03 
2.83617e+02 ; 2.15176e-03 ; 4.10855e-04 ; 1.09677e-07 ; 5.30904e-04 ; 2.30979e+03 
2.83607e+02 ; 2.49599e-03 ; 4.12351e-04 ; 1.27222e-07 ; 5.30374e-04 ; 2.31079e+03 
2.83641e+02 ; 2.09048e-03 ; 4.10986e-04 ; 1.06557e-07 ; 5.32144e-04 ; 2.31180e+03 
2.83660e+02 ; 1.93104e-03 ; 4.12714e-04 ; 9.84311e-08 ; 5.33134e-04 ; 2.31282e+03 
2.83676e+02 ; 2.04022e-03 ; 4.12828e-04 ; 1.03998e-07 ; 5.33938e-04 ; 2.31383e+03 
2.83697e+02 ; 1.78867e-03 ; 4.15999e-04 ; 9.11774e-08 ; 5.34981e-04 ; 2.31485e+03 
2.83713e+02 ; 1.59946e-03 ; 4.12571e-04 ; 8.15340e-08 ; 5.35804e-04 ; 2.31585e+03 
2.83712e+02 ; 2.33357e-03 ; 4.17566e-04 ; 1.18956e-07 ; 5.35798e-04 ; 2.31686e+03 
2.83738e+02 ; 3.05933e-03 ; 4.16440e-04 ; 1.55956e-07 ; 5.37085e-04 ; 2.31786e+03 
2.83710e+02 ; 2.48306e-03 ; 4.19956e-04 ; 1.26575e-07 ; 5.35673e-04 ; 2.31887e+03 
2.83787e+02 ; 1.55412e-03 ; 4.18025e-04 ; 7.92283e-08 ; 5.39595e-04 ; 2.31989e+03 
2.83776e+02 ; -5.75764e-04 ; 4.19050e-04 ; -2.93519e-08 ; 5.39070e-04 ; 2.32089e+03 
2.83793e+02 ; 7.84216e-04 ; 4.19426e-04 ; 3.99792e-08 ; 5.39929e-04 ; 2.32191e+03 
2.83789e+02 ; 1.36440e-03 ; 4.21661e-04 ; 6.95566e-08 ; 5.39720e-04 ; 2.32291e+03 
2.83798e+02 ; 2.52971e-03 ; 4.20600e-04 ; 1.28965e-07 ; 5.40155e-04 ; 2.32392e+03 
2.83856e+02 ; 2.30126e-03 ; 4.19402e-04 ; 1.17325e-07 ; 5.43147e-04 ; 2.32493e+03 
2.83853e+02 ; 2.34043e-03 ; 4.19319e-04 ; 1.19322e-07 ; 5.42980e-04 ; 2.32595e+03 
2.83863e+02 ; 1.70015e-03 ; 4.23562e-04 ; 8.66792e-08 ; 5.43505e-04 ; 2.32695e+03 
2.83864e+02 ; 2.00069e-03 ; 4.25500e-04 ; 1.02002e-07 ; 5.43582e-04 ; 2.32796e+03 
2.83894e+02 ; 2.72909e-03 ; 4.26006e-04 ; 1.39142e-07 ; 5.45096e-04 ; 2.32896e+03 
2.83920e+02 ; 1.23685e-03 ; 4.25941e-04 ; 6.30623e-08 ; 5.46425e-04 ; 2.32998e+03 
2.83920e+02 ; 1.59529e-03 ; 4.24904e-04 ; 8.13377e-08 ; 5.46437e-04 ; 2.33098e+03 
2.83937e+02 ; 7.55981e-04 ; 4.28980e-04 ; 3.85453e-08 ; 5.47302e-04 ; 2.33200e+03 
2.83930e+02 ; 1.44473e-03 ; 4.27681e-04 ; 7.36623e-08 ; 5.46956e-04 ; 2.33299e+03 
2.83956e+02 ; 1.61122e-03 ; 4.28188e-04 ; 8.21528e-08 ; 5.48273e-04 ; 2.33401e+03 
2.83966e+02 ; 1.74904e-03 ; 4.28975e-04 ; 8.91811e-08 ; 5.48786e-04 ; 2.33501e+03 
2.84015e+02 ; 1.27423e-03 ; 4.31192e-04 ; 6.49745e-08 ; 5.51313e-04 ; 2.33601e+03 
2.84002e+02 ; 6.95284e-04 ; 4.29946e-04 ; 3.54528e-08 ; 5.50645e-04 ; 2.33701e+03 
2.83999e+02 ; 2.87713e-03 ; 4.31245e-04 ; 1.46706e-07 ; 5.50491e-04 ; 2.33801e+03 
2.84023e+02 ; 1.32218e-03 ; 4.29732e-04 ; 6.74198e-08 ; 5.51677e-04 ; 2.33901e+03 
2.84039e+02 ; 1.46828e-03 ; 4.28581e-04 ; 7.48708e-08 ; 5.52517e-04 ; 2.34004e+03 
2.84083e+02 ; 1.73121e-03 ; 4.34554e-04 ; 8.82821e-08 ; 5.54788e-04 ; 2.34106e+03 
2.84085e+02 ; 1.17105e-03 ; 4.33844e-04 ; 5.97170e-08 ; 5.54889e-04 ; 2.34206e+03 
2.84096e+02 ; 5.85517e-04 ; 4.29076e-04 ; 2.98585e-08 ; 5.55426e-04 ; 2.34307e+03 
2.84117e+02 ; 5.07752e-04 ; 4.36616e-04 ; 2.58934e-08 ; 5.56493e-04 ; 2.34407e+03 
2.84109e+02 ; 9.59310e-04 ; 4.36604e-04 ; 4.89208e-08 ; 5.56081e-04 ; 2.34509e+03 
2.84147e+02 ; 1.37661e-03 ; 4.37635e-04 ; 7.02038e-08 ; 5.58031e-04 ; 2.34609e+03 
2.84186e+02 ; 7.06183e-04 ; 4.34613e-04 ; 3.60151e-08 ; 5.60057e-04 ; 2.34710e+03 
2.84149e+02 ; 1.15001e-03 ; 4.38374e-04 ; 5.86481e-08 ; 5.58138e-04 ; 2.34810e+03 
2.84168e+02 ; 1.62246e-03 ; 4.38642e-04 ; 8.27434e-08 ; 5.59133e-04 ; 2.34911e+03 
2.84239e+02 ; 1.12511e-03 ; 4.38732e-04 ; 5.73830e-08 ; 5.62763e-04 ; 2.35012e+03 
2.84226e+02 ; 1.25412e-03 ; 4.38666e-04 ; 6.39623e-08 ; 5.62084e-04 ; 2.35114e+03 
2.84209e+02 ; 1.64884e-03 ; 4.37528e-04 ; 8.40925e-08 ; 5.61237e-04 ; 2.35215e+03 
2.84217e+02 ; 9.84550e-04 ; 4.43303e-04 ; 5.02132e-08 ; 5.61619e-04 ; 2.35317e+03 
2.84230e+02 ; 9.79024e-04 ; 4.43059e-04 ; 4.99321e-08 ; 5.62298e-04 ; 2.35417e+03 
2.84259e+02 ; 6.27318e-04 ; 4.43178e-04 ; 3.19953e-08 ; 5.63759e-04 ; 2.35517e+03 
2.84278e+02 ; 7.65659e-04 ; 4.44388e-04 ; 3.90519e-08 ; 5.64760e-04 ; 2.35616e+03 
2.84300e+02 ; -2.68433e-04 ; 4.43810e-04 ; -1.36915e-08 ; 5.65869e-04 ; 2.35718e+03 
2.84300e+02 ; 7.24304e-04 ; 4.46284e-04 ; 3.69434e-08 ; 5.65892e-04 ; 2.35818e+03 
2.84337e+02 ; 4.98838e-04 ; 4.44490e-04 ; 2.54443e-08 ; 5.67752e-04 ; 2.35918e+03 
2.84318e+02 ; 6.32793e-04 ; 4.46677e-04 ; 3.22764e-08 ; 5.66792e-04 ; 2.36020e+03 
2.84358e+02 ; 1.35096e-03 ; 4.47345e-04 ; 6.89104e-08 ; 5.68861e-04 ; 2.36120e+03 
2.84380e+02 ; 7.84872e-04 ; 4.47845e-04 ; 4.00358e-08 ; 5.69951e-04 ; 2.36221e+03 
2.84363e+02 ; 1.21977e-03 ; 4.47941e-04 ; 6.22189e-08 ; 5.69123e-04 ; 2.36323e+03 
2.84327e+02 ; 1.13492e-03 ; 4.49759e-04 ; 5.78887e-08 ; 5.67275e-04 ; 2.36424e+03 
2.84339e+02 ; 1.25343e-03 ; 4.50081e-04 ; 6.39340e-08 ; 5.67877e-04 ; 2.36526e+03 
2.84382e+02 ; 8.14092e-04 ; 4.50921e-04 ; 4.15264e-08 ; 5.70059e-04 ; 2.36627e+03 
2.84408e+02 ; -6.99814e-05 ; 4.51517e-04 ; -3.56981e-09 ; 5.71406e-04 ; 2.36729e+03 
2.84440e+02 ; 3.83591e-04 ; 4.51875e-04 ; 1.95679e-08 ; 5.73045e-04 ; 2.36830e+03 
2.84434e+02 ; 3.85776e-05 ; 4.50903e-04 ; 1.96792e-09 ; 5.72765e-04 ; 2.36930e+03 
2.84457e+02 ; 5.81998e-04 ; 4.53049e-04 ; 2.96896e-08 ; 5.73921e-04 ; 2.37030e+03 
2.84443e+02 ; 4.94920e-04 ; 4.53746e-04 ; 2.52472e-08 ; 5.73194e-04 ; 2.37132e+03 
2.84468e+02 ; -2.87140e-04 ; 4.56267e-04 ; -1.46481e-08 ; 5.74499e-04 ; 2.37233e+03 
2.84482e+02 ; -4.87745e-04 ; 4.55463e-04 ; -2.48821e-08 ; 5.75197e-04 ; 2.37335e+03 
2.84506e+02 ; -9.30271e-04 ; 4.56518e-04 ; -4.74585e-08 ; 5.76448e-04 ; 2.37436e+03 
2.84523e+02 ; 1.03592e-04 ; 4.53514e-04 ; 5.28491e-09 ; 5.77313e-04 ; 2.37536e+03 
2.84576e+02 ; 1.81840e-04 ; 4.57317e-04 ; 9.27736e-09 ; 5.80001e-04 ; 2.37635e+03 
2.84544e+02 ; 6.72316e-04 ; 4.59278e-04 ; 3.43000e-08 ; 5.78356e-04 ; 2.37738e+03 
2.84594e+02 ; 6.22136e-04 ; 4.56726e-04 ; 3.17415e-08 ; 5.80937e-04 ; 2.37838e+03 
2.84572e+02 ; 6.83318e-04 ; 4.59963e-04 ; 3.48623e-08 ; 5.79816e-04 ; 2.37939e+03 
2.84602e+02 ; 7.36754e-04 ; 4.59337e-04 ; 3.75896e-08 ; 5.81330e-04 ; 2.38041e+03 
2.84589e+02 ; 4.09440e-04 ; 4.59540e-04 ; 2.08896e-08 ; 5.80662e-04 ; 2.38141e+03 
2.84609e+02 ; 8.26519e-06 ; 4.60350e-04 ; 4.21698e-10 ; 5.81711e-04 ; 2.38241e+03 
2.84640e+02 ; 6.22108e-04 ; 4.61364e-04 ; 3.17415e-08 ; 5.83267e-04 ; 2.38341e+03 
2.84640e+02 ; 1.29989e-03 ; 4.64922e-04 ; 6.63236e-08 ; 5.83297e-04 ; 2.38444e+03 
2.84634e+02 ; 1.02769e-03 ; 4.62901e-04 ; 5.24349e-08 ; 5.82969e-04 ; 2.38544e+03 
2.84671e+02 ; -4.17672e-04 ; 4.63569e-04 ; -2.13113e-08 ; 5.84853e-04 ; 2.38644e+03 
2.84678e+02 ; -3.79637e-04 ; 4.64088e-04 ; -1.93708e-08 ; 5.85222e-04 ; 2.38745e+03 
2.84681e+02 ; 2.12680e-04 ; 4.65882e-04 ; 1.08519e-08 ; 5.85401e-04 ; 2.38845e+03 
2.84689e+02 ; 1.14594e-04 ; 4.65017e-04 ; 5.84717e-09 ; 5.85782e-04 ; 2.38945e+03 
2.84715e+02 ; 6.14352e-04 ; 4.66448e-04 ; 3.13481e-08 ; 5.87124e-04 ; 2.39048e+03 
2.84731e+02 ; 1.79612e-04 ; 4.67086e-04 ; 9.16509e-09 ; 5.87934e-04 ; 2.39149e+03 
2.84729e+02 ; -7.27140e-05 ; 4.67986e-04 ; -3.71038e-09 ; 5.87857e-04 ; 2.39251e+03 
2.84748e+02 ; -2.09356e-04 ; 4.68177e-04 ; -1.06830e-08 ; 5.88810e-04 ; 2.39352e+03 
2.84752e+02 ; -7.56482e-04 ; 4.68457e-04 ; -3.86019e-08 ; 5.89013e-04 ; 2.39454e+03 
2.84798e+02 ; -2.72164e-04 ; 4.69559e-04 ; -1.38887e-08 ; 5.91361e-04 ; 2.39555e+03 
2.84726e+02 ; -7.11871e-04 ; 4.70722e-04 ; -3.63245e-08 ; 5.87696e-04 ; 2.39655e+03 
2.84785e+02 ; -1.70230e-04 ; 4.66877e-04 ; -8.68679e-09 ; 5.90700e-04 ; 2.39755e+03 
2.84809e+02 ; -8.22548e-04 ; 4.72414e-04 ; -4.19755e-08 ; 5.91922e-04 ; 2.39857e+03 
2.84825e+02 ; -2.76557e-04 ; 4.72212e-04 ; -1.41132e-08 ; 5.92750e-04 ; 2.39957e+03 
2.84793e+02 ; -5.33868e-04 ; 4.70972e-04 ; -2.72434e-08 ; 5.91141e-04 ; 2.40060e+03 
2.84824e+02 ; -2.18713e-04 ; 4.73159e-04 ; -1.11613e-08 ; 5.92703e-04 ; 2.40160e+03 
2.84865e+02 ; -2.55620e-04 ; 4.75109e-04 ; -1.30453e-08 ; 5.94789e-04 ; 2.40260e+03 
2.84923e+02 ; -1.04943e-03 ; 4.73249e-04 ; -5.35594e-08 ; 5.97769e-04 ; 2.40361e+03 
2.84860e+02 ; 5.01335e-05 ; 4.74912e-04 ; 2.55849e-09 ; 5.94538e-04 ; 2.40463e+03 
2.84887e+02 ; -7.45364e-04 ; 4.76122e-04 ; -3.80396e-08 ; 5.95951e-04 ; 2.40563e+03 
2.84916e+02 ; -2.27510e-04 ; 4.75955e-04 ; -1.16113e-08 ; 5.97423e-04 ; 2.40664e+03 
2.85026e+02 ; 7.76646e-05 ; 4.77880e-04 ; 3.96415e-09 ; 6.03026e-04 ; 2.40766e+03 
2.84943e+02 ; -1.82329e-04 ; 4.78178e-04 ; -9.30566e-09 ; 5.98818e-04 ; 2.40867e+03 
2.84969e+02 ; -3.77883e-04 ; 4.77719e-04 ; -1.92868e-08 ; 6.00153e-04 ; 2.40967e+03 
2.84967e+02 ; -8.99552e-04 ; 4.78041e-04 ; -4.59123e-08 ; 6.00052e-04 ; 2.41069e+03 
2.84964e+02 ; 7.98689e-05 ; 4.82994e-04 ; 4.07642e-09 ; 5.99873e-04 ; 2.41168e+03 
2.85002e+02 ; -1.20193e-03 ; 4.80372e-04 ; -6.13472e-08 ; 6.01810e-04 ; 2.41272e+03 
2.84993e+02 ; -3.38763e-04 ; 4.81748e-04 ; -1.72906e-08 ; 6.01345e-04 ; 2.41371e+03 
2.85002e+02 ; 3.17819e-04 ; 4.80842e-04 ; 1.62217e-08 ; 6.01798e-04 ; 2.41473e+03 
2.85009e+02 ; -2.55029e-04 ; 4.81176e-04 ; -1.30170e-08 ; 6.02186e-04 ; 2.41574e+03 
