T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.01869e+02 ; -3.23156e-02 ; 1.34962e-03 ; -1.67871e-06 ; 1.47066e-03 ; 1.30400e+00 
3.01852e+02 ; -3.16395e-02 ; 1.34876e-03 ; -1.64357e-06 ; 1.46978e-03 ; 2.32300e+00 
3.01838e+02 ; -3.06591e-02 ; 1.34820e-03 ; -1.59262e-06 ; 1.46903e-03 ; 3.27400e+00 
3.01829e+02 ; -3.06744e-02 ; 1.34744e-03 ; -1.59341e-06 ; 1.46859e-03 ; 4.33300e+00 
3.01809e+02 ; -2.95984e-02 ; 1.34597e-03 ; -1.53749e-06 ; 1.46752e-03 ; 5.34300e+00 
3.01797e+02 ; -2.98103e-02 ; 1.34563e-03 ; -1.54848e-06 ; 1.46691e-03 ; 6.34600e+00 
3.01777e+02 ; -2.92749e-02 ; 1.34492e-03 ; -1.52065e-06 ; 1.46587e-03 ; 7.36000e+00 
3.01766e+02 ; -3.00389e-02 ; 1.34422e-03 ; -1.56032e-06 ; 1.46533e-03 ; 8.36300e+00 
3.01753e+02 ; -2.96494e-02 ; 1.34334e-03 ; -1.54008e-06 ; 1.46462e-03 ; 9.37500e+00 
3.01732e+02 ; -3.00575e-02 ; 1.34266e-03 ; -1.56125e-06 ; 1.46353e-03 ; 1.03800e+01 
3.01718e+02 ; -2.97763e-02 ; 1.34223e-03 ; -1.54663e-06 ; 1.46283e-03 ; 1.13860e+01 
3.01704e+02 ; -2.91212e-02 ; 1.34099e-03 ; -1.51258e-06 ; 1.46212e-03 ; 1.23880e+01 
3.01689e+02 ; -3.00921e-02 ; 1.34041e-03 ; -1.56299e-06 ; 1.46131e-03 ; 1.33750e+01 
3.01677e+02 ; -3.04464e-02 ; 1.33966e-03 ; -1.58138e-06 ; 1.46068e-03 ; 1.43340e+01 
3.01661e+02 ; -2.92645e-02 ; 1.33902e-03 ; -1.51997e-06 ; 1.45986e-03 ; 1.53950e+01 
3.01646e+02 ; -2.90721e-02 ; 1.33827e-03 ; -1.50997e-06 ; 1.45907e-03 ; 1.64030e+01 
3.01629e+02 ; -2.85891e-02 ; 1.33771e-03 ; -1.48486e-06 ; 1.45820e-03 ; 1.74130e+01 
3.01615e+02 ; -2.84925e-02 ; 1.33666e-03 ; -1.47983e-06 ; 1.45749e-03 ; 1.84010e+01 
3.01606e+02 ; -2.79671e-02 ; 1.33571e-03 ; -1.45253e-06 ; 1.45702e-03 ; 1.94200e+01 
3.01595e+02 ; -2.85709e-02 ; 1.33554e-03 ; -1.48387e-06 ; 1.45643e-03 ; 2.04100e+01 
3.01576e+02 ; -2.83060e-02 ; 1.33464e-03 ; -1.47010e-06 ; 1.45546e-03 ; 2.14150e+01 
3.01566e+02 ; -2.86533e-02 ; 1.33397e-03 ; -1.48812e-06 ; 1.45495e-03 ; 2.24350e+01 
3.01555e+02 ; -2.97676e-02 ; 1.33324e-03 ; -1.54598e-06 ; 1.45439e-03 ; 2.34240e+01 
3.01530e+02 ; -3.30472e-02 ; 1.33213e-03 ; -1.71628e-06 ; 1.45310e-03 ; 2.44500e+01 
3.01506e+02 ; -3.78829e-02 ; 1.33128e-03 ; -1.96737e-06 ; 1.45184e-03 ; 2.54520e+01 
3.01491e+02 ; -4.01745e-02 ; 1.32995e-03 ; -2.08636e-06 ; 1.45106e-03 ; 2.64580e+01 
3.01461e+02 ; -4.62954e-02 ; 1.32841e-03 ; -2.40418e-06 ; 1.44950e-03 ; 2.74670e+01 
3.01421e+02 ; -5.58424e-02 ; 1.32706e-03 ; -2.89988e-06 ; 1.44742e-03 ; 2.84700e+01 
3.01383e+02 ; -6.12323e-02 ; 1.32489e-03 ; -3.17968e-06 ; 1.44549e-03 ; 2.94280e+01 
3.01329e+02 ; -6.50353e-02 ; 1.32236e-03 ; -3.37702e-06 ; 1.44268e-03 ; 3.04870e+01 
3.01272e+02 ; -7.21169e-02 ; 1.31961e-03 ; -3.74458e-06 ; 1.43972e-03 ; 3.14890e+01 
3.01222e+02 ; -8.05886e-02 ; 1.31692e-03 ; -4.18430e-06 ; 1.43714e-03 ; 3.24970e+01 
3.01144e+02 ; -9.15485e-02 ; 1.31353e-03 ; -4.75308e-06 ; 1.43307e-03 ; 3.35030e+01 
3.01080e+02 ; -1.05158e-01 ; 1.30955e-03 ; -5.45939e-06 ; 1.42980e-03 ; 3.45070e+01 
3.00982e+02 ; -1.17163e-01 ; 1.30448e-03 ; -6.08218e-06 ; 1.42472e-03 ; 3.55130e+01 
3.00872e+02 ; -1.33995e-01 ; 1.29973e-03 ; -6.95541e-06 ; 1.41900e-03 ; 3.65170e+01 
3.00754e+02 ; -1.55107e-01 ; 1.29334e-03 ; -8.05056e-06 ; 1.41287e-03 ; 3.75280e+01 
3.00604e+02 ; -1.73948e-01 ; 1.28552e-03 ; -9.02740e-06 ; 1.40511e-03 ; 3.85320e+01 
3.00427e+02 ; -1.95114e-01 ; 1.27823e-03 ; -1.01245e-05 ; 1.39595e-03 ; 3.95210e+01 
3.00277e+02 ; -2.17243e-01 ; 1.26916e-03 ; -1.12715e-05 ; 1.38819e-03 ; 4.05440e+01 
3.00064e+02 ; -2.35102e-01 ; 1.25837e-03 ; -1.21961e-05 ; 1.37715e-03 ; 4.15480e+01 
2.99830e+02 ; -2.58873e-01 ; 1.24867e-03 ; -1.34268e-05 ; 1.36502e-03 ; 4.25510e+01 
2.99613e+02 ; -2.78173e-01 ; 1.23550e-03 ; -1.44254e-05 ; 1.35376e-03 ; 4.35030e+01 
2.99341e+02 ; -3.04373e-01 ; 1.22160e-03 ; -1.57809e-05 ; 1.33969e-03 ; 4.45610e+01 
2.99089e+02 ; -3.29954e-01 ; 1.20845e-03 ; -1.71039e-05 ; 1.32663e-03 ; 4.55570e+01 
2.98765e+02 ; -3.51653e-01 ; 1.19446e-03 ; -1.82242e-05 ; 1.30987e-03 ; 4.65240e+01 
2.98415e+02 ; -3.78209e-01 ; 1.17696e-03 ; -1.95952e-05 ; 1.29173e-03 ; 4.75800e+01 
2.98104e+02 ; -4.04128e-01 ; 1.15865e-03 ; -2.09327e-05 ; 1.27563e-03 ; 4.85900e+01 
2.97708e+02 ; -4.25120e-01 ; 1.13856e-03 ; -2.20097e-05 ; 1.25510e-03 ; 4.95670e+01 
2.97356e+02 ; -4.50615e-01 ; 1.12025e-03 ; -2.33200e-05 ; 1.23686e-03 ; 5.05430e+01 
2.96917e+02 ; -4.71836e-01 ; 1.09764e-03 ; -2.44057e-05 ; 1.21413e-03 ; 5.15870e+01 
2.96471e+02 ; -4.87525e-01 ; 1.07458e-03 ; -2.52039e-05 ; 1.19102e-03 ; 5.26110e+01 
2.95999e+02 ; -5.03318e-01 ; 1.05426e-03 ; -2.60059e-05 ; 1.16659e-03 ; 5.36150e+01 
2.95589e+02 ; -5.18410e-01 ; 1.02985e-03 ; -2.67728e-05 ; 1.14536e-03 ; 5.46180e+01 
2.95095e+02 ; -5.28960e-01 ; 1.00422e-03 ; -2.73018e-05 ; 1.11974e-03 ; 5.56300e+01 
2.94666e+02 ; -5.39240e-01 ; 9.82273e-04 ; -2.78184e-05 ; 1.09754e-03 ; 5.65860e+01 
2.94147e+02 ; -5.48059e-01 ; 9.56035e-04 ; -2.82561e-05 ; 1.07064e-03 ; 5.76480e+01 
2.93629e+02 ; -5.53813e-01 ; 9.29171e-04 ; -2.85354e-05 ; 1.04383e-03 ; 5.86540e+01 
2.93112e+02 ; -5.60301e-01 ; 9.06515e-04 ; -2.88523e-05 ; 1.01706e-03 ; 5.96580e+01 
2.92655e+02 ; -5.64083e-01 ; 8.79300e-04 ; -2.90316e-05 ; 9.93681e-04 ; 6.06490e+01 
2.92117e+02 ; -5.66026e-01 ; 8.51804e-04 ; -2.91136e-05 ; 9.66108e-04 ; 6.16660e+01 
2.91658e+02 ; -5.67775e-01 ; 8.28510e-04 ; -2.91880e-05 ; 9.42594e-04 ; 6.26560e+01 
2.91116e+02 ; -5.68135e-01 ; 8.01182e-04 ; -2.91882e-05 ; 9.14836e-04 ; 6.36750e+01 
2.90664e+02 ; -5.68951e-01 ; 7.77388e-04 ; -2.92149e-05 ; 8.91697e-04 ; 6.46200e+01 
2.90124e+02 ; -5.70253e-01 ; 7.49636e-04 ; -2.92635e-05 ; 8.64071e-04 ; 6.56660e+01 
2.89592e+02 ; -5.70009e-01 ; 7.22712e-04 ; -2.92330e-05 ; 8.36837e-04 ; 6.66860e+01 
