T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.95385e+02 ; 1.37997e-02 ; 1.01462e-03 ; 7.12500e-07 ; 1.13475e-03 ; 1.35300e+00 
2.95410e+02 ; 1.40214e-02 ; 1.01632e-03 ; 7.23971e-07 ; 1.13608e-03 ; 2.34400e+00 
2.95419e+02 ; 1.44275e-02 ; 1.01680e-03 ; 7.44945e-07 ; 1.13652e-03 ; 3.35000e+00 
2.95462e+02 ; 1.29594e-02 ; 1.01863e-03 ; 6.69175e-07 ; 1.13874e-03 ; 4.36600e+00 
2.95480e+02 ; 1.34752e-02 ; 1.02138e-03 ; 6.95827e-07 ; 1.13971e-03 ; 5.37000e+00 
2.95509e+02 ; 1.31612e-02 ; 1.02144e-03 ; 6.79633e-07 ; 1.14118e-03 ; 6.31700e+00 
2.95499e+02 ; 1.29278e-02 ; 1.02211e-03 ; 6.67572e-07 ; 1.14065e-03 ; 7.38100e+00 
2.95554e+02 ; 1.31708e-02 ; 1.02367e-03 ; 6.80167e-07 ; 1.14355e-03 ; 8.37100e+00 
2.95586e+02 ; 1.23809e-02 ; 1.02515e-03 ; 6.39400e-07 ; 1.14521e-03 ; 9.39400e+00 
2.95605e+02 ; 1.20676e-02 ; 1.02664e-03 ; 6.23234e-07 ; 1.14618e-03 ; 1.03840e+01 
2.95641e+02 ; 1.20617e-02 ; 1.02834e-03 ; 6.22953e-07 ; 1.14804e-03 ; 1.14050e+01 
2.95641e+02 ; 1.15102e-02 ; 1.02871e-03 ; 5.94472e-07 ; 1.14801e-03 ; 1.24090e+01 
2.95678e+02 ; 1.24852e-02 ; 1.02965e-03 ; 6.44855e-07 ; 1.14996e-03 ; 1.34080e+01 
2.95703e+02 ; 1.23444e-02 ; 1.03135e-03 ; 6.37601e-07 ; 1.15127e-03 ; 1.43690e+01 
2.95724e+02 ; 1.17481e-02 ; 1.03243e-03 ; 6.06814e-07 ; 1.15232e-03 ; 1.54300e+01 
2.95750e+02 ; 1.30622e-02 ; 1.03329e-03 ; 6.74713e-07 ; 1.15368e-03 ; 1.64420e+01 
