T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.99742e+02 ; 3.99214e-02 ; 1.23833e-03 ; 2.07045e-06 ; 1.36048e-03 ; 1.26100e+00 
2.99784e+02 ; 3.12310e-02 ; 1.24080e-03 ; 1.61978e-06 ; 1.36265e-03 ; 2.32200e+00 
2.99819e+02 ; 2.36150e-02 ; 1.24250e-03 ; 1.22482e-06 ; 1.36445e-03 ; 3.32700e+00 
2.99827e+02 ; -1.40039e-02 ; 1.24323e-03 ; -7.26333e-07 ; 1.36486e-03 ; 4.32900e+00 
2.99820e+02 ; -2.00471e-02 ; 1.24270e-03 ; -1.03976e-06 ; 1.36450e-03 ; 5.31800e+00 
2.99812e+02 ; -2.00027e-02 ; 1.24277e-03 ; -1.03746e-06 ; 1.36411e-03 ; 6.33000e+00 
2.99812e+02 ; -2.22220e-02 ; 1.24246e-03 ; -1.15256e-06 ; 1.36411e-03 ; 7.34500e+00 
2.99806e+02 ; -9.78349e-03 ; 1.24256e-03 ; -5.07426e-07 ; 1.36378e-03 ; 8.36600e+00 
2.99817e+02 ; -8.19620e-04 ; 1.24277e-03 ; -4.25104e-08 ; 1.36433e-03 ; 9.32200e+00 
2.99831e+02 ; 9.51335e-04 ; 1.24314e-03 ; 4.93425e-08 ; 1.36509e-03 ; 1.03810e+01 
2.99828e+02 ; -2.91093e-02 ; 1.24333e-03 ; -1.50980e-06 ; 1.36495e-03 ; 1.13870e+01 
2.99765e+02 ; -1.02219e-01 ; 1.24103e-03 ; -5.30150e-06 ; 1.36165e-03 ; 1.23890e+01 
2.99255e+02 ; -7.15261e-01 ; 1.22672e-03 ; -3.70818e-05 ; 1.33525e-03 ; 1.34030e+01 
2.97961e+02 ; -1.78694e+00 ; 1.16405e-03 ; -9.25431e-05 ; 1.26820e-03 ; 1.43570e+01 
2.95603e+02 ; -2.51232e+00 ; 1.04771e-03 ; -1.29749e-04 ; 1.14608e-03 ; 1.54200e+01 
2.92793e+02 ; -2.55826e+00 ; 9.35972e-04 ; -1.31687e-04 ; 1.00071e-03 ; 1.64230e+01 
2.90096e+02 ; -2.56789e+00 ; 8.05187e-04 ; -1.31771e-04 ; 8.62658e-04 ; 1.74270e+01 
2.87001e+02 ; -2.57721e+00 ; 6.75285e-04 ; -1.31803e-04 ; 7.04187e-04 ; 1.84260e+01 
2.84173e+02 ; -2.58487e+00 ; 5.63878e-04 ; -1.31826e-04 ; 5.59378e-04 ; 1.94410e+01 
2.82040e+02 ; -2.58999e+00 ; 4.33296e-04 ; -1.31810e-04 ; 4.50712e-04 ; 2.04120e+01 
2.79880e+02 ; -2.59496e+00 ; 3.03370e-04 ; -1.31786e-04 ; 3.41213e-04 ; 2.14570e+01 
2.78076e+02 ; -2.59790e+00 ; 1.91718e-04 ; -1.31702e-04 ; 2.49725e-04 ; 2.24760e+01 
2.76607e+02 ; -1.88334e+00 ; 7.37368e-05 ; -9.53083e-05 ; 1.75291e-04 ; 2.34670e+01 
