T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.99197e+02 ; -8.36333e-03 ; 1.21143e-03 ; -4.33567e-07 ; 1.33226e-03 ; 1.32600e+00 
2.99192e+02 ; -2.61422e-02 ; 1.21158e-03 ; -1.35525e-06 ; 1.33197e-03 ; 2.27100e+00 
2.99212e+02 ; -8.57149e-03 ; 1.21135e-03 ; -4.44363e-07 ; 1.33300e-03 ; 3.33000e+00 
2.99199e+02 ; -1.40323e-02 ; 1.21077e-03 ; -7.27458e-07 ; 1.33231e-03 ; 4.33900e+00 
2.99195e+02 ; -1.72387e-02 ; 1.21135e-03 ; -8.93675e-07 ; 1.33215e-03 ; 5.34200e+00 
2.99181e+02 ; -2.15174e-02 ; 1.21112e-03 ; -1.11548e-06 ; 1.33142e-03 ; 6.28700e+00 
2.99178e+02 ; -2.63665e-02 ; 1.21073e-03 ; -1.36686e-06 ; 1.33125e-03 ; 7.34800e+00 
2.99161e+02 ; -2.89430e-02 ; 1.20950e-03 ; -1.50041e-06 ; 1.33038e-03 ; 8.29300e+00 
2.99140e+02 ; -3.23766e-02 ; 1.20908e-03 ; -1.67838e-06 ; 1.32928e-03 ; 9.35000e+00 
2.99140e+02 ; -3.46789e-02 ; 1.20893e-03 ; -1.79773e-06 ; 1.32928e-03 ; 1.03580e+01 
2.99088e+02 ; -3.72544e-02 ; 1.20741e-03 ; -1.93116e-06 ; 1.32661e-03 ; 1.13660e+01 
2.99085e+02 ; -3.81879e-02 ; 1.20574e-03 ; -1.97955e-06 ; 1.32642e-03 ; 1.23680e+01 
2.99069e+02 ; -3.79655e-02 ; 1.20497e-03 ; -1.96799e-06 ; 1.32558e-03 ; 1.33800e+01 
2.99040e+02 ; -3.80743e-02 ; 1.20403e-03 ; -1.97359e-06 ; 1.32408e-03 ; 1.43870e+01 
2.99016e+02 ; -3.79079e-02 ; 1.20270e-03 ; -1.96493e-06 ; 1.32286e-03 ; 1.53980e+01 
2.98990e+02 ; -3.75187e-02 ; 1.20150e-03 ; -1.94471e-06 ; 1.32149e-03 ; 1.64050e+01 
2.98969e+02 ; -3.62419e-02 ; 1.20073e-03 ; -1.87850e-06 ; 1.32040e-03 ; 1.73510e+01 
2.98954e+02 ; -3.34308e-02 ; 1.19967e-03 ; -1.73278e-06 ; 1.31966e-03 ; 1.83950e+01 
2.98934e+02 ; -3.44061e-02 ; 1.19889e-03 ; -1.78330e-06 ; 1.31859e-03 ; 1.94130e+01 
2.98905e+02 ; -5.80557e-02 ; 1.19696e-03 ; -3.00902e-06 ; 1.31711e-03 ; 2.03600e+01 
2.98718e+02 ; -2.71928e-01 ; 1.19166e-03 ; -1.40920e-05 ; 1.30742e-03 ; 2.13590e+01 
2.98014e+02 ; -9.03685e-01 ; 1.16597e-03 ; -4.68034e-05 ; 1.27093e-03 ; 2.24220e+01 
2.96727e+02 ; -1.87752e+00 ; 1.10102e-03 ; -9.70929e-05 ; 1.20429e-03 ; 2.34230e+01 
2.94415e+02 ; -2.57726e+00 ; 1.00526e-03 ; -1.32917e-04 ; 1.08454e-03 ; 2.44260e+01 
2.91914e+02 ; -2.55774e+00 ; 8.75723e-04 ; -1.31526e-04 ; 9.55742e-04 ; 2.54260e+01 
2.88299e+02 ; -2.57029e+00 ; 7.45582e-04 ; -1.31621e-04 ; 7.70634e-04 ; 2.64360e+01 
2.84214e+02 ; -2.57988e+00 ; 6.33627e-04 ; -1.31577e-04 ; 5.61458e-04 ; 2.74460e+01 
2.80636e+02 ; -2.59577e+00 ; 5.03433e-04 ; -1.31924e-04 ; 3.79556e-04 ; 2.84510e+01 
2.76399e+02 ; -2.60755e+00 ; 3.72547e-04 ; -1.31924e-04 ; 1.64711e-04 ; 2.94570e+01 
2.72078e+02 ; -2.62111e+00 ; 2.60061e-04 ; -1.31927e-04 ; -5.36918e-05 ; 3.04660e+01 
2.68342e+02 ; -2.63264e+00 ; 1.30284e-04 ; -1.31925e-04 ; -2.40874e-04 ; 3.14090e+01 
2.64010e+02 ; -2.64880e+00 ; -1.01920e-06 ; -1.31925e-04 ; -4.57930e-04 ; 3.24700e+01 
2.59674e+02 ; -2.66494e+00 ; -1.12820e-04 ; -1.31927e-04 ; -6.72698e-04 ; 3.34770e+01 
2.56001e+02 ; -2.67885e+00 ; -2.43080e-04 ; -1.31925e-04 ; -8.54152e-04 ; 3.44890e+01 
2.51743e+02 ; -2.69525e+00 ; -3.74466e-04 ; -1.31926e-04 ; -1.06354e-03 ; 3.54920e+01 
2.47905e+02 ; -2.71005e+00 ; -4.86088e-04 ; -1.31925e-04 ; -1.25043e-03 ; 3.64370e+01 
2.42718e+02 ; -2.73377e+00 ; -6.16586e-04 ; -1.31930e-04 ; -1.50267e-03 ; 3.74950e+01 
2.37363e+02 ; -2.75840e+00 ; -7.28255e-04 ; -1.31927e-04 ; -1.75918e-03 ; 3.84460e+01 
2.30230e+02 ; -2.79613e+00 ; -8.58855e-04 ; -1.31929e-04 ; -2.09824e-03 ; 3.95070e+01 
2.22396e+02 ; -2.83517e+00 ; -9.89616e-04 ; -1.31930e-04 ; -2.46586e-03 ; 4.05110e+01 
2.14139e+02 ; -2.88386e+00 ; -1.10149e-03 ; -1.31928e-04 ; -2.84729e-03 ; 4.15130e+01 
2.06855e+02 ; -2.93310e+00 ; -1.23228e-03 ; -1.31931e-04 ; -3.17689e-03 ; 4.25170e+01 
1.98281e+02 ; -2.98411e+00 ; -1.36310e-03 ; -1.31932e-04 ; -3.55920e-03 ; 4.35260e+01 
1.89649e+02 ; -3.06200e+00 ; -1.47452e-03 ; -1.31933e-04 ; -3.93621e-03 ; 4.45360e+01 
1.82303e+02 ; -3.12311e+00 ; -1.60484e-03 ; -1.31933e-04 ; -4.25039e-03 ; 4.55250e+01 
1.73762e+02 ; -3.20509e+00 ; -1.71720e-03 ; -1.31932e-04 ; -4.60742e-03 ; 4.65300e+01 
1.66458e+02 ; -3.28730e+00 ; -1.84792e-03 ; -1.31930e-04 ; -4.90336e-03 ; 4.74940e+01 
1.58015e+02 ; -3.39329e+00 ; -1.97820e-03 ; -1.31931e-04 ; -5.23675e-03 ; 4.85570e+01 
1.50939e+02 ; -3.48349e+00 ; -2.08989e-03 ; -1.31931e-04 ; -5.50890e-03 ; 4.95010e+01 
1.42875e+02 ; -3.60809e+00 ; -2.22066e-03 ; -1.31930e-04 ; -5.81086e-03 ; 5.05620e+01 
1.35141e+02 ; -3.74186e+00 ; -2.35150e-03 ; -1.31931e-04 ; -6.08773e-03 ; 5.15680e+01 
1.27843e+02 ; -3.87660e+00 ; -2.46296e-03 ; -1.31932e-04 ; -6.33998e-03 ; 5.25690e+01 
1.22081e+02 ; -4.01821e+00 ; -2.59367e-03 ; -1.31934e-04 ; -6.53431e-03 ; 5.35150e+01 
1.15869e+02 ; -4.17081e+00 ; -2.72425e-03 ; -1.31932e-04 ; -6.73373e-03 ; 5.45750e+01 
1.11137e+02 ; -4.29375e+00 ; -2.83611e-03 ; -1.31933e-04 ; -6.88180e-03 ; 5.55670e+01 
1.06168e+02 ; -4.43932e+00 ; -2.96650e-03 ; -1.31935e-04 ; -7.03186e-03 ; 5.65250e+01 
1.01862e+02 ; -4.58932e+00 ; -3.07852e-03 ; -1.31934e-04 ; -7.15906e-03 ; 5.75700e+01 
9.85732e+01 ; -4.69802e+00 ; -3.20907e-03 ; -1.31936e-04 ; -7.25115e-03 ; 5.85920e+01 
9.52788e+01 ; -4.84443e+00 ; -3.33948e-03 ; -1.31934e-04 ; -7.34339e-03 ; 5.95980e+01 
9.24756e+01 ; -4.97117e+00 ; -3.45134e-03 ; -1.31935e-04 ; -7.42027e-03 ; 6.06030e+01 
9.03254e+01 ; -5.06191e+00 ; -3.58168e-03 ; -1.31935e-04 ; -7.47531e-03 ; 6.16150e+01 
8.81661e+01 ; -5.15303e+00 ; -3.69331e-03 ; -1.31935e-04 ; -7.53059e-03 ; 6.25590e+01 
8.63738e+01 ; -5.25782e+00 ; -3.82453e-03 ; -1.31934e-04 ; -7.57647e-03 ; 6.36180e+01 
8.50555e+01 ; -5.33523e+00 ; -3.95479e-03 ; -1.31936e-04 ; -7.61022e-03 ; 6.46260e+01 
8.37328e+01 ; -5.41285e+00 ; -4.08560e-03 ; -1.31938e-04 ; -7.64408e-03 ; 6.56350e+01 
8.24745e+01 ; -5.48265e+00 ; -4.19744e-03 ; -1.31935e-04 ; -7.67460e-03 ; 6.66430e+01 
8.14862e+01 ; -5.53511e+00 ; -4.32763e-03 ; -1.31939e-04 ; -7.69743e-03 ; 6.76570e+01 
8.05271e+01 ; -5.58579e+00 ; -4.45811e-03 ; -1.31937e-04 ; -7.71959e-03 ; 6.86590e+01 
7.96803e+01 ; -5.63062e+00 ; -4.57022e-03 ; -1.31938e-04 ; -7.73915e-03 ; 6.96690e+01 
7.90399e+01 ; -5.66443e+00 ; -4.70082e-03 ; -1.31936e-04 ; -7.75394e-03 ; 7.06130e+01 
7.84477e+01 ; -5.69587e+00 ; -4.83124e-03 ; -1.31938e-04 ; -7.76762e-03 ; 7.16730e+01 
7.80173e+01 ; -5.72172e+00 ; -4.94326e-03 ; -1.31936e-04 ; -7.77757e-03 ; 7.26750e+01 
7.76119e+01 ; -5.75281e+00 ; -5.07352e-03 ; -1.31936e-04 ; -7.78693e-03 ; 7.36730e+01 
