T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.97217e+02 ; 2.74725e-03 ; 1.10977e-03 ; 1.42151e-07 ; 1.22966e-03 ; 1.32600e+00 
2.97233e+02 ; 2.48638e-03 ; 1.11060e-03 ; 1.28656e-07 ; 1.23050e-03 ; 2.31600e+00 
2.97240e+02 ; 1.09376e-03 ; 1.11125e-03 ; 5.65962e-08 ; 1.23086e-03 ; 3.34500e+00 
2.97258e+02 ; 2.16356e-03 ; 1.11184e-03 ; 1.11955e-07 ; 1.23179e-03 ; 4.36100e+00 
2.97269e+02 ; 1.03178e-03 ; 1.11290e-03 ; 5.33906e-08 ; 1.23236e-03 ; 5.36800e+00 
2.97285e+02 ; 1.75654e-03 ; 1.11297e-03 ; 9.08962e-08 ; 1.23320e-03 ; 6.38200e+00 
2.97302e+02 ; 1.88419e-03 ; 1.11408e-03 ; 9.75038e-08 ; 1.23408e-03 ; 7.32600e+00 
2.97305e+02 ; 1.61199e-03 ; 1.11513e-03 ; 8.34179e-08 ; 1.23424e-03 ; 8.38600e+00 
2.97325e+02 ; 1.88957e-03 ; 1.11552e-03 ; 9.77849e-08 ; 1.23528e-03 ; 9.40000e+00 
2.97342e+02 ; 1.89606e-03 ; 1.11631e-03 ; 9.81226e-08 ; 1.23614e-03 ; 1.03570e+01 
2.97356e+02 ; 1.53094e-03 ; 1.11710e-03 ; 7.92283e-08 ; 1.23687e-03 ; 1.13570e+01 
2.97370e+02 ; 1.76616e-03 ; 1.11786e-03 ; 9.14028e-08 ; 1.23760e-03 ; 1.23600e+01 
2.97383e+02 ; 1.20711e-03 ; 1.11880e-03 ; 6.24717e-08 ; 1.23827e-03 ; 1.34170e+01 
2.97397e+02 ; 1.86226e-03 ; 1.11926e-03 ; 9.63792e-08 ; 1.23898e-03 ; 1.44300e+01 
2.97410e+02 ; 1.07832e-03 ; 1.11982e-03 ; 5.58085e-08 ; 1.23968e-03 ; 1.53770e+01 
2.97426e+02 ; 1.67966e-03 ; 1.12078e-03 ; 8.69321e-08 ; 1.24049e-03 ; 1.64220e+01 
2.97430e+02 ; 8.25698e-04 ; 1.12153e-03 ; 4.27349e-08 ; 1.24072e-03 ; 1.74380e+01 
2.97452e+02 ; 3.09080e-04 ; 1.12175e-03 ; 1.59972e-08 ; 1.24185e-03 ; 1.84540e+01 
2.97462e+02 ; 4.76382e-04 ; 1.12236e-03 ; 2.46566e-08 ; 1.24234e-03 ; 1.94010e+01 
