T[K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
1.90418e+02 ; 1.34671e-01 ; -4.00391e-03 ; 5.81561e-06 ; -3.90320e-03 ; 6.08737e+02 
1.90560e+02 ; 1.35948e-01 ; -3.99781e-03 ; 5.87319e-06 ; -3.89709e-03 ; 6.09740e+02 
1.90703e+02 ; 1.36890e-01 ; -3.99170e-03 ; 5.91635e-06 ; -3.89099e-03 ; 6.10740e+02 
1.90774e+02 ; 1.35531e-01 ; -3.98560e-03 ; 5.85880e-06 ; -3.88793e-03 ; 6.11739e+02 
1.90916e+02 ; 1.35806e-01 ; -3.97950e-03 ; 5.87317e-06 ; -3.88183e-03 ; 6.12753e+02 
1.91129e+02 ; 1.34391e-01 ; -3.97339e-03 ; 5.81558e-06 ; -3.87268e-03 ; 6.13769e+02 
1.91201e+02 ; 1.34363e-01 ; -3.97034e-03 ; 5.81558e-06 ; -3.86962e-03 ; 6.14770e+02 
1.91343e+02 ; 1.34640e-01 ; -3.96423e-03 ; 5.82998e-06 ; -3.86352e-03 ; 6.15768e+02 
1.91485e+02 ; 1.32923e-01 ; -3.95813e-03 ; 5.75803e-06 ; -3.85742e-03 ; 6.16784e+02 
1.91628e+02 ; 1.33531e-01 ; -3.95203e-03 ; 5.78680e-06 ; -3.85131e-03 ; 6.17797e+02 
1.91770e+02 ; 1.33144e-01 ; -3.94592e-03 ; 5.77243e-06 ; -3.84521e-03 ; 6.18811e+02 
1.91912e+02 ; 1.32756e-01 ; -3.93982e-03 ; 5.75800e-06 ; -3.83911e-03 ; 6.19826e+02 
1.92054e+02 ; 1.33033e-01 ; -3.93372e-03 ; 5.77243e-06 ; -3.83300e-03 ; 6.20839e+02 
1.92197e+02 ; 1.32646e-01 ; -3.92762e-03 ; 5.75800e-06 ; -3.82690e-03 ; 6.21854e+02 
1.92339e+02 ; 1.32259e-01 ; -3.92151e-03 ; 5.74364e-06 ; -3.82080e-03 ; 6.22868e+02 
1.92481e+02 ; 1.34524e-01 ; -3.91541e-03 ; 5.84440e-06 ; -3.81470e-03 ; 6.23883e+02 
1.92623e+02 ; 1.34798e-01 ; -3.90931e-03 ; 5.85877e-06 ; -3.80859e-03 ; 6.24880e+02 
1.92766e+02 ; 1.33749e-01 ; -3.90320e-03 ; 5.81561e-06 ; -3.80249e-03 ; 6.25895e+02 
1.92908e+02 ; 1.33693e-01 ; -3.90015e-03 ; 5.81561e-06 ; -3.79639e-03 ; 6.26897e+02 
1.93050e+02 ; 1.33306e-01 ; -3.89100e-03 ; 5.80119e-06 ; -3.79028e-03 ; 6.27882e+02 
1.93191e+02 ; 1.31928e-01 ; -3.88794e-03 ; 5.74361e-06 ; -3.78418e-03 ; 6.28896e+02 
1.93260e+02 ; 1.31901e-01 ; -3.88184e-03 ; 5.74364e-06 ; -3.78112e-03 ; 6.29911e+02 
1.93398e+02 ; 1.30193e-01 ; -3.87573e-03 ; 5.67166e-06 ; -3.77502e-03 ; 6.30927e+02 
1.93537e+02 ; 1.30468e-01 ; -3.86963e-03 ; 5.68603e-06 ; -3.76891e-03 ; 6.31913e+02 
1.93675e+02 ; 1.30414e-01 ; -3.86353e-03 ; 5.68603e-06 ; -3.76281e-03 ; 6.32930e+02 
1.93813e+02 ; 1.29700e-01 ; -3.85742e-03 ; 5.65727e-06 ; -3.75671e-03 ; 6.33944e+02 
1.93951e+02 ; 1.28985e-01 ; -3.85132e-03 ; 5.62845e-06 ; -3.75060e-03 ; 6.34959e+02 
1.94089e+02 ; 1.28601e-01 ; -3.84522e-03 ; 5.61405e-06 ; -3.74451e-03 ; 6.35948e+02 
1.94227e+02 ; 1.29207e-01 ; -3.83912e-03 ; 5.64284e-06 ; -3.73840e-03 ; 6.36978e+02 
1.94365e+02 ; 1.28164e-01 ; -3.83301e-03 ; 5.59966e-06 ; -3.73230e-03 ; 6.37995e+02 
1.94503e+02 ; 1.29099e-01 ; -3.82996e-03 ; 5.64287e-06 ; -3.72620e-03 ; 6.39006e+02 
1.94572e+02 ; 1.29400e-01 ; -3.82385e-03 ; 5.65724e-06 ; -3.72314e-03 ; 6.40022e+02 
1.94710e+02 ; 1.29017e-01 ; -3.81775e-03 ; 5.64287e-06 ; -3.71703e-03 ; 6.41035e+02 
1.94848e+02 ; 1.29620e-01 ; -3.81165e-03 ; 5.67163e-06 ; -3.71093e-03 ; 6.42048e+02 
1.94986e+02 ; 1.29895e-01 ; -3.80554e-03 ; 5.68603e-06 ; -3.70483e-03 ; 6.43063e+02 
1.95125e+02 ; 1.29840e-01 ; -3.79944e-03 ; 5.68603e-06 ; -3.69872e-03 ; 6.44062e+02 
1.95263e+02 ; 1.29458e-01 ; -3.79334e-03 ; 5.67166e-06 ; -3.69262e-03 ; 6.45074e+02 
1.95401e+02 ; 1.30059e-01 ; -3.78724e-03 ; 5.70042e-06 ; -3.68652e-03 ; 6.46075e+02 
1.95539e+02 ; 1.29020e-01 ; -3.78113e-03 ; 5.65724e-06 ; -3.68042e-03 ; 6.47090e+02 
1.95677e+02 ; 1.29622e-01 ; -3.77808e-03 ; 5.68603e-06 ; -3.67432e-03 ; 6.48106e+02 
1.95815e+02 ; 1.29895e-01 ; -3.77197e-03 ; 5.70042e-06 ; -3.66821e-03 ; 6.49121e+02 
1.95953e+02 ; 1.28857e-01 ; -3.76587e-03 ; 5.65727e-06 ; -3.66211e-03 ; 6.50121e+02 
1.96091e+02 ; 1.28802e-01 ; -3.75977e-03 ; 5.65724e-06 ; -3.65601e-03 ; 6.51120e+02 
1.96160e+02 ; 1.28776e-01 ; -3.75366e-03 ; 5.65727e-06 ; -3.65295e-03 ; 6.52122e+02 
1.96298e+02 ; 1.28066e-01 ; -3.74756e-03 ; 5.62845e-06 ; -3.64684e-03 ; 6.53124e+02 
1.96436e+02 ; 1.27685e-01 ; -3.74146e-03 ; 5.61408e-06 ; -3.64074e-03 ; 6.54109e+02 
1.96574e+02 ; 1.27958e-01 ; -3.73536e-03 ; 5.62845e-06 ; -3.63464e-03 ; 6.55126e+02 
1.96712e+02 ; 1.28558e-01 ; -3.73230e-03 ; 5.65724e-06 ; -3.62854e-03 ; 6.56141e+02 
1.96851e+02 ; 1.26869e-01 ; -3.72620e-03 ; 5.58529e-06 ; -3.62244e-03 ; 6.57154e+02 
1.96989e+02 ; 1.28449e-01 ; -3.71705e-03 ; 5.65724e-06 ; -3.61633e-03 ; 6.58172e+02 
1.97127e+02 ; 1.28069e-01 ; -3.71399e-03 ; 5.64287e-06 ; -3.61023e-03 ; 6.59184e+02 
1.97265e+02 ; 1.28667e-01 ; -3.70789e-03 ; 5.67163e-06 ; -3.60413e-03 ; 6.60201e+02 
1.97334e+02 ; 1.27987e-01 ; -3.70178e-03 ; 5.64287e-06 ; -3.60107e-03 ; 6.61216e+02 
1.97472e+02 ; 1.28911e-01 ; -3.69568e-03 ; 5.68603e-06 ; -3.59496e-03 ; 6.62232e+02 
1.97610e+02 ; 1.27879e-01 ; -3.68958e-03 ; 5.64287e-06 ; -3.58886e-03 ; 6.63231e+02 
1.97748e+02 ; 1.27172e-01 ; -3.68348e-03 ; 5.61408e-06 ; -3.58276e-03 ; 6.64245e+02 
1.97886e+02 ; 1.27118e-01 ; -3.67737e-03 ; 5.61408e-06 ; -3.57665e-03 ; 6.65258e+02 
1.98024e+02 ; 1.26413e-01 ; -3.67432e-03 ; 5.58529e-06 ; -3.57055e-03 ; 6.66274e+02 
1.98162e+02 ; 1.25383e-01 ; -3.66821e-03 ; 5.54208e-06 ; -3.56445e-03 ; 6.67283e+02 
1.98300e+02 ; 1.26000e-01 ; -3.66211e-03 ; 5.57087e-06 ; -3.55835e-03 ; 6.68283e+02 
1.98439e+02 ; 1.25641e-01 ; -3.65601e-03 ; 5.55650e-06 ; -3.55225e-03 ; 6.69297e+02 
1.98508e+02 ; 1.25623e-01 ; -3.64990e-03 ; 5.55647e-06 ; -3.54919e-03 ; 6.70312e+02 
1.98646e+02 ; 1.25915e-01 ; -3.64380e-03 ; 5.57090e-06 ; -3.54308e-03 ; 6.71327e+02 
1.98784e+02 ; 1.26531e-01 ; -3.63770e-03 ; 5.59969e-06 ; -3.53698e-03 ; 6.72325e+02 
1.98922e+02 ; 1.26496e-01 ; -3.63160e-03 ; 5.59966e-06 ; -3.53088e-03 ; 6.73341e+02 
1.99060e+02 ; 1.26136e-01 ; -3.62854e-03 ; 5.58526e-06 ; -3.52478e-03 ; 6.74341e+02 
1.99198e+02 ; 1.25127e-01 ; -3.62244e-03 ; 5.54211e-06 ; -3.51868e-03 ; 6.75356e+02 
1.99336e+02 ; 1.25742e-01 ; -3.61633e-03 ; 5.57087e-06 ; -3.51257e-03 ; 6.76373e+02 
1.99474e+02 ; 1.25059e-01 ; -3.61023e-03 ; 5.54211e-06 ; -3.50647e-03 ; 6.77375e+02 
1.99612e+02 ; 1.25025e-01 ; -3.60413e-03 ; 5.54211e-06 ; -3.50037e-03 ; 6.78373e+02 
1.99681e+02 ; 1.25657e-01 ; -3.59803e-03 ; 5.57090e-06 ; -3.49731e-03 ; 6.79403e+02 
1.99820e+02 ; 1.25297e-01 ; -3.59192e-03 ; 5.55647e-06 ; -3.49120e-03 ; 6.80417e+02 
1.99958e+02 ; 1.25588e-01 ; -3.58887e-03 ; 5.57087e-06 ; -3.48510e-03 ; 6.81432e+02 
2.00096e+02 ; 1.25229e-01 ; -3.58276e-03 ; 5.55647e-06 ; -3.47900e-03 ; 6.82448e+02 
2.00234e+02 ; 1.24870e-01 ; -3.57666e-03 ; 5.54208e-06 ; -3.47290e-03 ; 6.83447e+02 
2.00372e+02 ; 1.23864e-01 ; -3.57056e-03 ; 5.49892e-06 ; -3.46680e-03 ; 6.84463e+02 
2.00510e+02 ; 1.25127e-01 ; -3.56446e-03 ; 5.55650e-06 ; -3.46069e-03 ; 6.85461e+02 
2.00579e+02 ; 1.24461e-01 ; -3.55836e-03 ; 5.52771e-06 ; -3.45764e-03 ; 6.86475e+02 
2.00717e+02 ; 1.23779e-01 ; -3.55530e-03 ; 5.49892e-06 ; -3.45153e-03 ; 6.87489e+02 
2.00855e+02 ; 1.24392e-01 ; -3.54919e-03 ; 5.52768e-06 ; -3.44543e-03 ; 6.88504e+02 
2.00993e+02 ; 1.24359e-01 ; -3.54004e-03 ; 5.52771e-06 ; -3.43933e-03 ; 6.89519e+02 
2.01131e+02 ; 1.23677e-01 ; -3.53699e-03 ; 5.49889e-06 ; -3.43323e-03 ; 6.90521e+02 
2.01269e+02 ; 1.23643e-01 ; -3.53088e-03 ; 5.49889e-06 ; -3.42712e-03 ; 6.91521e+02 
2.01339e+02 ; 1.24273e-01 ; -3.52478e-03 ; 5.52768e-06 ; -3.42407e-03 ; 6.92535e+02 
2.01477e+02 ; 1.23916e-01 ; -3.51868e-03 ; 5.51332e-06 ; -3.41796e-03 ; 6.93536e+02 
2.01615e+02 ; 1.22911e-01 ; -3.51258e-03 ; 5.47010e-06 ; -3.41186e-03 ; 6.94553e+02 
2.01753e+02 ; 1.23201e-01 ; -3.50648e-03 ; 5.48453e-06 ; -3.40576e-03 ; 6.95551e+02 
2.01891e+02 ; 1.23491e-01 ; -3.50342e-03 ; 5.49892e-06 ; -3.39965e-03 ; 6.96566e+02 
2.02029e+02 ; 1.23134e-01 ; -3.49731e-03 ; 5.48453e-06 ; -3.39355e-03 ; 6.97571e+02 
2.02167e+02 ; 1.23099e-01 ; -3.49121e-03 ; 5.48450e-06 ; -3.38745e-03 ; 6.98587e+02 
2.02305e+02 ; 1.21773e-01 ; -3.48511e-03 ; 5.42692e-06 ; -3.38135e-03 ; 6.99571e+02 
2.02374e+02 ; 1.21433e-01 ; -3.47901e-03 ; 5.41252e-06 ; -3.37829e-03 ; 7.00586e+02 
2.02512e+02 ; 1.22046e-01 ; -3.47291e-03 ; 5.44131e-06 ; -3.37219e-03 ; 7.01604e+02 
2.02650e+02 ; 1.22013e-01 ; -3.46985e-03 ; 5.44134e-06 ; -3.36608e-03 ; 7.02605e+02 
2.02788e+02 ; 1.21011e-01 ; -3.46374e-03 ; 5.39816e-06 ; -3.35999e-03 ; 7.03602e+02 
2.02926e+02 ; 1.21945e-01 ; -3.45764e-03 ; 5.44131e-06 ; -3.35388e-03 ; 7.04617e+02 
2.03065e+02 ; 1.19976e-01 ; -3.45154e-03 ; 5.35494e-06 ; -3.34778e-03 ; 7.05631e+02 
2.03134e+02 ; 1.20605e-01 ; -3.44544e-03 ; 5.38373e-06 ; -3.34472e-03 ; 7.06649e+02 
2.03269e+02 ; 1.21217e-01 ; -3.43934e-03 ; 5.41255e-06 ; -3.33862e-03 ; 7.07647e+02 
2.03405e+02 ; 1.20539e-01 ; -3.43628e-03 ; 5.38376e-06 ; -3.33252e-03 ; 7.08662e+02 
2.03540e+02 ; 1.20505e-01 ; -3.43018e-03 ; 5.38373e-06 ; -3.32642e-03 ; 7.09678e+02 
2.03675e+02 ; 1.21116e-01 ; -3.42408e-03 ; 5.41252e-06 ; -3.32031e-03 ; 7.10693e+02 
2.03743e+02 ; 1.21744e-01 ; -3.42102e-03 ; 5.44134e-06 ; -3.31725e-03 ; 7.11708e+02 
2.03878e+02 ; 1.21066e-01 ; -3.41492e-03 ; 5.41252e-06 ; -3.31115e-03 ; 7.12710e+02 
2.04014e+02 ; 1.20389e-01 ; -3.40881e-03 ; 5.38376e-06 ; -3.30505e-03 ; 7.13711e+02 
2.04149e+02 ; 1.20677e-01 ; -3.40271e-03 ; 5.39813e-06 ; -3.29895e-03 ; 7.14711e+02 
2.04284e+02 ; 1.19358e-01 ; -3.39661e-03 ; 5.34058e-06 ; -3.29285e-03 ; 7.15726e+02 
2.04420e+02 ; 1.19646e-01 ; -3.39051e-03 ; 5.35494e-06 ; -3.28674e-03 ; 7.16740e+02 
2.04487e+02 ; 1.18987e-01 ; -3.38745e-03 ; 5.32618e-06 ; -3.28369e-03 ; 7.17756e+02 
2.04623e+02 ; 1.18632e-01 ; -3.38135e-03 ; 5.31176e-06 ; -3.27758e-03 ; 7.18756e+02 
2.04758e+02 ; 1.17635e-01 ; -3.37524e-03 ; 5.26860e-06 ; -3.27148e-03 ; 7.19773e+02 
2.04893e+02 ; 1.17924e-01 ; -3.36915e-03 ; 5.28300e-06 ; -3.26538e-03 ; 7.20788e+02 
2.04961e+02 ; 1.17908e-01 ; -3.36304e-03 ; 5.28300e-06 ; -3.26232e-03 ; 7.21788e+02 
2.05096e+02 ; 1.16591e-01 ; -3.35999e-03 ; 5.22542e-06 ; -3.25622e-03 ; 7.22788e+02 
2.05232e+02 ; 1.16879e-01 ; -3.35388e-03 ; 5.23981e-06 ; -3.25012e-03 ; 7.23803e+02 
2.05367e+02 ; 1.17809e-01 ; -3.34778e-03 ; 5.28297e-06 ; -3.24402e-03 ; 7.24819e+02 
2.05502e+02 ; 1.18419e-01 ; -3.34168e-03 ; 5.31176e-06 ; -3.23792e-03 ; 7.25834e+02 
2.05638e+02 ; 1.17103e-01 ; -3.33862e-03 ; 5.25418e-06 ; -3.23181e-03 ; 7.26835e+02 
2.05705e+02 ; 1.18690e-01 ; -3.33252e-03 ; 5.32615e-06 ; -3.22875e-03 ; 7.27849e+02 
2.05841e+02 ; 1.19299e-01 ; -3.32642e-03 ; 5.35494e-06 ; -3.22266e-03 ; 7.28851e+02 
2.05976e+02 ; 1.18945e-01 ; -3.32032e-03 ; 5.34055e-06 ; -3.21655e-03 ; 7.29851e+02 
2.06111e+02 ; 1.18912e-01 ; -3.31421e-03 ; 5.34055e-06 ; -3.21045e-03 ; 7.30867e+02 
2.06247e+02 ; 1.18238e-01 ; -3.30811e-03 ; 5.31176e-06 ; -3.20435e-03 ; 7.31874e+02 
2.06314e+02 ; 1.18223e-01 ; -3.30505e-03 ; 5.31179e-06 ; -3.20129e-03 ; 7.32874e+02 
2.06450e+02 ; 1.16588e-01 ; -3.29895e-03 ; 5.23978e-06 ; -3.19519e-03 ; 7.33891e+02 
2.06585e+02 ; 1.16556e-01 ; -3.29285e-03 ; 5.23981e-06 ; -3.18909e-03 ; 7.34888e+02 
2.06653e+02 ; 1.16219e-01 ; -3.28675e-03 ; 5.22539e-06 ; -3.18603e-03 ; 7.35891e+02 
2.06788e+02 ; 1.16507e-01 ; -3.28369e-03 ; 5.23978e-06 ; -3.17993e-03 ; 7.36905e+02 
2.06923e+02 ; 1.15835e-01 ; -3.27759e-03 ; 5.21102e-06 ; -3.17382e-03 ; 7.37907e+02 
2.07059e+02 ; 1.16762e-01 ; -3.27149e-03 ; 5.25418e-06 ; -3.16772e-03 ; 7.38909e+02 
2.07194e+02 ; 1.15770e-01 ; -3.26539e-03 ; 5.21099e-06 ; -3.16162e-03 ; 7.39907e+02 
2.07329e+02 ; 1.14139e-01 ; -3.26233e-03 ; 5.13902e-06 ; -3.15552e-03 ; 7.40923e+02 
2.07397e+02 ; 1.15722e-01 ; -3.25623e-03 ; 5.21099e-06 ; -3.15247e-03 ; 7.41938e+02 
2.07532e+02 ; 1.16649e-01 ; -3.25013e-03 ; 5.25418e-06 ; -3.14636e-03 ; 7.42953e+02 
2.07668e+02 ; 1.15978e-01 ; -3.24707e-03 ; 5.22542e-06 ; -3.14026e-03 ; 7.43966e+02 
2.07735e+02 ; 1.16281e-01 ; -3.24097e-03 ; 5.23978e-06 ; -3.13720e-03 ; 7.44966e+02 
2.07871e+02 ; 1.15610e-01 ; -3.23486e-03 ; 5.21102e-06 ; -3.13110e-03 ; 7.45965e+02 
2.08006e+02 ; 1.15897e-01 ; -3.22877e-03 ; 5.22542e-06 ; -3.12500e-03 ; 7.46984e+02 
2.08074e+02 ; 1.16200e-01 ; -3.22266e-03 ; 5.23978e-06 ; -3.12194e-03 ; 7.47985e+02 
2.08209e+02 ; 1.17123e-01 ; -3.21656e-03 ; 5.28300e-06 ; -3.11584e-03 ; 7.48983e+02 
2.08344e+02 ; 1.14534e-01 ; -3.21350e-03 ; 5.16783e-06 ; -3.10974e-03 ; 7.49998e+02 
2.08480e+02 ; 1.15135e-01 ; -3.20740e-03 ; 5.19660e-06 ; -3.10364e-03 ; 7.50999e+02 
2.08615e+02 ; 1.15098e-01 ; -3.20130e-03 ; 5.19662e-06 ; -3.09753e-03 ; 7.52014e+02 
2.08750e+02 ; 1.13787e-01 ; -3.19824e-03 ; 5.13904e-06 ; -3.09143e-03 ; 7.53029e+02 
2.08818e+02 ; 1.13768e-01 ; -3.19214e-03 ; 5.13902e-06 ; -3.08837e-03 ; 7.54029e+02 
2.08953e+02 ; 1.13732e-01 ; -3.18604e-03 ; 5.13904e-06 ; -3.08227e-03 ; 7.55029e+02 
2.09089e+02 ; 1.12103e-01 ; -3.17994e-03 ; 5.06704e-06 ; -3.07617e-03 ; 7.56045e+02 
2.09156e+02 ; 1.13041e-01 ; -3.17688e-03 ; 5.11025e-06 ; -3.07311e-03 ; 7.57047e+02 
2.09292e+02 ; 1.12368e-01 ; -3.17078e-03 ; 5.08144e-06 ; -3.06701e-03 ; 7.58047e+02 
2.09427e+02 ; 1.12968e-01 ; -3.16468e-03 ; 5.11023e-06 ; -3.06091e-03 ; 7.59046e+02 
2.09495e+02 ; 1.11678e-01 ; -3.16162e-03 ; 5.05267e-06 ; -3.05786e-03 ; 7.60077e+02 
2.09630e+02 ; 1.12279e-01 ; -3.15552e-03 ; 5.08146e-06 ; -3.05175e-03 ; 7.61077e+02 
2.09765e+02 ; 1.13197e-01 ; -3.14941e-03 ; 5.12465e-06 ; -3.04565e-03 ; 7.62091e+02 
2.09901e+02 ; 1.12524e-01 ; -3.14332e-03 ; 5.09583e-06 ; -3.03955e-03 ; 7.63092e+02 
2.10036e+02 ; 1.12488e-01 ; -3.14026e-03 ; 5.09583e-06 ; -3.03345e-03 ; 7.64105e+02 
2.10104e+02 ; 1.11200e-01 ; -3.13416e-03 ; 5.03828e-06 ; -3.03039e-03 ; 7.65121e+02 
2.10239e+02 ; 1.11482e-01 ; -3.12806e-03 ; 5.05265e-06 ; -3.02429e-03 ; 7.66134e+02 
2.10374e+02 ; 1.11447e-01 ; -3.12195e-03 ; 5.05267e-06 ; -3.01819e-03 ; 7.67149e+02 
2.10510e+02 ; 1.11093e-01 ; -3.11890e-03 ; 5.03825e-06 ; -3.01208e-03 ; 7.68165e+02 
2.10577e+02 ; 1.12345e-01 ; -3.11280e-03 ; 5.09586e-06 ; -3.00903e-03 ; 7.69164e+02 
2.10713e+02 ; 1.11991e-01 ; -3.10670e-03 ; 5.08144e-06 ; -3.00293e-03 ; 7.70165e+02 
2.10848e+02 ; 1.11639e-01 ; -3.10364e-03 ; 5.06707e-06 ; -2.99683e-03 ; 7.71181e+02 
2.10916e+02 ; 1.10987e-01 ; -3.09753e-03 ; 5.03828e-06 ; -2.99377e-03 ; 7.72182e+02 
2.11051e+02 ; 1.10634e-01 ; -3.09144e-03 ; 5.02386e-06 ; -2.98766e-03 ; 7.73166e+02 
2.11186e+02 ; 1.09648e-01 ; -3.08838e-03 ; 4.98070e-06 ; -2.98157e-03 ; 7.74182e+02 
2.11254e+02 ; 1.10580e-01 ; -3.08228e-03 ; 5.02386e-06 ; -2.97851e-03 ; 7.75196e+02 
2.11389e+02 ; 1.10545e-01 ; -3.07618e-03 ; 5.02386e-06 ; -2.97241e-03 ; 7.76210e+02 
2.11525e+02 ; 1.09877e-01 ; -3.07007e-03 ; 4.99509e-06 ; -2.96631e-03 ; 7.77209e+02 
2.11660e+02 ; 1.10474e-01 ; -3.06702e-03 ; 5.02386e-06 ; -2.96021e-03 ; 7.78225e+02 
2.11728e+02 ; 1.09823e-01 ; -3.06092e-03 ; 4.99507e-06 ; -2.95715e-03 ; 7.79236e+02 
2.11863e+02 ; 1.09472e-01 ; -3.05482e-03 ; 4.98070e-06 ; -2.95105e-03 ; 7.80238e+02 
2.11998e+02 ; 1.08804e-01 ; -3.04871e-03 ; 4.95188e-06 ; -2.94495e-03 ; 7.81237e+02 
2.12066e+02 ; 1.09735e-01 ; -3.04566e-03 ; 4.99507e-06 ; -2.94189e-03 ; 7.82252e+02 
2.12201e+02 ; 1.08436e-01 ; -3.03956e-03 ; 4.93751e-06 ; -2.93579e-03 ; 7.83266e+02 
2.12337e+02 ; 1.09033e-01 ; -3.03345e-03 ; 4.96628e-06 ; -2.92969e-03 ; 7.84264e+02 
2.12404e+02 ; 1.09332e-01 ; -3.03040e-03 ; 4.98070e-06 ; -2.92663e-03 ; 7.85296e+02 
2.12540e+02 ; 1.08348e-01 ; -3.02430e-03 ; 4.93748e-06 ; -2.92053e-03 ; 7.86294e+02 
2.12675e+02 ; 1.07998e-01 ; -3.01819e-03 ; 4.92312e-06 ; -2.91443e-03 ; 7.87308e+02 
2.12810e+02 ; 1.08910e-01 ; -3.01514e-03 ; 4.96630e-06 ; -2.90833e-03 ; 7.88324e+02 
2.12878e+02 ; 1.07630e-01 ; -3.00904e-03 ; 4.90872e-06 ; -2.90527e-03 ; 7.89343e+02 
2.13013e+02 ; 1.08858e-01 ; -3.00294e-03 ; 4.96630e-06 ; -2.89917e-03 ; 7.90343e+02 
2.13149e+02 ; 1.09138e-01 ; -2.99988e-03 ; 4.98070e-06 ; -2.89307e-03 ; 7.91345e+02 
2.13215e+02 ; 1.07859e-01 ; -2.99378e-03 ; 4.92309e-06 ; -2.89001e-03 ; 7.92348e+02 
2.13347e+02 ; 1.07824e-01 ; -2.98768e-03 ; 4.92309e-06 ; -2.88391e-03 ; 7.93346e+02 
2.13479e+02 ; 1.09050e-01 ; -2.98462e-03 ; 4.98067e-06 ; -2.87781e-03 ; 7.94347e+02 
2.13545e+02 ; 1.08087e-01 ; -2.97852e-03 ; 4.93751e-06 ; -2.87475e-03 ; 7.95361e+02 
2.13677e+02 ; 1.06162e-01 ; -2.97242e-03 ; 4.85112e-06 ; -2.86865e-03 ; 7.96378e+02 
2.13809e+02 ; 1.07703e-01 ; -2.96936e-03 ; 4.92312e-06 ; -2.86255e-03 ; 7.97395e+02 
2.13875e+02 ; 1.06425e-01 ; -2.96326e-03 ; 4.86551e-06 ; -2.85949e-03 ; 7.98410e+02 
2.14007e+02 ; 1.07021e-01 ; -2.95716e-03 ; 4.89430e-06 ; -2.85339e-03 ; 7.99406e+02 
2.14139e+02 ; 1.06042e-01 ; -2.95410e-03 ; 4.85112e-06 ; -2.84729e-03 ; 8.00394e+02 
2.14206e+02 ; 1.07284e-01 ; -2.94800e-03 ; 4.90872e-06 ; -2.84423e-03 ; 8.01422e+02 
2.14338e+02 ; 1.06935e-01 ; -2.94190e-03 ; 4.89433e-06 ; -2.83813e-03 ; 8.02424e+02 
2.14470e+02 ; 1.05956e-01 ; -2.93884e-03 ; 4.85112e-06 ; -2.83203e-03 ; 8.03437e+02 
2.14536e+02 ; 1.05939e-01 ; -2.93275e-03 ; 4.85112e-06 ; -2.82897e-03 ; 8.04440e+02 
2.14668e+02 ; 1.07477e-01 ; -2.92969e-03 ; 4.92312e-06 ; -2.82288e-03 ; 8.05438e+02 
2.14800e+02 ; 1.06185e-01 ; -2.92358e-03 ; 4.86551e-06 ; -2.81677e-03 ; 8.06452e+02 
2.14866e+02 ; 1.05854e-01 ; -2.91749e-03 ; 4.85112e-06 ; -2.81371e-03 ; 8.07453e+02 
2.14998e+02 ; 1.05819e-01 ; -2.91443e-03 ; 4.85112e-06 ; -2.80762e-03 ; 8.08454e+02 
2.15130e+02 ; 1.05158e-01 ; -2.90833e-03 ; 4.82235e-06 ; -2.80151e-03 ; 8.09453e+02 
2.15196e+02 ; 1.05455e-01 ; -2.90223e-03 ; 4.83675e-06 ; -2.79846e-03 ; 8.10454e+02 
2.15328e+02 ; 1.04479e-01 ; -2.89917e-03 ; 4.79356e-06 ; -2.79236e-03 ; 8.11455e+02 
2.15395e+02 ; 1.05089e-01 ; -2.89307e-03 ; 4.82232e-06 ; -2.78930e-03 ; 8.12454e+02 
2.15527e+02 ; 1.03801e-01 ; -2.88697e-03 ; 4.76477e-06 ; -2.78320e-03 ; 8.13469e+02 
2.15659e+02 ; 1.04081e-01 ; -2.88391e-03 ; 4.77917e-06 ; -2.77710e-03 ; 8.14469e+02 
2.15725e+02 ; 1.03750e-01 ; -2.87781e-03 ; 4.76474e-06 ; -2.77404e-03 ; 8.15481e+02 
2.15857e+02 ; 1.03404e-01 ; -2.87171e-03 ; 4.75038e-06 ; -2.76794e-03 ; 8.16496e+02 
2.15989e+02 ; 1.03683e-01 ; -2.86865e-03 ; 4.76474e-06 ; -2.76184e-03 ; 8.17509e+02 
2.16055e+02 ; 1.03353e-01 ; -2.86255e-03 ; 4.75035e-06 ; -2.75878e-03 ; 8.18508e+02 
2.16187e+02 ; 1.02694e-01 ; -2.85645e-03 ; 4.72159e-06 ; -2.75269e-03 ; 8.19529e+02 
2.16319e+02 ; 1.01722e-01 ; -2.85339e-03 ; 4.67840e-06 ; -2.74658e-03 ; 8.20544e+02 
2.16385e+02 ; 1.02018e-01 ; -2.84730e-03 ; 4.69277e-06 ; -2.74352e-03 ; 8.21557e+02 
2.16517e+02 ; 1.02297e-01 ; -2.84424e-03 ; 4.70716e-06 ; -2.73743e-03 ; 8.22569e+02 
2.16584e+02 ; 1.02594e-01 ; -2.83814e-03 ; 4.72159e-06 ; -2.73437e-03 ; 8.23582e+02 
2.16716e+02 ; 1.02873e-01 ; -2.83508e-03 ; 4.73595e-06 ; -2.72827e-03 ; 8.24587e+02 
2.16848e+02 ; 1.02214e-01 ; -2.82898e-03 ; 4.70716e-06 ; -2.72217e-03 ; 8.25603e+02 
2.16914e+02 ; 1.02198e-01 ; -2.82288e-03 ; 4.70716e-06 ; -2.71911e-03 ; 8.26615e+02 
