T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.98972e+02 ; -1.50209e-02 ; 1.19910e-03 ; -7.78571e-07 ; 1.32059e-03 ; 1.32800e+00 
2.98976e+02 ; -1.45918e-02 ; 1.19911e-03 ; -7.56332e-07 ; 1.32079e-03 ; 2.33100e+00 
2.98984e+02 ; -1.44653e-02 ; 1.19902e-03 ; -7.49781e-07 ; 1.32120e-03 ; 3.32000e+00 
2.98974e+02 ; -1.44573e-02 ; 1.19939e-03 ; -7.49359e-07 ; 1.32068e-03 ; 4.34400e+00 
2.98974e+02 ; -1.44670e-02 ; 1.19919e-03 ; -7.49865e-07 ; 1.32071e-03 ; 5.35000e+00 
2.98969e+02 ; -1.58894e-02 ; 1.19879e-03 ; -8.23584e-07 ; 1.32043e-03 ; 6.35300e+00 
2.98963e+02 ; -1.52488e-02 ; 1.19892e-03 ; -7.90379e-07 ; 1.32009e-03 ; 7.35800e+00 
2.98961e+02 ; -1.57739e-02 ; 1.19900e-03 ; -8.17595e-07 ; 1.32002e-03 ; 8.36100e+00 
2.98968e+02 ; -1.59089e-02 ; 1.19851e-03 ; -8.24596e-07 ; 1.32039e-03 ; 9.37000e+00 
2.98966e+02 ; -1.51669e-02 ; 1.19847e-03 ; -7.86134e-07 ; 1.32025e-03 ; 1.03710e+01 
2.98961e+02 ; -1.62952e-02 ; 1.19830e-03 ; -8.44614e-07 ; 1.32003e-03 ; 1.13610e+01 
2.98953e+02 ; -1.62259e-02 ; 1.19824e-03 ; -8.41015e-07 ; 1.31958e-03 ; 1.23290e+01 
2.98960e+02 ; -1.61238e-02 ; 1.19845e-03 ; -8.35730e-07 ; 1.31994e-03 ; 1.33890e+01 
2.98959e+02 ; -1.51480e-02 ; 1.19759e-03 ; -7.85150e-07 ; 1.31989e-03 ; 1.44020e+01 
2.98955e+02 ; -1.59405e-02 ; 1.19846e-03 ; -8.26226e-07 ; 1.31968e-03 ; 1.53490e+01 
2.98955e+02 ; -1.40539e-02 ; 1.19797e-03 ; -7.28442e-07 ; 1.31968e-03 ; 1.64090e+01 
