T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.03740e+02 ; -3.74991e-02 ; 1.44547e-03 ; -1.95079e-06 ; 1.56780e-03 ; 1.32600e+00 
3.03723e+02 ; -3.95599e-02 ; 1.44426e-03 ; -2.05796e-06 ; 1.56692e-03 ; 2.31800e+00 
3.03695e+02 ; -3.90646e-02 ; 1.44299e-03 ; -2.03215e-06 ; 1.56544e-03 ; 3.34000e+00 
3.03678e+02 ; -3.40608e-02 ; 1.44187e-03 ; -1.77183e-06 ; 1.56455e-03 ; 4.33200e+00 
3.03662e+02 ; -3.34640e-02 ; 1.44081e-03 ; -1.74076e-06 ; 1.56373e-03 ; 5.29100e+00 
3.03639e+02 ; -3.27792e-02 ; 1.44010e-03 ; -1.70511e-06 ; 1.56255e-03 ; 6.34800e+00 
3.03622e+02 ; -3.43147e-02 ; 1.43903e-03 ; -1.78496e-06 ; 1.56165e-03 ; 7.35500e+00 
3.03601e+02 ; -3.30931e-02 ; 1.43790e-03 ; -1.72139e-06 ; 1.56055e-03 ; 8.35600e+00 
3.03596e+02 ; -2.80347e-02 ; 1.43740e-03 ; -1.45826e-06 ; 1.56029e-03 ; 9.34500e+00 
3.03565e+02 ; -3.77026e-02 ; 1.43588e-03 ; -1.96110e-06 ; 1.55868e-03 ; 1.03640e+01 
3.03551e+02 ; -3.23642e-02 ; 1.43531e-03 ; -1.68341e-06 ; 1.55793e-03 ; 1.13550e+01 
3.03539e+02 ; -3.08845e-02 ; 1.43439e-03 ; -1.60643e-06 ; 1.55733e-03 ; 1.23590e+01 
3.03513e+02 ; -2.89927e-02 ; 1.43383e-03 ; -1.50800e-06 ; 1.55597e-03 ; 1.33880e+01 
3.03508e+02 ; -2.79890e-02 ; 1.43344e-03 ; -1.45579e-06 ; 1.55566e-03 ; 1.43440e+01 
3.03492e+02 ; -2.85320e-02 ; 1.43253e-03 ; -1.48401e-06 ; 1.55488e-03 ; 1.54030e+01 
3.03476e+02 ; -2.90681e-02 ; 1.43161e-03 ; -1.51188e-06 ; 1.55399e-03 ; 1.64170e+01 
3.03462e+02 ; -3.71564e-02 ; 1.43021e-03 ; -1.93254e-06 ; 1.55330e-03 ; 1.74230e+01 
3.03433e+02 ; -4.10802e-02 ; 1.42949e-03 ; -2.13657e-06 ; 1.55178e-03 ; 1.84270e+01 
3.03411e+02 ; -4.10657e-02 ; 1.42825e-03 ; -2.13579e-06 ; 1.55062e-03 ; 1.94320e+01 
3.03391e+02 ; -4.50181e-02 ; 1.42722e-03 ; -2.34131e-06 ; 1.54959e-03 ; 2.03770e+01 
3.03354e+02 ; -4.51616e-02 ; 1.42510e-03 ; -2.34870e-06 ; 1.54764e-03 ; 2.14230e+01 
3.03322e+02 ; -4.33760e-02 ; 1.42344e-03 ; -2.25578e-06 ; 1.54597e-03 ; 2.24430e+01 
3.03295e+02 ; -5.20287e-02 ; 1.42242e-03 ; -2.70571e-06 ; 1.54456e-03 ; 2.34480e+01 
3.03264e+02 ; -5.44434e-02 ; 1.42046e-03 ; -2.83122e-06 ; 1.54293e-03 ; 2.44530e+01 
3.03224e+02 ; -5.54107e-02 ; 1.41842e-03 ; -2.88143e-06 ; 1.54086e-03 ; 2.54570e+01 
3.03183e+02 ; -5.73053e-02 ; 1.41654e-03 ; -2.97987e-06 ; 1.53874e-03 ; 2.64100e+01 
3.03135e+02 ; -6.24447e-02 ; 1.41416e-03 ; -3.24699e-06 ; 1.53624e-03 ; 2.74680e+01 
3.03080e+02 ; -6.65146e-02 ; 1.41158e-03 ; -3.45847e-06 ; 1.53339e-03 ; 2.84850e+01 
3.03043e+02 ; -7.36462e-02 ; 1.40901e-03 ; -3.82918e-06 ; 1.53144e-03 ; 2.94300e+01 
3.02971e+02 ; -8.74713e-02 ; 1.40573e-03 ; -4.54775e-06 ; 1.52771e-03 ; 3.04880e+01 
3.02891e+02 ; -9.76811e-02 ; 1.40263e-03 ; -5.07826e-06 ; 1.52358e-03 ; 3.14420e+01 
3.02802e+02 ; -1.10007e-01 ; 1.39800e-03 ; -5.71864e-06 ; 1.51896e-03 ; 3.25000e+01 
3.02715e+02 ; -1.22352e-01 ; 1.39278e-03 ; -6.35998e-06 ; 1.51446e-03 ; 3.35160e+01 
3.02600e+02 ; -1.32889e-01 ; 1.38718e-03 ; -6.90711e-06 ; 1.50853e-03 ; 3.45210e+01 
3.02480e+02 ; -1.46500e-01 ; 1.38226e-03 ; -7.61387e-06 ; 1.50230e-03 ; 3.55270e+01 
3.02361e+02 ; -1.58867e-01 ; 1.37515e-03 ; -8.25583e-06 ; 1.49614e-03 ; 3.65180e+01 
3.02211e+02 ; -1.73705e-01 ; 1.36733e-03 ; -9.02589e-06 ; 1.48838e-03 ; 3.75470e+01 
3.02041e+02 ; -1.91732e-01 ; 1.35999e-03 ; -9.96131e-06 ; 1.47953e-03 ; 3.85590e+01 
3.01879e+02 ; -2.08706e-01 ; 1.35092e-03 ; -1.08418e-05 ; 1.47119e-03 ; 3.95630e+01 
3.01690e+02 ; -2.17098e-01 ; 1.34266e-03 ; -1.12762e-05 ; 1.46136e-03 ; 4.05680e+01 
3.01481e+02 ; -2.31772e-01 ; 1.33173e-03 ; -1.20364e-05 ; 1.45053e-03 ; 4.15850e+01 
3.01296e+02 ; -2.47034e-01 ; 1.32063e-03 ; -1.28271e-05 ; 1.44095e-03 ; 4.25910e+01 
3.01056e+02 ; -2.62498e-01 ; 1.31085e-03 ; -1.36276e-05 ; 1.42853e-03 ; 4.35980e+01 
3.00837e+02 ; -2.79357e-01 ; 1.29738e-03 ; -1.45004e-05 ; 1.41717e-03 ; 4.46040e+01 
3.00574e+02 ; -2.94182e-01 ; 1.28353e-03 ; -1.52669e-05 ; 1.40358e-03 ; 4.56090e+01 
3.00294e+02 ; -3.10237e-01 ; 1.27172e-03 ; -1.60966e-05 ; 1.38905e-03 ; 4.66140e+01 
3.00053e+02 ; -3.07929e-01 ; 1.25713e-03 ; -1.59739e-05 ; 1.37656e-03 ; 4.76280e+01 
2.99744e+02 ; -3.29173e-01 ; 1.24177e-03 ; -1.70719e-05 ; 1.36055e-03 ; 4.86310e+01 
2.99422e+02 ; -3.59834e-01 ; 1.22782e-03 ; -1.86575e-05 ; 1.34388e-03 ; 4.96480e+01 
2.99117e+02 ; -3.92433e-01 ; 1.20957e-03 ; -2.03431e-05 ; 1.32809e-03 ; 5.06470e+01 
2.98736e+02 ; -4.14183e-01 ; 1.19290e-03 ; -2.14643e-05 ; 1.30833e-03 ; 5.15920e+01 
2.98337e+02 ; -4.31055e-01 ; 1.17211e-03 ; -2.23319e-05 ; 1.28769e-03 ; 5.26530e+01 
2.97978e+02 ; -4.42848e-01 ; 1.15196e-03 ; -2.29349e-05 ; 1.26911e-03 ; 5.36580e+01 
2.97562e+02 ; -4.48638e-01 ; 1.12965e-03 ; -2.32234e-05 ; 1.24757e-03 ; 5.46660e+01 
2.97203e+02 ; -4.51864e-01 ; 1.11125e-03 ; -2.33805e-05 ; 1.22893e-03 ; 5.56070e+01 
2.96784e+02 ; -4.55661e-01 ; 1.08966e-03 ; -2.35653e-05 ; 1.20723e-03 ; 5.66740e+01 
2.96354e+02 ; -4.56143e-01 ; 1.07052e-03 ; -2.35783e-05 ; 1.18499e-03 ; 5.76650e+01 
2.95987e+02 ; -4.56714e-01 ; 1.04880e-03 ; -2.35976e-05 ; 1.16594e-03 ; 5.86730e+01 
2.95564e+02 ; -4.56712e-01 ; 1.02688e-03 ; -2.35858e-05 ; 1.14407e-03 ; 5.96940e+01 
2.95130e+02 ; -4.57944e-01 ; 1.00798e-03 ; -2.36373e-05 ; 1.12154e-03 ; 6.07050e+01 
2.94772e+02 ; -4.58841e-01 ; 9.85992e-04 ; -2.36737e-05 ; 1.10303e-03 ; 6.16440e+01 
2.94340e+02 ; -4.59981e-01 ; 9.63819e-04 ; -2.37205e-05 ; 1.08065e-03 ; 6.27090e+01 
2.93914e+02 ; -4.59691e-01 ; 9.45103e-04 ; -2.36937e-05 ; 1.05859e-03 ; 6.37260e+01 
2.93547e+02 ; -4.59717e-01 ; 9.22578e-04 ; -2.36848e-05 ; 1.03955e-03 ; 6.47300e+01 
2.93116e+02 ; -4.60476e-01 ; 9.00596e-04 ; -2.37120e-05 ; 1.01725e-03 ; 6.57450e+01 
2.92682e+02 ; -4.59016e-01 ; 8.81487e-04 ; -2.36249e-05 ; 9.95040e-04 ; 6.67510e+01 
2.92321e+02 ; -4.57218e-01 ; 8.59576e-04 ; -2.35225e-05 ; 9.76562e-04 ; 6.77570e+01 
2.91887e+02 ; -4.54981e-01 ; 8.37588e-04 ; -2.33957e-05 ; 9.54312e-04 ; 6.87470e+01 
2.91462e+02 ; -4.54476e-01 ; 8.19409e-04 ; -2.33583e-05 ; 9.32598e-04 ; 6.97680e+01 
2.91096e+02 ; -4.52512e-01 ; 7.97850e-04 ; -2.32475e-05 ; 9.13840e-04 ; 7.07740e+01 
2.90675e+02 ; -4.50254e-01 ; 7.79045e-04 ; -2.31202e-05 ; 8.92287e-04 ; 7.17240e+01 
2.90255e+02 ; -4.48458e-01 ; 7.57503e-04 ; -2.30168e-05 ; 8.70764e-04 ; 7.27870e+01 
2.89894e+02 ; -4.46258e-01 ; 7.36630e-04 ; -2.28944e-05 ; 8.52299e-04 ; 7.37880e+01 
2.89481e+02 ; -4.43746e-01 ; 7.15119e-04 ; -2.27547e-05 ; 8.31127e-04 ; 7.47940e+01 
2.89121e+02 ; -4.42979e-01 ; 6.96814e-04 ; -2.27059e-05 ; 8.12721e-04 ; 7.57400e+01 
2.88712e+02 ; -4.41286e-01 ; 6.76095e-04 ; -2.26085e-05 ; 7.91782e-04 ; 7.67860e+01 
2.88295e+02 ; -4.40046e-01 ; 6.57987e-04 ; -2.25341e-05 ; 7.70414e-04 ; 7.78040e+01 
2.87955e+02 ; -4.39947e-01 ; 6.37096e-04 ; -2.25209e-05 ; 7.53009e-04 ; 7.88200e+01 
2.87539e+02 ; -4.39823e-01 ; 6.16199e-04 ; -2.25053e-05 ; 7.31695e-04 ; 7.98250e+01 
2.87129e+02 ; -4.39326e-01 ; 5.98085e-04 ; -2.24708e-05 ; 7.10732e-04 ; 8.08320e+01 
2.86773e+02 ; -4.40695e-01 ; 5.77319e-04 ; -2.25328e-05 ; 6.92505e-04 ; 8.18220e+01 
2.86363e+02 ; -4.39768e-01 ; 5.56230e-04 ; -2.24763e-05 ; 6.71524e-04 ; 8.28440e+01 
2.85962e+02 ; -4.40320e-01 ; 5.38003e-04 ; -2.24956e-05 ; 6.50954e-04 ; 8.38520e+01 
2.85599e+02 ; -4.41473e-01 ; 5.17064e-04 ; -2.25464e-05 ; 6.32369e-04 ; 8.47940e+01 
2.85193e+02 ; -4.42347e-01 ; 4.99505e-04 ; -2.25820e-05 ; 6.11579e-04 ; 8.57950e+01 
2.84843e+02 ; -4.40766e-01 ; 4.78601e-04 ; -2.24935e-05 ; 5.93692e-04 ; 8.67900e+01 
2.84436e+02 ; -4.41601e-01 ; 4.60529e-04 ; -2.25270e-05 ; 5.72824e-04 ; 8.77950e+01 
2.84018e+02 ; -4.41494e-01 ; 4.39596e-04 ; -2.25123e-05 ; 5.51426e-04 ; 8.88550e+01 
2.83668e+02 ; -4.40803e-01 ; 4.18407e-04 ; -2.24693e-05 ; 5.33497e-04 ; 8.98000e+01 
2.83266e+02 ; -4.40301e-01 ; 3.97837e-04 ; -2.24348e-05 ; 5.12934e-04 ; 9.08590e+01 
2.82849e+02 ; -4.38959e-01 ; 3.80367e-04 ; -2.23573e-05 ; 4.91744e-04 ; 9.18720e+01 
2.82494e+02 ; -4.38400e-01 ; 3.59380e-04 ; -2.23211e-05 ; 4.73738e-04 ; 9.28840e+01 
2.82089e+02 ; -4.36153e-01 ; 3.41457e-04 ; -2.21980e-05 ; 4.53222e-04 ; 9.38350e+01 
2.81681e+02 ; -4.36670e-01 ; 3.21060e-04 ; -2.22154e-05 ; 4.32539e-04 ; 9.48980e+01 
2.81336e+02 ; -4.34513e-01 ; 2.99966e-04 ; -2.20982e-05 ; 4.15033e-04 ; 9.59020e+01 
2.80925e+02 ; -4.34300e-01 ; 2.82580e-04 ; -2.20785e-05 ; 3.94207e-04 ; 9.68910e+01 
2.80522e+02 ; -4.33292e-01 ; 2.62546e-04 ; -2.20187e-05 ; 3.73745e-04 ; 9.79230e+01 
2.80166e+02 ; -4.31674e-01 ; 2.42209e-04 ; -2.19288e-05 ; 3.55703e-04 ; 9.89280e+01 
2.79765e+02 ; -4.31687e-01 ; 2.21735e-04 ; -2.19210e-05 ; 3.35383e-04 ; 9.99350e+01 
2.79363e+02 ; -4.30353e-01 ; 2.03729e-04 ; -2.18447e-05 ; 3.14981e-04 ; 1.00938e+02 
2.79021e+02 ; -4.30406e-01 ; 1.83654e-04 ; -2.18401e-05 ; 2.97665e-04 ; 1.01953e+02 
2.78626e+02 ; -4.28173e-01 ; 1.63484e-04 ; -2.17184e-05 ; 2.77614e-04 ; 1.02958e+02 
2.78229e+02 ; -4.27225e-01 ; 1.46258e-04 ; -2.16620e-05 ; 2.57498e-04 ; 1.03963e+02 
2.77886e+02 ; -4.26550e-01 ; 1.26421e-04 ; -2.16192e-05 ; 2.40099e-04 ; 1.04971e+02 
2.77485e+02 ; -4.26496e-01 ; 1.06525e-04 ; -2.16060e-05 ; 2.19786e-04 ; 1.05981e+02 
2.77094e+02 ; -4.25904e-01 ; 8.91148e-05 ; -2.15659e-05 ; 1.99973e-04 ; 1.06988e+02 
