T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.05410e+02 ; -2.48276e-02 ; 1.53360e-03 ; -1.29325e-06 ; 1.65499e-03 ; 1.32300e+00 
3.05398e+02 ; -2.48537e-02 ; 1.53341e-03 ; -1.29460e-06 ; 1.65435e-03 ; 2.32900e+00 
3.05387e+02 ; -2.49327e-02 ; 1.53322e-03 ; -1.29871e-06 ; 1.65378e-03 ; 3.34500e+00 
3.05375e+02 ; -2.41891e-02 ; 1.53202e-03 ; -1.25996e-06 ; 1.65317e-03 ; 4.35200e+00 
3.05365e+02 ; -2.53439e-02 ; 1.53213e-03 ; -1.32010e-06 ; 1.65263e-03 ; 5.36900e+00 
3.05359e+02 ; -2.39017e-02 ; 1.53164e-03 ; -1.24498e-06 ; 1.65229e-03 ; 6.36200e+00 
3.05348e+02 ; -2.47575e-02 ; 1.53084e-03 ; -1.28954e-06 ; 1.65174e-03 ; 7.38000e+00 
3.05337e+02 ; -2.42946e-02 ; 1.53046e-03 ; -1.26542e-06 ; 1.65114e-03 ; 8.33000e+00 
3.05332e+02 ; -2.42099e-02 ; 1.53011e-03 ; -1.26100e-06 ; 1.65089e-03 ; 9.37500e+00 
3.05320e+02 ; -2.43041e-02 ; 1.52943e-03 ; -1.26590e-06 ; 1.65030e-03 ; 1.03980e+01 
3.05311e+02 ; -2.47150e-02 ; 1.52868e-03 ; -1.28729e-06 ; 1.64981e-03 ; 1.13470e+01 
3.05295e+02 ; -2.46689e-02 ; 1.52840e-03 ; -1.28487e-06 ; 1.64899e-03 ; 1.24080e+01 
3.05285e+02 ; -2.47031e-02 ; 1.52795e-03 ; -1.28664e-06 ; 1.64846e-03 ; 1.33550e+01 
3.05271e+02 ; -2.57171e-02 ; 1.52674e-03 ; -1.33945e-06 ; 1.64771e-03 ; 1.44020e+01 
3.05266e+02 ; -2.53626e-02 ; 1.52660e-03 ; -1.32097e-06 ; 1.64747e-03 ; 1.54230e+01 
3.05254e+02 ; -2.47485e-02 ; 1.52624e-03 ; -1.28898e-06 ; 1.64685e-03 ; 1.64220e+01 
3.05253e+02 ; -2.44435e-02 ; 1.52551e-03 ; -1.27309e-06 ; 1.64680e-03 ; 1.73790e+01 
3.05235e+02 ; -2.18867e-02 ; 1.52505e-03 ; -1.13991e-06 ; 1.64583e-03 ; 1.84260e+01 
3.05230e+02 ; -2.26194e-02 ; 1.52486e-03 ; -1.17806e-06 ; 1.64555e-03 ; 1.94490e+01 
3.05224e+02 ; -2.30999e-02 ; 1.52465e-03 ; -1.20309e-06 ; 1.64526e-03 ; 2.03930e+01 
3.05212e+02 ; -2.26618e-02 ; 1.52412e-03 ; -1.18026e-06 ; 1.64465e-03 ; 2.14530e+01 
3.05205e+02 ; -2.37551e-02 ; 1.52332e-03 ; -1.23719e-06 ; 1.64425e-03 ; 2.24610e+01 
3.05206e+02 ; -2.57093e-02 ; 1.52304e-03 ; -1.33897e-06 ; 1.64430e-03 ; 2.34660e+01 
3.05179e+02 ; -2.70211e-02 ; 1.52310e-03 ; -1.40726e-06 ; 1.64292e-03 ; 2.44220e+01 
3.05174e+02 ; -2.74061e-02 ; 1.52141e-03 ; -1.42731e-06 ; 1.64266e-03 ; 2.54680e+01 
3.05161e+02 ; -3.14040e-02 ; 1.52043e-03 ; -1.63550e-06 ; 1.64198e-03 ; 2.64870e+01 
3.05136e+02 ; -3.35247e-02 ; 1.52061e-03 ; -1.74591e-06 ; 1.64068e-03 ; 2.74950e+01 
3.05102e+02 ; -4.58986e-02 ; 1.51885e-03 ; -2.39026e-06 ; 1.63888e-03 ; 2.85000e+01 
3.05069e+02 ; -6.94721e-02 ; 1.51641e-03 ; -3.61780e-06 ; 1.63715e-03 ; 2.95010e+01 
3.04982e+02 ; -1.18222e-01 ; 1.51395e-03 ; -6.15606e-06 ; 1.63265e-03 ; 3.05050e+01 
3.04666e+02 ; -5.71411e-01 ; 1.50035e-03 ; -2.97473e-05 ; 1.61616e-03 ; 3.15180e+01 
3.03662e+02 ; -1.26044e+00 ; 1.46371e-03 ; -6.55668e-05 ; 1.56371e-03 ; 3.24750e+01 
3.01840e+02 ; -2.07839e+00 ; 1.38295e-03 ; -1.07964e-04 ; 1.46916e-03 ; 3.35360e+01 
2.99812e+02 ; -2.50604e+00 ; 1.26615e-03 ; -1.29978e-04 ; 1.36410e-03 ; 3.44890e+01 
2.97191e+02 ; -2.54067e+00 ; 1.13643e-03 ; -1.31458e-04 ; 1.22834e-03 ; 3.55510e+01 
2.94217e+02 ; -2.55146e+00 ; 1.02494e-03 ; -1.31556e-04 ; 1.07428e-03 ; 3.65560e+01 
2.91436e+02 ; -2.56057e+00 ; 8.94850e-04 ; -1.31599e-04 ; 9.31269e-04 ; 3.75440e+01 
2.88064e+02 ; -2.57088e+00 ; 7.64811e-04 ; -1.31618e-04 ; 7.58582e-04 ; 3.85670e+01 
2.84573e+02 ; -2.57903e+00 ; 6.53708e-04 ; -1.31580e-04 ; 5.79840e-04 ; 3.95750e+01 
2.81531e+02 ; -2.58680e+00 ; 5.23323e-04 ; -1.31583e-04 ; 4.24898e-04 ; 4.05820e+01 
2.78216e+02 ; -2.60179e+00 ; 4.11826e-04 ; -1.31919e-04 ; 2.56866e-04 ; 4.15340e+01 
2.75408e+02 ; -2.61061e+00 ; 2.81453e-04 ; -1.31922e-04 ; 1.14459e-04 ; 4.25750e+01 
2.72129e+02 ; -2.62089e+00 ; 1.50478e-04 ; -1.31924e-04 ; -5.11764e-05 ; 4.35800e+01 
2.68845e+02 ; -2.63101e+00 ; 2.04562e-05 ; -1.31922e-04 ; -2.15667e-04 ; 4.46100e+01 
2.65614e+02 ; -2.64278e+00 ; -9.20056e-05 ; -1.31926e-04 ; -3.77577e-04 ; 4.56190e+01 
2.62826e+02 ; -2.65311e+00 ; -2.21711e-04 ; -1.31920e-04 ; -5.16999e-04 ; 4.66240e+01 
2.59540e+02 ; -2.66533e+00 ; -3.52621e-04 ; -1.31922e-04 ; -6.79344e-04 ; 4.76250e+01 
2.56686e+02 ; -2.67623e+00 ; -4.64624e-04 ; -1.31926e-04 ; -8.20309e-04 ; 4.86150e+01 
2.53343e+02 ; -2.68916e+00 ; -5.76883e-04 ; -1.31926e-04 ; -9.85473e-04 ; 4.95770e+01 
2.49750e+02 ; -2.70289e+00 ; -7.07662e-04 ; -1.31927e-04 ; -1.16060e-03 ; 5.06370e+01 
2.46354e+02 ; -2.71724e+00 ; -8.37725e-04 ; -1.31931e-04 ; -1.32599e-03 ; 5.16440e+01 
2.41791e+02 ; -2.73800e+00 ; -9.68742e-04 ; -1.31933e-04 ; -1.54709e-03 ; 5.26300e+01 
2.37274e+02 ; -2.75890e+00 ; -1.08026e-03 ; -1.31928e-04 ; -1.76347e-03 ; 5.36040e+01 
2.31282e+02 ; -2.79072e+00 ; -1.21077e-03 ; -1.31933e-04 ; -2.04881e-03 ; 5.46600e+01 
