T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.00058e+02 ; -3.31745e-02 ; 1.25478e-03 ; -1.72094e-06 ; 1.37682e-03 ; 1.33400e+00 
3.00044e+02 ; -3.23960e-02 ; 1.25375e-03 ; -1.68054e-06 ; 1.37612e-03 ; 2.32100e+00 
3.00027e+02 ; -3.17325e-02 ; 1.25250e-03 ; -1.64610e-06 ; 1.37521e-03 ; 3.34600e+00 
3.00017e+02 ; -3.22254e-02 ; 1.25190e-03 ; -1.67166e-06 ; 1.37470e-03 ; 4.29400e+00 
3.00002e+02 ; -3.09060e-02 ; 1.25082e-03 ; -1.60320e-06 ; 1.37395e-03 ; 5.35200e+00 
2.99980e+02 ; -3.11390e-02 ; 1.25030e-03 ; -1.61526e-06 ; 1.37280e-03 ; 6.30400e+00 
2.99965e+02 ; -2.85810e-02 ; 1.24937e-03 ; -1.48255e-06 ; 1.37204e-03 ; 7.36200e+00 
2.99955e+02 ; -2.79720e-02 ; 1.24877e-03 ; -1.45095e-06 ; 1.37148e-03 ; 8.37000e+00 
2.99939e+02 ; -3.37634e-02 ; 1.24838e-03 ; -1.75134e-06 ; 1.37068e-03 ; 9.37500e+00 
2.99920e+02 ; -3.53401e-02 ; 1.24727e-03 ; -1.83310e-06 ; 1.36966e-03 ; 1.03210e+01 
2.99903e+02 ; -3.75554e-02 ; 1.24593e-03 ; -1.94797e-06 ; 1.36882e-03 ; 1.13800e+01 
2.99877e+02 ; -3.47900e-02 ; 1.24490e-03 ; -1.80450e-06 ; 1.36746e-03 ; 1.23350e+01 
2.99865e+02 ; -3.35311e-02 ; 1.24398e-03 ; -1.73919e-06 ; 1.36686e-03 ; 1.33790e+01 
2.99842e+02 ; -3.25332e-02 ; 1.24295e-03 ; -1.68740e-06 ; 1.36566e-03 ; 1.43840e+01 
2.99831e+02 ; -3.23796e-02 ; 1.24220e-03 ; -1.67942e-06 ; 1.36510e-03 ; 1.53550e+01 
2.99814e+02 ; -3.06193e-02 ; 1.24137e-03 ; -1.58810e-06 ; 1.36421e-03 ; 1.63580e+01 
2.99794e+02 ; -3.06301e-02 ; 1.24065e-03 ; -1.58863e-06 ; 1.36317e-03 ; 1.74160e+01 
2.99778e+02 ; -3.01306e-02 ; 1.23987e-03 ; -1.56271e-06 ; 1.36235e-03 ; 1.84070e+01 
2.99769e+02 ; -3.02436e-02 ; 1.23925e-03 ; -1.56856e-06 ; 1.36186e-03 ; 1.94300e+01 
2.99753e+02 ; -2.95723e-02 ; 1.23842e-03 ; -1.53372e-06 ; 1.36102e-03 ; 2.04440e+01 
2.99733e+02 ; -2.97121e-02 ; 1.23726e-03 ; -1.54095e-06 ; 1.36002e-03 ; 2.14600e+01 
2.99725e+02 ; -3.13820e-02 ; 1.23664e-03 ; -1.62754e-06 ; 1.35958e-03 ; 2.24660e+01 
2.99707e+02 ; -3.03892e-02 ; 1.23594e-03 ; -1.57604e-06 ; 1.35864e-03 ; 2.34700e+01 
2.99690e+02 ; -2.95136e-02 ; 1.23512e-03 ; -1.53060e-06 ; 1.35776e-03 ; 2.44840e+01 
2.99679e+02 ; -2.82837e-02 ; 1.23439e-03 ; -1.46681e-06 ; 1.35720e-03 ; 2.54900e+01 
2.99664e+02 ; -2.92946e-02 ; 1.23363e-03 ; -1.51922e-06 ; 1.35645e-03 ; 2.64920e+01 
2.99649e+02 ; -3.00143e-02 ; 1.23340e-03 ; -1.55652e-06 ; 1.35566e-03 ; 2.75130e+01 
2.99630e+02 ; -2.98342e-02 ; 1.23204e-03 ; -1.54716e-06 ; 1.35468e-03 ; 2.84680e+01 
2.99620e+02 ; -3.01446e-02 ; 1.23140e-03 ; -1.56324e-06 ; 1.35415e-03 ; 2.95110e+01 
2.99603e+02 ; -3.07191e-02 ; 1.23066e-03 ; -1.59302e-06 ; 1.35329e-03 ; 3.05340e+01 
2.99591e+02 ; -3.02353e-02 ; 1.22964e-03 ; -1.56791e-06 ; 1.35263e-03 ; 3.15410e+01 
2.99578e+02 ; -2.87408e-02 ; 1.22901e-03 ; -1.49040e-06 ; 1.35195e-03 ; 3.25460e+01 
2.99560e+02 ; -2.93511e-02 ; 1.22840e-03 ; -1.52203e-06 ; 1.35102e-03 ; 3.35610e+01 
2.99545e+02 ; -2.94491e-02 ; 1.22777e-03 ; -1.52709e-06 ; 1.35027e-03 ; 3.45650e+01 
2.99534e+02 ; -3.03260e-02 ; 1.22697e-03 ; -1.57255e-06 ; 1.34970e-03 ; 3.55140e+01 
2.99520e+02 ; -3.00178e-02 ; 1.22607e-03 ; -1.55655e-06 ; 1.34898e-03 ; 3.65750e+01 
2.99501e+02 ; -3.02043e-02 ; 1.22545e-03 ; -1.56620e-06 ; 1.34797e-03 ; 3.75640e+01 
2.99487e+02 ; -3.08601e-02 ; 1.22510e-03 ; -1.60019e-06 ; 1.34727e-03 ; 3.85860e+01 
2.99474e+02 ; -3.06170e-02 ; 1.22389e-03 ; -1.58756e-06 ; 1.34658e-03 ; 3.95370e+01 
2.99458e+02 ; -2.87749e-02 ; 1.22321e-03 ; -1.49203e-06 ; 1.34573e-03 ; 4.05980e+01 
2.99445e+02 ; -2.88478e-02 ; 1.22278e-03 ; -1.49580e-06 ; 1.34508e-03 ; 4.15420e+01 
2.99431e+02 ; -2.82403e-02 ; 1.22176e-03 ; -1.46428e-06 ; 1.34434e-03 ; 4.25930e+01 
2.99419e+02 ; -2.51611e-02 ; 1.22132e-03 ; -1.30461e-06 ; 1.34373e-03 ; 4.35560e+01 
2.99409e+02 ; -2.42362e-02 ; 1.22084e-03 ; -1.25665e-06 ; 1.34321e-03 ; 4.46020e+01 
2.99398e+02 ; -2.55720e-02 ; 1.22050e-03 ; -1.32589e-06 ; 1.34264e-03 ; 4.56190e+01 
2.99390e+02 ; -2.53802e-02 ; 1.21980e-03 ; -1.31594e-06 ; 1.34223e-03 ; 4.65690e+01 
