T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.96914e+02 ; -8.87957e-03 ; 1.09246e-03 ; -4.59292e-07 ; 1.21396e-03 ; 1.31800e+00 
2.96928e+02 ; -8.80876e-03 ; 1.09196e-03 ; -4.55638e-07 ; 1.21470e-03 ; 2.26300e+00 
2.96922e+02 ; -9.41490e-03 ; 1.09242e-03 ; -4.86987e-07 ; 1.21437e-03 ; 3.30700e+00 
2.96936e+02 ; -9.27559e-03 ; 1.09272e-03 ; -4.79789e-07 ; 1.21510e-03 ; 4.33800e+00 
2.96935e+02 ; -1.02322e-02 ; 1.09313e-03 ; -5.29272e-07 ; 1.21508e-03 ; 5.33800e+00 
2.96938e+02 ; -9.99359e-03 ; 1.09320e-03 ; -5.16929e-07 ; 1.21522e-03 ; 6.34300e+00 
2.96942e+02 ; -9.73969e-03 ; 1.09332e-03 ; -5.03799e-07 ; 1.21545e-03 ; 7.35000e+00 
2.96943e+02 ; -9.52227e-03 ; 1.09344e-03 ; -4.92553e-07 ; 1.21549e-03 ; 8.35700e+00 
2.96948e+02 ; -9.90053e-03 ; 1.09381e-03 ; -5.12122e-07 ; 1.21573e-03 ; 9.34600e+00 
2.96951e+02 ; -1.00728e-02 ; 1.09401e-03 ; -5.21034e-07 ; 1.21590e-03 ; 1.03070e+01 
2.96954e+02 ; -1.05804e-02 ; 1.09430e-03 ; -5.47294e-07 ; 1.21602e-03 ; 1.13690e+01 
2.96956e+02 ; -1.09255e-02 ; 1.09405e-03 ; -5.65147e-07 ; 1.21613e-03 ; 1.23750e+01 
2.96962e+02 ; -1.14956e-02 ; 1.09451e-03 ; -5.94641e-07 ; 1.21645e-03 ; 1.33890e+01 
2.96960e+02 ; -1.08526e-02 ; 1.09432e-03 ; -5.61379e-07 ; 1.21635e-03 ; 1.43910e+01 
2.96961e+02 ; -1.14619e-02 ; 1.09464e-03 ; -5.92897e-07 ; 1.21641e-03 ; 1.53910e+01 
2.96969e+02 ; -1.07775e-02 ; 1.09469e-03 ; -5.57500e-07 ; 1.21682e-03 ; 1.63930e+01 
2.96967e+02 ; -1.09417e-02 ; 1.09483e-03 ; -5.65991e-07 ; 1.21670e-03 ; 1.74020e+01 
2.96969e+02 ; -1.04432e-02 ; 1.09489e-03 ; -5.40208e-07 ; 1.21684e-03 ; 1.84240e+01 
2.96979e+02 ; -1.01687e-02 ; 1.09524e-03 ; -5.26010e-07 ; 1.21732e-03 ; 1.94380e+01 
2.96978e+02 ; -9.84908e-03 ; 1.09544e-03 ; -5.09478e-07 ; 1.21727e-03 ; 2.04390e+01 
2.96982e+02 ; -9.05117e-03 ; 1.09522e-03 ; -4.68206e-07 ; 1.21748e-03 ; 2.13850e+01 
2.96987e+02 ; -9.93594e-03 ; 1.09546e-03 ; -5.13977e-07 ; 1.21776e-03 ; 2.24440e+01 
2.96988e+02 ; -9.65166e-03 ; 1.09579e-03 ; -4.99273e-07 ; 1.21783e-03 ; 2.34570e+01 
2.96991e+02 ; -1.00832e-02 ; 1.09585e-03 ; -5.21596e-07 ; 1.21795e-03 ; 2.44620e+01 
2.96991e+02 ; -9.85491e-03 ; 1.09590e-03 ; -5.09788e-07 ; 1.21796e-03 ; 2.54650e+01 
2.96998e+02 ; -9.30045e-03 ; 1.09636e-03 ; -4.81110e-07 ; 1.21834e-03 ; 2.64800e+01 
2.96998e+02 ; -1.00092e-02 ; 1.09642e-03 ; -5.17773e-07 ; 1.21834e-03 ; 2.74920e+01 
2.97008e+02 ; -1.00835e-02 ; 1.09665e-03 ; -5.21625e-07 ; 1.21884e-03 ; 2.84970e+01 
2.97014e+02 ; -1.05204e-02 ; 1.09715e-03 ; -5.44229e-07 ; 1.21917e-03 ; 2.94990e+01 
2.97011e+02 ; -9.65357e-03 ; 1.09717e-03 ; -4.99385e-07 ; 1.21902e-03 ; 3.05060e+01 
