T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.01381e+02 ; -3.58058e-02 ; 1.32703e-03 ; -1.85933e-06 ; 1.44537e-03 ; 1.32800e+00 
3.01365e+02 ; -3.46790e-02 ; 1.32616e-03 ; -1.80079e-06 ; 1.44452e-03 ; 2.27500e+00 
3.01345e+02 ; -3.43422e-02 ; 1.32518e-03 ; -1.78327e-06 ; 1.44349e-03 ; 3.33400e+00 
3.01331e+02 ; -3.38926e-02 ; 1.32395e-03 ; -1.75991e-06 ; 1.44275e-03 ; 4.34300e+00 
3.01310e+02 ; -3.37887e-02 ; 1.32323e-03 ; -1.75448e-06 ; 1.44168e-03 ; 5.28800e+00 
3.01284e+02 ; -3.51663e-02 ; 1.32263e-03 ; -1.82598e-06 ; 1.44033e-03 ; 6.34700e+00 
3.01267e+02 ; -3.34405e-02 ; 1.32094e-03 ; -1.73635e-06 ; 1.43946e-03 ; 7.35700e+00 
3.01250e+02 ; -3.15864e-02 ; 1.32066e-03 ; -1.64005e-06 ; 1.43856e-03 ; 8.36700e+00 
3.01236e+02 ; -3.17681e-02 ; 1.31918e-03 ; -1.64947e-06 ; 1.43784e-03 ; 9.37200e+00 
3.01210e+02 ; -3.15592e-02 ; 1.31838e-03 ; -1.63859e-06 ; 1.43648e-03 ; 1.03190e+01 
3.01201e+02 ; -3.10460e-02 ; 1.31791e-03 ; -1.61194e-06 ; 1.43606e-03 ; 1.13800e+01 
3.01190e+02 ; -3.23064e-02 ; 1.31717e-03 ; -1.67736e-06 ; 1.43548e-03 ; 1.23820e+01 
3.01165e+02 ; -3.36771e-02 ; 1.31597e-03 ; -1.74850e-06 ; 1.43418e-03 ; 1.33900e+01 
3.01145e+02 ; -3.21900e-02 ; 1.31487e-03 ; -1.67126e-06 ; 1.43316e-03 ; 1.43930e+01 
3.01133e+02 ; -3.28965e-02 ; 1.31432e-03 ; -1.70793e-06 ; 1.43252e-03 ; 1.54030e+01 
3.01115e+02 ; -3.42892e-02 ; 1.31295e-03 ; -1.78021e-06 ; 1.43157e-03 ; 1.64130e+01 
3.01088e+02 ; -4.40925e-02 ; 1.31212e-03 ; -2.28913e-06 ; 1.43020e-03 ; 1.74180e+01 
3.01049e+02 ; -6.02455e-02 ; 1.31005e-03 ; -3.12764e-06 ; 1.42817e-03 ; 1.84120e+01 
3.00922e+02 ; -1.71987e-01 ; 1.30673e-03 ; -8.92779e-06 ; 1.42157e-03 ; 1.94300e+01 
3.00562e+02 ; -6.44383e-01 ; 1.28964e-03 ; -3.34406e-05 ; 1.40294e-03 ; 2.04330e+01 
2.99456e+02 ; -1.35662e+00 ; 1.24032e-03 ; -7.03428e-05 ; 1.34563e-03 ; 2.14420e+01 
2.97493e+02 ; -2.25028e+00 ; 1.16185e-03 ; -1.16474e-04 ; 1.24396e-03 ; 2.24440e+01 
