T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
3.02678e+02 ; -4.54998e-03 ; 1.39488e-03 ; -2.36507e-07 ; 1.51255e-03 ; 1.26900e+00 
3.02682e+02 ; -7.44752e-03 ; 1.39374e-03 ; -3.87121e-07 ; 1.51275e-03 ; 2.32800e+00 
3.02692e+02 ; -9.58503e-03 ; 1.39395e-03 ; -4.98232e-07 ; 1.51328e-03 ; 3.33500e+00 
3.02696e+02 ; -1.09480e-02 ; 1.39427e-03 ; -5.69083e-07 ; 1.51346e-03 ; 4.32600e+00 
3.02709e+02 ; -1.08462e-02 ; 1.39450e-03 ; -5.63797e-07 ; 1.51416e-03 ; 5.34600e+00 
3.02699e+02 ; -1.30272e-02 ; 1.39432e-03 ; -6.77158e-07 ; 1.51362e-03 ; 6.35000e+00 
3.02704e+02 ; -1.48483e-02 ; 1.39471e-03 ; -7.71824e-07 ; 1.51390e-03 ; 7.35900e+00 
3.02695e+02 ; -1.60302e-02 ; 1.39468e-03 ; -8.33256e-07 ; 1.51345e-03 ; 8.36700e+00 
3.02687e+02 ; -1.71770e-02 ; 1.39431e-03 ; -8.92860e-07 ; 1.51300e-03 ; 9.31100e+00 
3.02683e+02 ; -1.73664e-02 ; 1.39431e-03 ; -9.02701e-07 ; 1.51283e-03 ; 1.03090e+01 
3.02680e+02 ; -1.86618e-02 ; 1.39428e-03 ; -9.70037e-07 ; 1.51266e-03 ; 1.13720e+01 
3.02683e+02 ; -1.91810e-02 ; 1.39387e-03 ; -9.97027e-07 ; 1.51282e-03 ; 1.23760e+01 
3.02663e+02 ; -1.96822e-02 ; 1.39416e-03 ; -1.02306e-06 ; 1.51176e-03 ; 1.33660e+01 
3.02653e+02 ; -2.01199e-02 ; 1.39306e-03 ; -1.04581e-06 ; 1.51128e-03 ; 1.43790e+01 
3.02667e+02 ; -2.14357e-02 ; 1.39244e-03 ; -1.11421e-06 ; 1.51196e-03 ; 1.53840e+01 
3.02643e+02 ; -2.15827e-02 ; 1.39257e-03 ; -1.12183e-06 ; 1.51076e-03 ; 1.64020e+01 
3.02652e+02 ; -2.02882e-02 ; 1.39233e-03 ; -1.05455e-06 ; 1.51118e-03 ; 1.73520e+01 
3.02641e+02 ; -2.31292e-02 ; 1.39122e-03 ; -1.20221e-06 ; 1.51063e-03 ; 1.84130e+01 
3.02639e+02 ; -2.51322e-02 ; 1.39053e-03 ; -1.30633e-06 ; 1.51051e-03 ; 1.93590e+01 
3.02614e+02 ; -2.98171e-02 ; 1.38998e-03 ; -1.54980e-06 ; 1.50921e-03 ; 2.04040e+01 
3.02585e+02 ; -3.31060e-02 ; 1.38964e-03 ; -1.72072e-06 ; 1.50774e-03 ; 2.14210e+01 
3.02558e+02 ; -3.38062e-02 ; 1.38867e-03 ; -1.75707e-06 ; 1.50633e-03 ; 2.24330e+01 
3.02555e+02 ; -3.61112e-02 ; 1.38715e-03 ; -1.87687e-06 ; 1.50616e-03 ; 2.33760e+01 
3.02532e+02 ; -3.85651e-02 ; 1.38614e-03 ; -2.00437e-06 ; 1.50500e-03 ; 2.44350e+01 
3.02528e+02 ; -4.11520e-02 ; 1.38484e-03 ; -2.13882e-06 ; 1.50479e-03 ; 2.54480e+01 
3.02473e+02 ; -4.86517e-02 ; 1.38334e-03 ; -2.52850e-06 ; 1.50192e-03 ; 2.63930e+01 
3.02448e+02 ; -5.46278e-02 ; 1.38172e-03 ; -2.83904e-06 ; 1.50064e-03 ; 2.73970e+01 
3.02398e+02 ; -6.64331e-02 ; 1.37979e-03 ; -3.45243e-06 ; 1.49806e-03 ; 2.83970e+01 
3.02325e+02 ; -7.78343e-02 ; 1.37644e-03 ; -4.04471e-06 ; 1.49429e-03 ; 2.93960e+01 
3.02268e+02 ; -9.06950e-02 ; 1.37277e-03 ; -4.71282e-06 ; 1.49132e-03 ; 3.04570e+01 
3.02179e+02 ; -1.09671e-01 ; 1.36964e-03 ; -5.69848e-06 ; 1.48671e-03 ; 3.14670e+01 
3.02086e+02 ; -1.27494e-01 ; 1.36414e-03 ; -6.62407e-06 ; 1.48188e-03 ; 3.24750e+01 
3.01956e+02 ; -1.46212e-01 ; 1.35809e-03 ; -7.59585e-06 ; 1.47514e-03 ; 3.34870e+01 
3.01808e+02 ; -1.69019e-01 ; 1.35143e-03 ; -8.77971e-06 ; 1.46750e-03 ; 3.44810e+01 
3.01675e+02 ; -1.92076e-01 ; 1.34301e-03 ; -9.97635e-06 ; 1.46059e-03 ; 3.55060e+01 
3.01503e+02 ; -2.13473e-01 ; 1.33367e-03 ; -1.10863e-05 ; 1.45167e-03 ; 3.65110e+01 
3.01305e+02 ; -2.38374e-01 ; 1.32454e-03 ; -1.23776e-05 ; 1.44142e-03 ; 3.74600e+01 
3.01064e+02 ; -2.66018e-01 ; 1.31231e-03 ; -1.38104e-05 ; 1.42893e-03 ; 3.85180e+01 
3.00803e+02 ; -2.89674e-01 ; 1.30153e-03 ; -1.50356e-05 ; 1.41541e-03 ; 3.94640e+01 
3.00562e+02 ; -3.23941e-01 ; 1.28732e-03 ; -1.68111e-05 ; 1.40296e-03 ; 4.05070e+01 
3.00256e+02 ; -3.39326e-01 ; 1.27140e-03 ; -1.76054e-05 ; 1.38710e-03 ; 4.15270e+01 
2.99967e+02 ; -3.74693e-01 ; 1.25631e-03 ; -1.94360e-05 ; 1.37210e-03 ; 4.24740e+01 
2.99582e+02 ; -4.17824e-01 ; 1.23785e-03 ; -2.16670e-05 ; 1.35216e-03 ; 4.35330e+01 
2.99148e+02 ; -4.58888e-01 ; 1.21604e-03 ; -2.37885e-05 ; 1.32970e-03 ; 4.45430e+01 
2.98696e+02 ; -5.06345e-01 ; 1.19597e-03 ; -2.62396e-05 ; 1.30626e-03 ; 4.55570e+01 
2.98259e+02 ; -5.49058e-01 ; 1.17105e-03 ; -2.84436e-05 ; 1.28363e-03 ; 4.65630e+01 
2.97729e+02 ; -5.76891e-01 ; 1.14391e-03 ; -2.98681e-05 ; 1.25618e-03 ; 4.75590e+01 
2.97255e+02 ; -5.98004e-01 ; 1.11890e-03 ; -3.09440e-05 ; 1.23166e-03 ; 4.85270e+01 
2.96679e+02 ; -6.11207e-01 ; 1.08947e-03 ; -3.16057e-05 ; 1.20179e-03 ; 4.95890e+01 
2.96111e+02 ; -6.15481e-01 ; 1.05976e-03 ; -3.18055e-05 ; 1.17239e-03 ; 5.05980e+01 
2.95607e+02 ; -6.17399e-01 ; 1.03435e-03 ; -3.18857e-05 ; 1.14625e-03 ; 5.15430e+01 
2.95023e+02 ; -6.15587e-01 ; 1.00384e-03 ; -3.17703e-05 ; 1.11603e-03 ; 5.26030e+01 
2.94451e+02 ; -6.11312e-01 ; 9.74792e-04 ; -3.15285e-05 ; 1.08638e-03 ; 5.35930e+01 
2.93867e+02 ; -6.06271e-01 ; 9.49174e-04 ; -3.12471e-05 ; 1.05614e-03 ; 5.46100e+01 
2.93397e+02 ; -6.00000e-01 ; 9.20337e-04 ; -3.09068e-05 ; 1.03180e-03 ; 5.56200e+01 
2.92838e+02 ; -5.94364e-01 ; 8.95172e-04 ; -3.05966e-05 ; 1.00304e-03 ; 5.65650e+01 
2.92275e+02 ; -5.91039e-01 ; 8.66061e-04 ; -3.04056e-05 ; 9.74196e-04 ; 5.76270e+01 
2.91797e+02 ; -5.89839e-01 ; 8.37791e-04 ; -3.03272e-05 ; 9.49740e-04 ; 5.86140e+01 
2.91246e+02 ; -5.87149e-01 ; 8.14021e-04 ; -3.01696e-05 ; 9.21518e-04 ; 5.96320e+01 
2.90761e+02 ; -5.86642e-01 ; 7.84904e-04 ; -3.01266e-05 ; 8.96668e-04 ; 6.05770e+01 
2.90217e+02 ; -5.83925e-01 ; 7.56818e-04 ; -2.99683e-05 ; 8.68851e-04 ; 6.16220e+01 
2.89650e+02 ; -5.80771e-01 ; 7.33024e-04 ; -2.97869e-05 ; 8.39811e-04 ; 6.26390e+01 
2.89189e+02 ; -5.78156e-01 ; 7.05212e-04 ; -2.96370e-05 ; 8.16172e-04 ; 6.36300e+01 
2.88655e+02 ; -5.76889e-01 ; 6.77258e-04 ; -2.95539e-05 ; 7.88844e-04 ; 6.46530e+01 
2.88189e+02 ; -5.75294e-01 ; 6.52784e-04 ; -2.94564e-05 ; 7.64990e-04 ; 6.56030e+01 
2.87638e+02 ; -5.74122e-01 ; 6.25986e-04 ; -2.93801e-05 ; 7.36779e-04 ; 6.66630e+01 
2.87112e+02 ; -5.72532e-01 ; 5.99074e-04 ; -2.92835e-05 ; 7.09873e-04 ; 6.76660e+01 
2.86642e+02 ; -5.72759e-01 ; 5.75393e-04 ; -2.92815e-05 ; 6.85805e-04 ; 6.86550e+01 
2.86105e+02 ; -5.73664e-01 ; 5.47099e-04 ; -2.93122e-05 ; 6.58286e-04 ; 6.96720e+01 
2.85563e+02 ; -5.72025e-01 ; 5.24062e-04 ; -2.92128e-05 ; 6.30557e-04 ; 7.06890e+01 
2.85115e+02 ; -5.73433e-01 ; 4.96370e-04 ; -2.92717e-05 ; 6.07592e-04 ; 7.16920e+01 
2.84558e+02 ; -5.74125e-01 ; 4.68987e-04 ; -2.92910e-05 ; 5.79113e-04 ; 7.26940e+01 
2.84100e+02 ; -5.74652e-01 ; 4.45431e-04 ; -2.93046e-05 ; 5.55617e-04 ; 7.36400e+01 
2.83564e+02 ; -5.75019e-01 ; 4.18597e-04 ; -2.93078e-05 ; 5.28192e-04 ; 7.46470e+01 
2.83027e+02 ; -5.75102e-01 ; 3.94440e-04 ; -2.92965e-05 ; 5.00739e-04 ; 7.56890e+01 
2.82483e+02 ; -5.75591e-01 ; 3.67051e-04 ; -2.93058e-05 ; 4.73159e-04 ; 7.67130e+01 
2.82010e+02 ; -5.75908e-01 ; 3.40146e-04 ; -2.93085e-05 ; 4.49210e-04 ; 7.76780e+01 
2.81461e+02 ; -5.76971e-01 ; 3.11404e-04 ; -2.93469e-05 ; 4.21381e-04 ; 7.87250e+01 
2.80907e+02 ; -5.78128e-01 ; 2.88188e-04 ; -2.93898e-05 ; 3.93277e-04 ; 7.97300e+01 
2.80460e+02 ; -5.78077e-01 ; 2.64376e-04 ; -2.93745e-05 ; 3.70622e-04 ; 8.06750e+01 
2.79907e+02 ; -5.78867e-01 ; 2.37816e-04 ; -2.93988e-05 ; 3.42590e-04 ; 8.17200e+01 
2.79430e+02 ; -5.78693e-01 ; 2.09492e-04 ; -2.93763e-05 ; 3.18402e-04 ; 8.27420e+01 
2.78889e+02 ; -5.79686e-01 ; 1.81574e-04 ; -2.94112e-05 ; 2.90972e-04 ; 8.37460e+01 
2.78353e+02 ; -5.79402e-01 ; 1.58721e-04 ; -2.93815e-05 ; 2.63792e-04 ; 8.47500e+01 
2.77879e+02 ; -5.80809e-01 ; 1.30874e-04 ; -2.94374e-05 ; 2.39777e-04 ; 8.56960e+01 
2.77349e+02 ; -5.78584e-01 ; 1.03742e-04 ; -2.93059e-05 ; 2.12890e-04 ; 8.67580e+01 
2.76861e+02 ; -5.78820e-01 ; 7.99714e-05 ; -2.93007e-05 ; 1.88148e-04 ; 8.77490e+01 
2.76323e+02 ; -5.77710e-01 ; 5.24282e-05 ; -2.92256e-05 ; 1.60867e-04 ; 8.87730e+01 
2.75767e+02 ; -5.79090e-01 ; 2.47894e-05 ; -2.92758e-05 ; 1.32680e-04 ; 8.97770e+01 
2.75251e+02 ; -5.77554e-01 ; 1.96680e-06 ; -2.91801e-05 ; 1.06531e-04 ; 9.07820e+01 
2.74781e+02 ; -5.75936e-01 ; -2.13860e-05 ; -2.90819e-05 ; 8.27132e-05 ; 9.17280e+01 
2.74239e+02 ; -5.74577e-01 ; -4.92990e-05 ; -2.89945e-05 ; 5.52176e-05 ; 9.27850e+01 
2.73773e+02 ; -5.75779e-01 ; -7.64786e-05 ; -2.90389e-05 ; 3.15724e-05 ; 9.37340e+01 
2.73246e+02 ; -5.73851e-01 ; -1.03217e-04 ; -2.89233e-05 ; 4.86360e-06 ; 9.47940e+01 
2.72704e+02 ; -5.73117e-01 ; -1.26880e-04 ; -2.88678e-05 ; -2.23696e-05 ; 9.58030e+01 
2.72244e+02 ; -5.71814e-01 ; -1.53607e-04 ; -2.87865e-05 ; -4.54008e-05 ; 9.68070e+01 
2.71696e+02 ; -5.71891e-01 ; -1.76763e-04 ; -2.87718e-05 ; -7.28486e-05 ; 9.77550e+01 
2.71154e+02 ; -5.70405e-01 ; -2.04021e-04 ; -2.86787e-05 ; -9.99808e-05 ; 9.88150e+01 
2.70690e+02 ; -5.74611e-01 ; -2.30646e-04 ; -2.88743e-05 ; -1.23233e-04 ; 9.98210e+01 
2.70148e+02 ; -5.74183e-01 ; -2.57462e-04 ; -2.88343e-05 ; -1.50418e-04 ; 1.00825e+02 
2.69622e+02 ; -5.72041e-01 ; -2.80654e-04 ; -2.87090e-05 ; -1.76746e-04 ; 1.01840e+02 
2.69150e+02 ; -5.72262e-01 ; -3.07673e-04 ; -2.87041e-05 ; -2.00385e-04 ; 1.02845e+02 
2.68615e+02 ; -5.71550e-01 ; -3.30669e-04 ; -2.86503e-05 ; -2.27225e-04 ; 1.03847e+02 
2.68160e+02 ; -5.72689e-01 ; -3.57550e-04 ; -2.86920e-05 ; -2.50024e-04 ; 1.04795e+02 
2.67623e+02 ; -5.72710e-01 ; -3.83544e-04 ; -2.86712e-05 ; -2.76923e-04 ; 1.05854e+02 
2.67162e+02 ; -5.71085e-01 ; -4.06927e-04 ; -2.85711e-05 ; -2.99990e-04 ; 1.06807e+02 
2.66624e+02 ; -5.70769e-01 ; -4.34017e-04 ; -2.85334e-05 ; -3.26973e-04 ; 1.07853e+02 
2.66086e+02 ; -5.69669e-01 ; -4.56619e-04 ; -2.84566e-05 ; -3.53920e-04 ; 1.08811e+02 
2.65551e+02 ; -5.69597e-01 ; -4.83769e-04 ; -2.84314e-05 ; -3.80725e-04 ; 1.09873e+02 
2.65093e+02 ; -5.69505e-01 ; -5.10043e-04 ; -2.84082e-05 ; -4.03672e-04 ; 1.10875e+02 
2.64569e+02 ; -5.68430e-01 ; -5.32567e-04 ; -2.83336e-05 ; -4.29916e-04 ; 1.11833e+02 
2.64107e+02 ; -5.67854e-01 ; -5.59175e-04 ; -2.82863e-05 ; -4.53037e-04 ; 1.12831e+02 
2.63585e+02 ; -5.68272e-01 ; -5.85937e-04 ; -2.82862e-05 ; -4.79209e-04 ; 1.13893e+02 
2.63124e+02 ; -5.70350e-01 ; -6.08772e-04 ; -2.83711e-05 ; -5.02282e-04 ; 1.14848e+02 
2.62584e+02 ; -5.70091e-01 ; -6.35266e-04 ; -2.83368e-05 ; -5.28955e-04 ; 1.15906e+02 
