T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.92511e+02 ; -1.08170e-02 ; 8.64482e-04 ; -5.56628e-07 ; 9.86296e-04 ; 1.33400e+00 
2.92516e+02 ; -1.18824e-02 ; 8.64518e-04 ; -6.11453e-07 ; 9.86552e-04 ; 2.33700e+00 
2.92486e+02 ; -1.21303e-02 ; 8.64851e-04 ; -6.24190e-07 ; 9.84985e-04 ; 3.32700e+00 
2.92508e+02 ; -1.23420e-02 ; 8.64518e-04 ; -6.35098e-07 ; 9.86111e-04 ; 4.29000e+00 
2.92485e+02 ; -1.23052e-02 ; 8.64875e-04 ; -6.33187e-07 ; 9.84961e-04 ; 5.33500e+00 
2.92543e+02 ; -1.20913e-02 ; 8.65579e-04 ; -6.22222e-07 ; 9.87899e-04 ; 6.29000e+00 
2.92533e+02 ; -1.11014e-02 ; 8.65877e-04 ; -5.71276e-07 ; 9.87410e-04 ; 7.29100e+00 
2.92535e+02 ; -1.14615e-02 ; 8.66836e-04 ; -5.89805e-07 ; 9.87524e-04 ; 8.29300e+00 
2.92564e+02 ; -1.19457e-02 ; 8.64726e-04 ; -6.14742e-07 ; 9.88972e-04 ; 9.29300e+00 
2.92462e+02 ; -1.21940e-02 ; 8.62902e-04 ; -6.27451e-07 ; 9.83775e-04 ; 1.02920e+01 
2.92537e+02 ; -1.14958e-02 ; 8.65179e-04 ; -5.91575e-07 ; 9.87595e-04 ; 1.12920e+01 
2.92585e+02 ; -1.00742e-02 ; 8.62044e-04 ; -5.18447e-07 ; 9.90063e-04 ; 1.23530e+01 
2.92523e+02 ; -1.15829e-02 ; 8.65507e-04 ; -5.96046e-07 ; 9.86886e-04 ; 1.32980e+01 
2.92543e+02 ; -1.77482e-02 ; 8.66866e-04 ; -9.13328e-07 ; 9.87899e-04 ; 1.43600e+01 
2.92521e+02 ; -2.49809e-02 ; 8.65430e-04 ; -1.28549e-06 ; 9.86791e-04 ; 1.53740e+01 
2.92489e+02 ; -2.76132e-02 ; 8.64351e-04 ; -1.42090e-06 ; 9.85157e-04 ; 1.63220e+01 
2.92457e+02 ; -2.90802e-02 ; 8.65173e-04 ; -1.49633e-06 ; 9.83524e-04 ; 1.73800e+01 
2.92450e+02 ; -2.90750e-02 ; 8.66824e-04 ; -1.49605e-06 ; 9.83155e-04 ; 1.83270e+01 
2.92485e+02 ; -2.82433e-02 ; 8.66228e-04 ; -1.45331e-06 ; 9.84973e-04 ; 1.93870e+01 
2.92543e+02 ; -2.92904e-02 ; 8.62044e-04 ; -1.50729e-06 ; 9.87911e-04 ; 2.03920e+01 
