T [K] ; dTdt [K/s] ; V [Volt] ; dV/dt [Volt/s] ; IntdTdt [V] ; etime [s] 
2.95379e+02 ; -1.66591e-02 ; 1.01347e-03 ; -8.60134e-07 ; 1.13445e-03 ; 1.32700e+00 
2.95371e+02 ; -1.39567e-02 ; 1.01315e-03 ; -7.20597e-07 ; 1.13404e-03 ; 2.31700e+00 
2.95391e+02 ; -1.32823e-02 ; 1.01371e-03 ; -6.85791e-07 ; 1.13508e-03 ; 3.33400e+00 
2.95379e+02 ; -1.28620e-02 ; 1.01364e-03 ; -6.64085e-07 ; 1.13446e-03 ; 4.34900e+00 
2.95394e+02 ; -1.46539e-02 ; 1.01330e-03 ; -7.56613e-07 ; 1.13524e-03 ; 5.35500e+00 
2.95379e+02 ; -1.57650e-02 ; 1.01365e-03 ; -8.13969e-07 ; 1.13449e-03 ; 6.30100e+00 
2.95385e+02 ; -1.69612e-02 ; 1.01396e-03 ; -8.75738e-07 ; 1.13476e-03 ; 7.36300e+00 
2.95386e+02 ; -1.75836e-02 ; 1.01299e-03 ; -9.07874e-07 ; 1.13484e-03 ; 8.36600e+00 
2.95401e+02 ; -1.91548e-02 ; 1.01274e-03 ; -9.89015e-07 ; 1.13560e-03 ; 9.35800e+00 
2.95373e+02 ; -2.03355e-02 ; 1.01244e-03 ; -1.04994e-06 ; 1.13416e-03 ; 1.03790e+01 
2.95371e+02 ; -2.20693e-02 ; 1.01215e-03 ; -1.13946e-06 ; 1.13407e-03 ; 1.13830e+01 
2.95359e+02 ; -2.18072e-02 ; 1.01190e-03 ; -1.12591e-06 ; 1.13344e-03 ; 1.23400e+01 
2.95350e+02 ; -2.35010e-02 ; 1.01097e-03 ; -1.21335e-06 ; 1.13294e-03 ; 1.34000e+01 
2.95337e+02 ; -2.37824e-02 ; 1.01127e-03 ; -1.22786e-06 ; 1.13231e-03 ; 1.43880e+01 
2.95333e+02 ; -2.27369e-02 ; 1.01027e-03 ; -1.17387e-06 ; 1.13206e-03 ; 1.54060e+01 
2.95334e+02 ; -2.30560e-02 ; 1.00855e-03 ; -1.19035e-06 ; 1.13214e-03 ; 1.63520e+01 
2.95314e+02 ; -2.86211e-02 ; 1.00830e-03 ; -1.47763e-06 ; 1.13109e-03 ; 1.74080e+01 
2.95320e+02 ; -4.21553e-02 ; 1.00921e-03 ; -2.17638e-06 ; 1.13139e-03 ; 1.84240e+01 
2.95227e+02 ; -1.00437e-01 ; 1.00510e-03 ; -5.18479e-06 ; 1.12659e-03 ; 1.93810e+01 
2.94976e+02 ; -3.62668e-01 ; 9.94128e-04 ; -1.87162e-05 ; 1.11357e-03 ; 2.04400e+01 
2.94226e+02 ; -9.15164e-01 ; 9.69314e-04 ; -4.71873e-05 ; 1.07476e-03 ; 2.14400e+01 
2.93090e+02 ; -1.51501e+00 ; 9.08857e-04 ; -7.80124e-05 ; 1.01595e-03 ; 2.24000e+01 
2.91136e+02 ; -2.18541e+00 ; 8.29101e-04 ; -1.12279e-04 ; 9.15861e-04 ; 2.34410e+01 
2.88729e+02 ; -2.55524e+00 ; 7.11709e-04 ; -1.30916e-04 ; 7.92658e-04 ; 2.44610e+01 
2.86505e+02 ; -2.57244e+00 ; 5.82194e-04 ; -1.31495e-04 ; 6.78795e-04 ; 2.54780e+01 
2.83541e+02 ; -2.57997e+00 ; 4.53174e-04 ; -1.31494e-04 ; 5.27024e-04 ; 2.64740e+01 
2.80766e+02 ; -2.58959e+00 ; 3.40718e-04 ; -1.31627e-04 ; 3.86131e-04 ; 2.74460e+01 
2.77251e+02 ; -2.59894e+00 ; 2.10506e-04 ; -1.31624e-04 ; 2.07937e-04 ; 2.85050e+01 
