T;dTdt [K/s];V [Volt];dV/dt [Volt/s];IntdTdt [V];etime [s]
1.03922e+02 ; -4.88643e-02 ; -7.18909e-03 ; -1.42652e-06 ; -7.09969e-03 ; 9.02411e+02 
1.03895e+02 ; -4.52844e-02 ; -7.18925e-03 ; -1.32173e-06 ; -7.10049e-03 ; 9.03423e+02 
1.03884e+02 ; -4.45342e-02 ; -7.19008e-03 ; -1.29972e-06 ; -7.10084e-03 ; 9.04440e+02 
1.03873e+02 ; -4.26390e-02 ; -7.19020e-03 ; -1.24430e-06 ; -7.10116e-03 ; 9.05440e+02 
1.03858e+02 ; -4.17489e-02 ; -7.19119e-03 ; -1.21818e-06 ; -7.10161e-03 ; 9.06455e+02 
1.03826e+02 ; -3.96004e-02 ; -7.19151e-03 ; -1.15520e-06 ; -7.10257e-03 ; 9.07468e+02 
1.03817e+02 ; -3.89278e-02 ; -7.19181e-03 ; -1.13550e-06 ; -7.10287e-03 ; 9.08484e+02 
1.03812e+02 ; -4.18980e-02 ; -7.19253e-03 ; -1.22209e-06 ; -7.10301e-03 ; 9.09469e+02 
1.03795e+02 ; -4.11123e-02 ; -7.19279e-03 ; -1.19901e-06 ; -7.10353e-03 ; 9.10485e+02 
1.03769e+02 ; -4.44464e-02 ; -7.19339e-03 ; -1.29598e-06 ; -7.10432e-03 ; 9.11502e+02 
1.03747e+02 ; -4.53103e-02 ; -7.19414e-03 ; -1.32095e-06 ; -7.10497e-03 ; 9.12502e+02 
1.03733e+02 ; -4.51165e-02 ; -7.19441e-03 ; -1.31515e-06 ; -7.10539e-03 ; 9.13516e+02 
1.03714e+02 ; -4.26132e-02 ; -7.19512e-03 ; -1.24200e-06 ; -7.10596e-03 ; 9.14533e+02 
1.03694e+02 ; -3.87417e-02 ; -7.19513e-03 ; -1.12897e-06 ; -7.10658e-03 ; 9.15533e+02 
1.03688e+02 ; -3.95557e-02 ; -7.19593e-03 ; -1.15265e-06 ; -7.10675e-03 ; 9.16535e+02 
1.03664e+02 ; -4.06854e-02 ; -7.19613e-03 ; -1.18534e-06 ; -7.10747e-03 ; 9.17517e+02 
1.03650e+02 ; -4.04931e-02 ; -7.19728e-03 ; -1.17961e-06 ; -7.10789e-03 ; 9.18534e+02 
1.03641e+02 ; -4.02982e-02 ; -7.19698e-03 ; -1.17385e-06 ; -7.10818e-03 ; 9.19549e+02 
1.03635e+02 ; -4.08821e-02 ; -7.19772e-03 ; -1.19080e-06 ; -7.10835e-03 ; 9.20565e+02 
1.03618e+02 ; -4.01307e-02 ; -7.19817e-03 ; -1.16876e-06 ; -7.10887e-03 ; 9.21564e+02 
1.03604e+02 ; -3.96514e-02 ; -7.19849e-03 ; -1.15467e-06 ; -7.10929e-03 ; 9.22578e+02 
1.03588e+02 ; -4.09822e-02 ; -7.19891e-03 ; -1.19327e-06 ; -7.10977e-03 ; 9.23594e+02 
1.03568e+02 ; -4.07403e-02 ; -7.19973e-03 ; -1.18605e-06 ; -7.11037e-03 ; 9.24606e+02 
1.03550e+02 ; -4.24354e-02 ; -7.20000e-03 ; -1.23522e-06 ; -7.11091e-03 ; 9.25623e+02 
1.03533e+02 ; -4.09033e-02 ; -7.20028e-03 ; -1.19046e-06 ; -7.11143e-03 ; 9.26623e+02 
1.03518e+02 ; -4.04802e-02 ; -7.20084e-03 ; -1.17801e-06 ; -7.11189e-03 ; 9.27624e+02 
1.03490e+02 ; -4.19974e-02 ; -7.20112e-03 ; -1.22189e-06 ; -7.11272e-03 ; 9.28639e+02 
1.03474e+02 ; -4.03309e-02 ; -7.20241e-03 ; -1.17325e-06 ; -7.11322e-03 ; 9.29638e+02 
1.03472e+02 ; -4.08902e-02 ; -7.20221e-03 ; -1.18951e-06 ; -7.11329e-03 ; 9.30637e+02 
1.03450e+02 ; -4.14413e-02 ; -7.20276e-03 ; -1.20533e-06 ; -7.11393e-03 ; 9.31652e+02 
1.03432e+02 ; -4.25068e-02 ; -7.20355e-03 ; -1.23615e-06 ; -7.11448e-03 ; 9.32668e+02 
1.03420e+02 ; -4.10132e-02 ; -7.20386e-03 ; -1.19260e-06 ; -7.11486e-03 ; 9.33683e+02 
1.03413e+02 ; -4.10339e-02 ; -7.20433e-03 ; -1.19313e-06 ; -7.11507e-03 ; 9.34699e+02 
1.03392e+02 ; -4.14852e-02 ; -7.20466e-03 ; -1.20607e-06 ; -7.11568e-03 ; 9.35701e+02 
1.03370e+02 ; -4.15769e-02 ; -7.20524e-03 ; -1.20851e-06 ; -7.11637e-03 ; 9.36701e+02 
1.03353e+02 ; -4.09274e-02 ; -7.20615e-03 ; -1.18948e-06 ; -7.11688e-03 ; 9.37701e+02 
1.03344e+02 ; -4.20426e-02 ; -7.20624e-03 ; -1.22181e-06 ; -7.11713e-03 ; 9.38703e+02 
1.03325e+02 ; -4.03480e-02 ; -7.20697e-03 ; -1.17238e-06 ; -7.11771e-03 ; 9.39705e+02 
1.03308e+02 ; -3.99915e-02 ; -7.20730e-03 ; -1.16187e-06 ; -7.11824e-03 ; 9.40706e+02 
1.03303e+02 ; -3.97724e-02 ; -7.20767e-03 ; -1.15546e-06 ; -7.11839e-03 ; 9.41721e+02 
1.03274e+02 ; -3.80024e-02 ; -7.20755e-03 ; -1.10378e-06 ; -7.11927e-03 ; 9.42738e+02 
1.03257e+02 ; -3.78708e-02 ; -7.20855e-03 ; -1.09982e-06 ; -7.11976e-03 ; 9.43738e+02 
1.03249e+02 ; -3.79244e-02 ; -7.20847e-03 ; -1.10131e-06 ; -7.12000e-03 ; 9.44753e+02 
1.03240e+02 ; -3.90193e-02 ; -7.20927e-03 ; -1.13302e-06 ; -7.12028e-03 ; 9.45754e+02 
1.03233e+02 ; -3.79796e-02 ; -7.20983e-03 ; -1.10277e-06 ; -7.12050e-03 ; 9.46737e+02 
1.03213e+02 ; -3.75131e-02 ; -7.20984e-03 ; -1.08905e-06 ; -7.12111e-03 ; 9.47768e+02 
1.03195e+02 ; -3.91647e-02 ; -7.21058e-03 ; -1.13685e-06 ; -7.12163e-03 ; 9.48785e+02 
1.03181e+02 ; -3.85035e-02 ; -7.21080e-03 ; -1.11753e-06 ; -7.12205e-03 ; 9.49785e+02 
1.03169e+02 ; -4.00874e-02 ; -7.21132e-03 ; -1.16339e-06 ; -7.12243e-03 ; 9.50778e+02 
1.03163e+02 ; -3.94256e-02 ; -7.21191e-03 ; -1.14413e-06 ; -7.12261e-03 ; 9.51798e+02 
1.03140e+02 ; -4.04527e-02 ; -7.21219e-03 ; -1.17373e-06 ; -7.12327e-03 ; 9.52796e+02 
1.03121e+02 ; -3.90676e-02 ; -7.21241e-03 ; -1.13339e-06 ; -7.12380e-03 ; 9.53812e+02 
1.03117e+02 ; -3.93062e-02 ; -7.21290e-03 ; -1.14028e-06 ; -7.12391e-03 ; 9.54827e+02 
1.03103e+02 ; -3.87568e-02 ; -7.21338e-03 ; -1.12422e-06 ; -7.12431e-03 ; 9.55828e+02 
1.03077e+02 ; -4.07583e-02 ; -7.21393e-03 ; -1.18206e-06 ; -7.12504e-03 ; 9.56829e+02 
1.03063e+02 ; -3.79701e-02 ; -7.21433e-03 ; -1.10108e-06 ; -7.12543e-03 ; 9.57843e+02 
1.03041e+02 ; -3.86938e-02 ; -7.21478e-03 ; -1.12189e-06 ; -7.12605e-03 ; 9.58859e+02 
1.03034e+02 ; -3.92390e-02 ; -7.21504e-03 ; -1.13763e-06 ; -7.12626e-03 ; 9.59859e+02 
1.03021e+02 ; -4.05594e-02 ; -7.21552e-03 ; -1.17581e-06 ; -7.12660e-03 ; 9.60852e+02 
1.03028e+02 ; -3.91871e-02 ; -7.21592e-03 ; -1.13609e-06 ; -7.12641e-03 ; 9.61883e+02 
1.02990e+02 ; -3.85519e-02 ; -7.21652e-03 ; -1.11736e-06 ; -7.12748e-03 ; 9.62898e+02 
1.02977e+02 ; -3.94462e-02 ; -7.21716e-03 ; -1.14317e-06 ; -7.12785e-03 ; 9.63900e+02 
1.02968e+02 ; -3.80906e-02 ; -7.21723e-03 ; -1.10381e-06 ; -7.12811e-03 ; 9.64920e+02 
1.02943e+02 ; -3.73036e-02 ; -7.21754e-03 ; -1.08081e-06 ; -7.12879e-03 ; 9.65928e+02 
1.02939e+02 ; -3.78441e-02 ; -7.21779e-03 ; -1.09644e-06 ; -7.12890e-03 ; 9.66928e+02 
1.02922e+02 ; -3.82382e-02 ; -7.21850e-03 ; -1.10772e-06 ; -7.12939e-03 ; 9.67943e+02 
1.02909e+02 ; -3.80844e-02 ; -7.21893e-03 ; -1.10316e-06 ; -7.12975e-03 ; 9.68959e+02 
1.02889e+02 ; -3.78152e-02 ; -7.21885e-03 ; -1.09521e-06 ; -7.13031e-03 ; 9.69975e+02 
1.02865e+02 ; -3.80285e-02 ; -7.21946e-03 ; -1.10120e-06 ; -7.13097e-03 ; 9.70976e+02 
1.02860e+02 ; -3.63755e-02 ; -7.22014e-03 ; -1.05329e-06 ; -7.13112e-03 ; 9.71989e+02 
1.02841e+02 ; -4.15409e-02 ; -7.22090e-03 ; -1.20269e-06 ; -7.13165e-03 ; 9.73004e+02 
1.02823e+02 ; -4.01214e-02 ; -7.22048e-03 ; -1.16145e-06 ; -7.13214e-03 ; 9.74019e+02 
1.02815e+02 ; -3.65631e-02 ; -7.22127e-03 ; -1.05838e-06 ; -7.13238e-03 ; 9.75035e+02 
1.02808e+02 ; -3.64726e-02 ; -7.22186e-03 ; -1.05570e-06 ; -7.13257e-03 ; 9.76039e+02 
1.02789e+02 ; -3.66302e-02 ; -7.22206e-03 ; -1.06012e-06 ; -7.13310e-03 ; 9.77038e+02 
1.02786e+02 ; -3.77172e-02 ; -7.22240e-03 ; -1.09155e-06 ; -7.13320e-03 ; 9.78055e+02 
1.02757e+02 ; -3.79817e-02 ; -7.22303e-03 ; -1.09897e-06 ; -7.13401e-03 ; 9.79054e+02 
1.02752e+02 ; -3.77711e-02 ; -7.22340e-03 ; -1.09285e-06 ; -7.13413e-03 ; 9.80071e+02 
1.02728e+02 ; -3.73074e-02 ; -7.22350e-03 ; -1.07924e-06 ; -7.13482e-03 ; 9.81070e+02 
1.02721e+02 ; -3.90567e-02 ; -7.22390e-03 ; -1.12979e-06 ; -7.13500e-03 ; 9.82085e+02 
1.02704e+02 ; -4.27855e-02 ; -7.22408e-03 ; -1.23750e-06 ; -7.13547e-03 ; 9.83084e+02 
1.02698e+02 ; -3.99965e-02 ; -7.22472e-03 ; -1.15678e-06 ; -7.13565e-03 ; 9.84098e+02 
1.02676e+02 ; -3.85397e-02 ; -7.22488e-03 ; -1.11447e-06 ; -7.13628e-03 ; 9.85114e+02 
1.02653e+02 ; -3.73276e-02 ; -7.22598e-03 ; -1.07924e-06 ; -7.13692e-03 ; 9.86113e+02 
1.02655e+02 ; -3.57644e-02 ; -7.22616e-03 ; -1.03406e-06 ; -7.13686e-03 ; 9.87129e+02 
1.02638e+02 ; -3.60371e-02 ; -7.22631e-03 ; -1.04182e-06 ; -7.13732e-03 ; 9.88130e+02 
1.02625e+02 ; -3.48394e-02 ; -7.22618e-03 ; -1.00709e-06 ; -7.13770e-03 ; 9.89145e+02 
1.02609e+02 ; -3.44311e-02 ; -7.22688e-03 ; -9.95173e-07 ; -7.13816e-03 ; 9.90159e+02 
1.02604e+02 ; -3.49887e-02 ; -7.22723e-03 ; -1.01125e-06 ; -7.13829e-03 ; 9.91162e+02 
1.02597e+02 ; -3.44633e-02 ; -7.22728e-03 ; -9.96016e-07 ; -7.13850e-03 ; 9.92163e+02 
1.02580e+02 ; -3.47427e-02 ; -7.22809e-03 ; -1.00397e-06 ; -7.13896e-03 ; 9.93178e+02 
1.02566e+02 ; -3.55509e-02 ; -7.22826e-03 ; -1.02722e-06 ; -7.13934e-03 ; 9.94178e+02 
1.02550e+02 ; -3.53789e-02 ; -7.22850e-03 ; -1.02213e-06 ; -7.13980e-03 ; 9.95196e+02 
1.02544e+02 ; -3.50203e-02 ; -7.22915e-03 ; -1.01173e-06 ; -7.13996e-03 ; 9.96196e+02 
1.02524e+02 ; -3.68066e-02 ; -7.22889e-03 ; -1.06318e-06 ; -7.14052e-03 ; 9.97197e+02 
1.02517e+02 ; -3.47887e-02 ; -7.22951e-03 ; -1.00484e-06 ; -7.14072e-03 ; 9.98200e+02 
1.02509e+02 ; -3.44998e-02 ; -7.22976e-03 ; -9.96438e-07 ; -7.14095e-03 ; 9.99199e+02 
1.02506e+02 ; -3.37840e-02 ; -7.23051e-03 ; -9.75744e-07 ; -7.14104e-03 ; 1.00021e+03 
1.02485e+02 ; -3.52855e-02 ; -7.23046e-03 ; -1.01896e-06 ; -7.14161e-03 ; 1.00123e+03 
1.02484e+02 ; -3.36833e-02 ; -7.23051e-03 ; -9.72680e-07 ; -7.14166e-03 ; 1.00221e+03 
1.02481e+02 ; -3.45799e-02 ; -7.23124e-03 ; -9.98546e-07 ; -7.14174e-03 ; 1.00323e+03 
1.02452e+02 ; -3.67860e-02 ; -7.23130e-03 ; -1.06203e-06 ; -7.14256e-03 ; 1.00423e+03 
1.02439e+02 ; -3.53322e-02 ; -7.23179e-03 ; -1.01997e-06 ; -7.14290e-03 ; 1.00524e+03 
1.02446e+02 ; -3.68918e-02 ; -7.23199e-03 ; -1.06504e-06 ; -7.14272e-03 ; 1.00628e+03 
1.02418e+02 ; -3.66390e-02 ; -7.23234e-03 ; -1.05753e-06 ; -7.14349e-03 ; 1.00728e+03 
1.02407e+02 ; -3.45213e-02 ; -7.23231e-03 ; -9.96325e-07 ; -7.14381e-03 ; 1.00829e+03 
1.02393e+02 ; -3.34111e-02 ; -7.23297e-03 ; -9.64189e-07 ; -7.14419e-03 ; 1.00929e+03 
1.02375e+02 ; -3.47602e-02 ; -7.23336e-03 ; -1.00299e-06 ; -7.14470e-03 ; 1.01031e+03 
1.02376e+02 ; -3.50212e-02 ; -7.23386e-03 ; -1.01052e-06 ; -7.14468e-03 ; 1.01132e+03 
1.02368e+02 ; -3.61213e-02 ; -7.23372e-03 ; -1.04221e-06 ; -7.14490e-03 ; 1.01232e+03 
1.02354e+02 ; -3.38055e-02 ; -7.23408e-03 ; -9.75294e-07 ; -7.14529e-03 ; 1.01332e+03 
1.02348e+02 ; -3.25313e-02 ; -7.23451e-03 ; -9.38492e-07 ; -7.14546e-03 ; 1.01431e+03 
1.02331e+02 ; -3.37975e-02 ; -7.23436e-03 ; -9.74901e-07 ; -7.14593e-03 ; 1.01533e+03 
1.02337e+02 ; -3.47717e-02 ; -7.23485e-03 ; -1.00304e-06 ; -7.14577e-03 ; 1.01632e+03 
1.02313e+02 ; -3.38371e-02 ; -7.23504e-03 ; -9.75913e-07 ; -7.14645e-03 ; 1.01733e+03 
1.02307e+02 ; -3.27026e-02 ; -7.23512e-03 ; -9.43158e-07 ; -7.14659e-03 ; 1.01832e+03 
1.02295e+02 ; -3.48758e-02 ; -7.23610e-03 ; -1.00574e-06 ; -7.14694e-03 ; 1.01934e+03 
1.02285e+02 ; -3.24476e-02 ; -7.23586e-03 ; -9.35652e-07 ; -7.14722e-03 ; 1.02034e+03 
1.02288e+02 ; -3.49556e-02 ; -7.23638e-03 ; -1.00799e-06 ; -7.14714e-03 ; 1.02134e+03 
1.02258e+02 ; -3.77396e-02 ; -7.23625e-03 ; -1.08804e-06 ; -7.14797e-03 ; 1.02234e+03 
1.02256e+02 ; -3.70466e-02 ; -7.23737e-03 ; -1.06805e-06 ; -7.14802e-03 ; 1.02335e+03 
1.02238e+02 ; -3.54509e-02 ; -7.23740e-03 ; -1.02191e-06 ; -7.14853e-03 ; 1.02437e+03 
1.02229e+02 ; -3.49207e-02 ; -7.23802e-03 ; -1.00656e-06 ; -7.14879e-03 ; 1.02537e+03 
1.02204e+02 ; -3.55398e-02 ; -7.23799e-03 ; -1.02422e-06 ; -7.14950e-03 ; 1.02638e+03 
1.02198e+02 ; -3.55236e-02 ; -7.23859e-03 ; -1.02371e-06 ; -7.14965e-03 ; 1.02739e+03 
1.02185e+02 ; -3.42663e-02 ; -7.23871e-03 ; -9.87384e-07 ; -7.15001e-03 ; 1.02837e+03 
1.02189e+02 ; -3.51971e-02 ; -7.23908e-03 ; -1.01423e-06 ; -7.14990e-03 ; 1.02939e+03 
1.02169e+02 ; -3.35911e-02 ; -7.23931e-03 ; -9.67816e-07 ; -7.15046e-03 ; 1.03039e+03 
1.02159e+02 ; -3.42436e-02 ; -7.23956e-03 ; -9.86541e-07 ; -7.15076e-03 ; 1.03140e+03 
1.02154e+02 ; -3.25203e-02 ; -7.24013e-03 ; -9.36860e-07 ; -7.15089e-03 ; 1.03242e+03 
1.02150e+02 ; -3.16341e-02 ; -7.24022e-03 ; -9.11304e-07 ; -7.15100e-03 ; 1.03343e+03 
1.02119e+02 ; -3.36207e-02 ; -7.24027e-03 ; -9.68322e-07 ; -7.15185e-03 ; 1.03443e+03 
1.02134e+02 ; -3.32493e-02 ; -7.24076e-03 ; -9.57723e-07 ; -7.15145e-03 ; 1.03546e+03 
1.02122e+02 ; -3.33380e-02 ; -7.24052e-03 ; -9.60196e-07 ; -7.15179e-03 ; 1.03646e+03 
1.02105e+02 ; -3.40733e-02 ; -7.24108e-03 ; -9.81255e-07 ; -7.15227e-03 ; 1.03748e+03 
1.02095e+02 ; -3.12677e-02 ; -7.24143e-03 ; -9.00395e-07 ; -7.15253e-03 ; 1.03850e+03 
1.02082e+02 ; -3.29493e-02 ; -7.24190e-03 ; -9.48725e-07 ; -7.15292e-03 ; 1.03951e+03 
1.02080e+02 ; -3.30170e-02 ; -7.24183e-03 ; -9.50665e-07 ; -7.15295e-03 ; 1.04051e+03 
1.02075e+02 ; -3.15497e-02 ; -7.24235e-03 ; -9.08380e-07 ; -7.15311e-03 ; 1.04153e+03 
1.02068e+02 ; -3.26127e-02 ; -7.24248e-03 ; -9.38942e-07 ; -7.15330e-03 ; 1.04254e+03 
1.02039e+02 ; -3.05958e-02 ; -7.24267e-03 ; -8.80686e-07 ; -7.15412e-03 ; 1.04356e+03 
1.02056e+02 ; -3.14133e-02 ; -7.24266e-03 ; -9.04331e-07 ; -7.15364e-03 ; 1.04457e+03 
1.02031e+02 ; -3.26497e-02 ; -7.24321e-03 ; -9.39757e-07 ; -7.15433e-03 ; 1.04557e+03 
1.02037e+02 ; -3.24335e-02 ; -7.24327e-03 ; -9.33572e-07 ; -7.15417e-03 ; 1.04657e+03 
1.02033e+02 ; -3.02775e-02 ; -7.24359e-03 ; -8.71492e-07 ; -7.15427e-03 ; 1.04756e+03 
1.02018e+02 ; -3.07468e-02 ; -7.24377e-03 ; -8.84904e-07 ; -7.15469e-03 ; 1.04857e+03 
1.02013e+02 ; -3.34024e-02 ; -7.24434e-03 ; -9.61293e-07 ; -7.15485e-03 ; 1.04960e+03 
1.01995e+02 ; -3.21433e-02 ; -7.24427e-03 ; -9.24940e-07 ; -7.15535e-03 ; 1.05060e+03 
1.01983e+02 ; -3.30879e-02 ; -7.24427e-03 ; -9.52043e-07 ; -7.15566e-03 ; 1.05162e+03 
1.01988e+02 ; -3.36653e-02 ; -7.24499e-03 ; -9.68688e-07 ; -7.15554e-03 ; 1.05261e+03 
1.01967e+02 ; -3.56424e-02 ; -7.24513e-03 ; -1.02542e-06 ; -7.15612e-03 ; 1.05363e+03 
1.01958e+02 ; -3.38543e-02 ; -7.24512e-03 ; -9.73917e-07 ; -7.15637e-03 ; 1.05464e+03 
1.01943e+02 ; -3.43936e-02 ; -7.24565e-03 ; -9.89325e-07 ; -7.15679e-03 ; 1.05566e+03 
1.01938e+02 ; -3.34546e-02 ; -7.24627e-03 ; -9.62277e-07 ; -7.15694e-03 ; 1.05667e+03 
1.01912e+02 ; -3.29533e-02 ; -7.24615e-03 ; -9.47685e-07 ; -7.15765e-03 ; 1.05767e+03 
1.01910e+02 ; -3.00893e-02 ; -7.24586e-03 ; -8.65308e-07 ; -7.15771e-03 ; 1.05867e+03 
1.01912e+02 ; -3.18202e-02 ; -7.24621e-03 ; -9.15099e-07 ; -7.15765e-03 ; 1.05967e+03 
1.01895e+02 ; -3.45874e-02 ; -7.24671e-03 ; -9.94554e-07 ; -7.15815e-03 ; 1.06069e+03 
1.01895e+02 ; -3.20893e-02 ; -7.24706e-03 ; -9.22719e-07 ; -7.15815e-03 ; 1.06167e+03 
1.01880e+02 ; -3.23743e-02 ; -7.24738e-03 ; -9.30816e-07 ; -7.15857e-03 ; 1.06269e+03 
1.01874e+02 ; -3.19298e-02 ; -7.24712e-03 ; -9.17995e-07 ; -7.15873e-03 ; 1.06369e+03 
1.01868e+02 ; -3.04349e-02 ; -7.24745e-03 ; -8.74979e-07 ; -7.15889e-03 ; 1.06471e+03 
1.01866e+02 ; -3.04352e-02 ; -7.24799e-03 ; -8.74979e-07 ; -7.15894e-03 ; 1.06571e+03 
1.01849e+02 ; -3.11579e-02 ; -7.24845e-03 ; -8.95643e-07 ; -7.15942e-03 ; 1.06671e+03 
1.01850e+02 ; -2.97199e-02 ; -7.24859e-03 ; -8.54314e-07 ; -7.15940e-03 ; 1.06771e+03 
1.01848e+02 ; -3.26947e-02 ; -7.24849e-03 ; -9.39813e-07 ; -7.15945e-03 ; 1.06873e+03 
1.01827e+02 ; -3.09301e-02 ; -7.24865e-03 ; -8.88952e-07 ; -7.16006e-03 ; 1.06971e+03 
1.01825e+02 ; -3.36060e-02 ; -7.24899e-03 ; -9.65848e-07 ; -7.16010e-03 ; 1.07074e+03 
1.01819e+02 ; -3.22682e-02 ; -7.24921e-03 ; -9.27358e-07 ; -7.16027e-03 ; 1.07175e+03 
1.01805e+02 ; -3.49719e-02 ; -7.24953e-03 ; -1.00496e-06 ; -7.16067e-03 ; 1.07277e+03 
1.01791e+02 ; -3.36073e-02 ; -7.24981e-03 ; -9.65651e-07 ; -7.16105e-03 ; 1.07377e+03 
1.01773e+02 ; -3.31372e-02 ; -7.25020e-03 ; -9.52015e-07 ; -7.16157e-03 ; 1.07478e+03 
1.01765e+02 ; -3.42841e-02 ; -7.25044e-03 ; -9.84910e-07 ; -7.16178e-03 ; 1.07580e+03 
1.01753e+02 ; -3.32888e-02 ; -7.25099e-03 ; -9.56232e-07 ; -7.16213e-03 ; 1.07682e+03 
1.01756e+02 ; -3.35336e-02 ; -7.25070e-03 ; -9.63290e-07 ; -7.16203e-03 ; 1.07782e+03 
1.01738e+02 ; -3.23006e-02 ; -7.25119e-03 ; -9.27752e-07 ; -7.16253e-03 ; 1.07880e+03 
1.01730e+02 ; -3.81723e-02 ; -7.25155e-03 ; -1.09633e-06 ; -7.16277e-03 ; 1.07982e+03 
1.01720e+02 ; -3.44400e-02 ; -7.25199e-03 ; -9.89071e-07 ; -7.16304e-03 ; 1.08083e+03 
1.01698e+02 ; -3.63126e-02 ; -7.25266e-03 ; -1.04269e-06 ; -7.16365e-03 ; 1.08185e+03 
1.01677e+02 ; -3.43791e-02 ; -7.25262e-03 ; -9.87019e-07 ; -7.16423e-03 ; 1.08285e+03 
1.01682e+02 ; -3.47421e-02 ; -7.25273e-03 ; -9.97477e-07 ; -7.16409e-03 ; 1.08387e+03 
1.01681e+02 ; -3.26254e-02 ; -7.25331e-03 ; -9.36692e-07 ; -7.16414e-03 ; 1.08487e+03 
1.01674e+02 ; -3.23419e-02 ; -7.25361e-03 ; -9.28510e-07 ; -7.16432e-03 ; 1.08587e+03 
1.01652e+02 ; -3.22530e-02 ; -7.25362e-03 ; -9.25811e-07 ; -7.16494e-03 ; 1.08687e+03 
1.01644e+02 ; -3.25812e-02 ; -7.25395e-03 ; -9.35174e-07 ; -7.16518e-03 ; 1.08788e+03 
1.01642e+02 ; -3.09586e-02 ; -7.25426e-03 ; -8.88587e-07 ; -7.16524e-03 ; 1.08887e+03 
1.01614e+02 ; -3.00359e-02 ; -7.25442e-03 ; -8.61933e-07 ; -7.16600e-03 ; 1.08990e+03 
1.01617e+02 ; -3.08375e-02 ; -7.25455e-03 ; -8.84959e-07 ; -7.16591e-03 ; 1.09090e+03 
1.01615e+02 ; -2.71641e-02 ; -7.25436e-03 ; -7.79527e-07 ; -7.16599e-03 ; 1.09193e+03 
1.01624e+02 ; -2.95547e-02 ; -7.25498e-03 ; -8.48185e-07 ; -7.16574e-03 ; 1.09293e+03 
1.01614e+02 ; -2.92981e-02 ; -7.25471e-03 ; -8.40762e-07 ; -7.16600e-03 ; 1.09394e+03 
1.01599e+02 ; -2.94208e-02 ; -7.25513e-03 ; -8.44192e-07 ; -7.16643e-03 ; 1.09495e+03 
1.01595e+02 ; -2.76952e-02 ; -7.25533e-03 ; -7.94653e-07 ; -7.16655e-03 ; 1.09596e+03 
1.01588e+02 ; -3.03775e-02 ; -7.25516e-03 ; -8.71576e-07 ; -7.16673e-03 ; 1.09698e+03 
1.01579e+02 ; -3.07648e-02 ; -7.25567e-03 ; -8.82626e-07 ; -7.16700e-03 ; 1.09798e+03 
1.01566e+02 ; -3.06166e-02 ; -7.25621e-03 ; -8.78296e-07 ; -7.16735e-03 ; 1.09898e+03 
1.01562e+02 ; -3.02960e-02 ; -7.25649e-03 ; -8.69075e-07 ; -7.16745e-03 ; 1.09998e+03 
1.01564e+02 ; -2.87353e-02 ; -7.25643e-03 ; -8.24315e-07 ; -7.16741e-03 ; 1.10097e+03 
1.01556e+02 ; -2.93525e-02 ; -7.25623e-03 ; -8.41972e-07 ; -7.16763e-03 ; 1.10198e+03 
1.01550e+02 ; -2.97369e-02 ; -7.25665e-03 ; -8.52964e-07 ; -7.16779e-03 ; 1.10300e+03 
1.01549e+02 ; -2.98048e-02 ; -7.25672e-03 ; -8.54905e-07 ; -7.16782e-03 ; 1.10401e+03 
1.01535e+02 ; -2.99656e-02 ; -7.25705e-03 ; -8.59431e-07 ; -7.16821e-03 ; 1.10503e+03 
1.01526e+02 ; -2.89353e-02 ; -7.25712e-03 ; -8.29825e-07 ; -7.16847e-03 ; 1.10603e+03 
1.01523e+02 ; -2.91801e-02 ; -7.25749e-03 ; -8.36826e-07 ; -7.16856e-03 ; 1.10705e+03 
1.01518e+02 ; -3.04370e-02 ; -7.25775e-03 ; -8.72842e-07 ; -7.16869e-03 ; 1.10805e+03 
1.01510e+02 ; -3.02710e-02 ; -7.25748e-03 ; -8.68034e-07 ; -7.16891e-03 ; 1.10906e+03 
1.01509e+02 ; -2.86937e-02 ; -7.25756e-03 ; -8.22796e-07 ; -7.16894e-03 ; 1.11008e+03 
1.01500e+02 ; -3.01448e-02 ; -7.25793e-03 ; -8.64351e-07 ; -7.16920e-03 ; 1.11108e+03 
1.01503e+02 ; -2.87823e-02 ; -7.25801e-03 ; -8.25299e-07 ; -7.16913e-03 ; 1.11209e+03 
1.01496e+02 ; -2.98849e-02 ; -7.25806e-03 ; -8.56873e-07 ; -7.16932e-03 ; 1.11312e+03 
1.01485e+02 ; -2.84860e-02 ; -7.25838e-03 ; -8.16695e-07 ; -7.16963e-03 ; 1.11412e+03 
1.01472e+02 ; -2.76628e-02 ; -7.25873e-03 ; -7.93023e-07 ; -7.17000e-03 ; 1.11514e+03 
1.01464e+02 ; -2.78624e-02 ; -7.25844e-03 ; -7.98702e-07 ; -7.17020e-03 ; 1.11614e+03 
1.01467e+02 ; -2.99373e-02 ; -7.25834e-03 ; -8.58194e-07 ; -7.17013e-03 ; 1.11714e+03 
1.01468e+02 ; -3.05970e-02 ; -7.25887e-03 ; -8.77116e-07 ; -7.17009e-03 ; 1.11814e+03 
1.01462e+02 ; -2.92664e-02 ; -7.25914e-03 ; -8.38935e-07 ; -7.17027e-03 ; 1.11914e+03 
1.01450e+02 ; -2.98516e-02 ; -7.25906e-03 ; -8.55636e-07 ; -7.17060e-03 ; 1.12014e+03 
1.01440e+02 ; -2.99784e-02 ; -7.25951e-03 ; -8.59206e-07 ; -7.17089e-03 ; 1.12114e+03 
